	AF1	AF2	AT1	AT1_AT2	AT2	Adventitial_fibroblast	Alveolar_transitional	Arterial_endothelium	B_lymphocyte	CAP1	CAP2	Ciliated	Krt5	Lymphatic_endothelium	Mesothelium	NK_cell	Neutrophil	Peribronchial_fibroblast	Plasma_cell	Secretory	T_lymphocyte	VSMC	Venous_endothelium	aMAC	cDC1	cDC2	cMON	iMAC	iMON	maDC	pMON
Aldh1a1	7.033893967892411	4.382182735141931	5.014879050538582	4.51188829081302	2.632030220933995	5.507871639280928	3.9460353461357793	1.6326730858010055	2.1928844073120994	1.9720955969729697	2.1085443880001655	7.125720452168546	5.9192195360920685	2.177416574025797	6.088600032896013	1.8375417944532895	2.241517607775108	4.619168499915229	1.7752588098403996	7.335963671753466	2.455283542481586	3.206206349967891	3.3648351733310813	1.5549698706776098	2.27460530814089	1.9140727317895907	1.539470910216817	2.2110061468750395	1.2727005805489118	2.230371941647551	1.8826155392717634
Loxl1	6.673813335849542	3.60794035409921	1.346521274568121	2.629483691460168	1.5924892653712754	6.54593197044391	1.3530807570866465	0.9628290293548165	1.3948134825981173	1.0287689333822223	1.2270998751003717	1.527740472021544	1.0305639556929336	1.0832857152240152	5.619284942422803	1.089968430245776	1.1887866346453055	5.876244640815344	1.8607754352704087	1.2996234052833002	1.7561997309931747	6.071264965390921	0.9215352197964538	1.161316866772966	1.7247155405743766	0.9080755995555255	1.106244777010337	1.4232734215506524	0.6207334423276147	1.541860701630905	1.1046859112482463
Palld	6.547957880736792	4.3529989390268495	1.9555731690626952	2.994837509327894	1.7986911870909108	5.435810224512771	4.022777891223031	3.7946136331843703	1.3292816118498578	1.5752766274624446	2.5474028523541454	1.5005763535954948	4.174142070298821	2.260043237770467	3.8147147492739077	1.4880426865196574	1.523614340892222	6.7656670743895315	2.137012986863829	3.0078009926504445	2.0120801000758406	6.68758913646699	4.235520011549102	1.265861386618566	3.6859603143677107	3.602915908687829	0.8241341164246131	2.872176859144674	1.8737781918349743	4.583858058517434	1.7324936568094782
Col6a3	6.666883501050563	5.3974280969639485	1.304044872352005	2.731058445495504	1.5691476417176233	6.170736960597785	1.3284423593657728	0.9531572015156009	1.1865368030130017	1.0407145308875185	1.2245180134302465	1.556783910806573	1.1684675489752772	1.3955081335569937	3.5752991230721136	1.4745486448668237	1.2423693796111548	6.794861560606857	2.127123330726693	1.6166504874353234	1.6859291327018577	5.805732315608025	1.0247453071530896	1.4271605494812358	1.3935369403390683	0.9156151896914596	0.8528663034359484	1.3181747672312223	1.133595326575777	1.710455554927108	1.18407692068722
Serpine2	6.737850940275151	5.587985414911551	2.24208898130462	3.8820410961279466	4.503749771622756	5.110909735157963	3.7939263137553416	2.5409888575784563	2.0011975889734344	1.670060233706789	1.6157018218406678	5.409855385427611	2.6213382140787815	4.457076281115365	2.0905764142487957	2.1757618044191385	1.6190831920236877	7.180568770620364	1.649473238536461	3.614773389058359	2.2845974973500116	6.924079244659709	3.532732116010885	1.2944571029155505	1.8779820655883495	1.3447309832015002	1.0495702919808434	1.8797527624718506	1.0951047435300618	1.5778933569770497	1.715253046310003
Bgn	7.635448016859807	7.331795989902907	2.9743256273839522	4.41031983432625	2.9094620957311887	7.580816981905946	2.9394537323986074	5.906329700108354	3.081332947451708	3.3452280922896627	3.150811433469685	2.7075803247248023	2.232781092156289	4.481059207059548	7.081559746898241	2.9971103852418284	2.9252793704696254	7.63924667053635	3.0770326938559562	2.8518626253641317	3.5279363763985865	7.307276509753406	6.272027014775931	2.0669202182888067	3.0724571382637262	2.093028318555309	1.8204371739638925	3.077216141023392	2.0888039655435797	3.7204598095090264	2.5385616203878225
Cp	6.924791741271893	3.4110091938599747	1.6276317090742536	2.896474235162183	2.533459620496273	6.4514020650784545	3.0482564467461084	2.1499360092224244	1.8497675256621695	1.3483066552514862	1.332717278122164	5.707899254597019	5.502197498655828	6.906910505340374	4.123411944620797	1.4888143487077643	1.924948164091023	5.963718311484723	1.927149088102085	7.120954424406827	2.0461426218667245	4.143868943045049	2.142370756705756	1.32043089913148	2.4299949772203093	1.3421124745167419	1.3918066286398132	4.415912838929615	2.022455268375403	2.1198657880135334	1.9134888690020397
Olfml3	6.607738880530694	5.657455117167734	1.4298411962471773	2.602351656704341	1.653111682003126	6.393494320350018	1.2963619151236279	0.9622379074601886	1.3018706897745602	1.6791000318938005	1.353692591031613	2.3181091480319567	1.2181941894089265	2.083791617551311	2.256971685375899	1.4478256199967208	1.1593915517814577	4.510440236242205	2.3508769374626963	1.5484108594095722	1.9535022407274232	2.2246456764431133	1.657888155574034	1.2632192561933508	2.511717290374035	1.1120645455896427	1.0360495072946878	4.4227408184780455	3.278633561571852	2.3454846217523957	1.5983213530395823
Fmo2	7.619414912180893	3.958694641042162	3.3631129506293607	4.818331421559756	3.9137277302763773	7.159452348166077	2.6188366072637015	6.631435851670454	2.9325597044626903	5.387736058962212	4.14664370318694	3.7828225448936124	6.5705619988709625	3.215338162720779	7.3815172423751605	3.893656102151876	2.9621628608740953	7.426100619927018	3.0829279686987885	6.500122780893514	3.504860717247612	5.286781989487876	5.943980205423657	2.3530644653283286	2.9972613246969884	2.684095311985794	2.290137960628275	3.0666002349889294	2.1882562214431593	3.4164733801960505	2.8692219342452887
Robo2	5.805787896116857	1.532866261736316	0.5482849279950931	1.804703689988145	1.5091355963290858	4.035995338190541	1.7742475878079358	0.35899438338712886	0.7114497871169813	0.467163279064349	0.48089493169194353	0.9609988449212956	3.735581012242713	0.6134932235252892	1.0022048581785525	0.78163804395206	0.889144433961804	4.4836775707020236	0.6970493847328607	1.6550826939310657	0.9176082747701904	1.0913807841859167	1.1764395511717465	0.6821175940779034	0.8450442481633113	1.14656137356163	0.3051470007184449	0.6812229439424679	0.2779302646331643	0.9421431743602687	0.5994640935872574
Serping1	7.342441059660882	6.673835878179787	2.314641339439965	3.7162040869126542	2.4058784307313106	7.5313008864578705	2.4486707964647274	3.636938422084802	2.268760019044662	2.874137673762265	2.393120908960273	4.087308164399804	3.266610780659175	5.664085682228167	7.2176092248273545	2.2751675564890097	2.3110080657265857	6.796233564952757	2.837051295330971	3.4281678528274	2.7457956248458304	6.044627386907094	3.3440399047183216	1.761656197277635	2.7641016991955834	1.706427240405236	1.4766275219856826	2.6085691105097673	1.9236007439662708	3.067929705161591	1.6764077098185632
Atp1a2	6.206437911860846	3.155290671212423	0.9836942924361342	2.072049241826648	1.3264410594634573	5.829580493970651	1.3876795936334132	0.6754005375050073	0.9530572601909016	0.7030598008224916	0.891636502011348	1.7161363585662248	0.7957957267004704	1.317796746372375	1.5501563788962545	0.8113115293283946	0.9715759087529086	5.1437331686472065	1.3433063328669819	1.5025364441855906	1.4717878895757432	5.810367757391399	0.7046362014081113	0.8413843607298963	1.6061781536025412	1.2572614264374062	0.887750359288974	1.2172109982425043	0.6795790666124341	1.6322962544527675	0.949208595313987
Nebl	6.300942489783668	3.1107771577714876	6.499939601105928	5.1498455524422955	3.977093147806811	3.63793229529901	5.344065276646553	1.8315636295194941	1.8423726203744009	0.93156879365365	0.9653509485200498	5.3459392193923945	4.53554401308294	1.2311453072859821	1.378812694563095	2.2222094599270634	1.0381182898542665	2.0446409725031622	2.7613855130280833	4.814318371439079	3.921174082239402	2.2606814797152395	0.7340277536354118	0.861321858922166	1.462707089694614	1.252185508154425	0.9340410073145003	0.9758914609918641	0.8725018995492692	2.0457656049313013	0.9263108667191788
Cacna1d	5.852102820102207	4.270733860622072	0.7181415346708391	2.022202082497619	1.3361142773400612	4.568405228419958	0.7362655005842438	0.5505711656633824	2.3225918453621044	0.41065296104628496	0.5531285067630914	2.192665054612188	1.1217362732043399	0.6845872124567968	1.0962394682270278	0.6729886612124117	0.5742285001961894	2.0295544930003224	3.020641792211535	0.9594040892336188	1.2517011410619248	2.370772047528699	0.41922011532494935	1.302637165432037	1.6309737110514881	1.6914410105716065	2.174447665239848	3.6269437488394303	2.854891951522717	2.166348087231998	2.100211977539255
Tcf21	6.375634685549433	5.772267939477515	1.0170845910247344	2.6304151038708024	1.296128188425596	5.897376161876619	0.8348205393344221	0.8856677801881528	1.067333883314886	0.8161981461859313	0.9691207132661331	1.2547855852291274	1.0062586926858699	1.1248291087203959	1.89476686114464	0.65346424907015	0.9670897140222243	1.631636466692831	1.5228579388752839	1.1156387255926778	1.5541817550292443	3.522685812233785	0.7984819739464853	0.8825694641264196	1.6659759520975392	1.0531350138274216	0.7679838913550596	1.2667055850657756	1.1209743783683497	1.4383698036323243	0.3675672028838171
Col1a2	7.381723933362201	6.728361064214005	2.233699405456656	3.504799527969812	2.368750118646611	7.693433641817016	2.2537723104683476	1.6247686965025763	2.1994958714529944	1.90506853543467	2.077465844472751	2.4701820135914434	2.072320525553254	2.474593559838445	6.397879401465175	2.237678051444642	2.4534838556262453	7.37460086349946	2.954733079917655	2.5258330016696124	2.8726721835271456	6.863559820545504	1.7278721407562663	1.7296258363289525	2.5808986910908005	1.3316738946577849	1.6366667434418978	2.2235805063332155	1.7562118652055265	1.8216899357871703	2.0064323514499347
Lbh	6.900634888921955	5.863724657065891	3.3558004466802602	3.566928496942437	2.174108907265808	6.375102686661582	2.748589725107517	2.7258928899183625	5.684624104444192	4.0081048997689255	4.30127525933259	4.713736722963371	2.6699623379906234	4.753951145965756	3.1271389709967603	4.48514620565419	3.171740427137943	5.469368238927318	3.8351683412944713	3.057778750172816	5.241486122194641	5.692298226392977	4.3903554669053	2.6024135116294094	4.791162398985885	4.798391145338639	4.431607744101694	4.392205235946155	3.524216581485202	3.4986320509312803	4.8864260217542625
Adarb1	6.074437466154827	2.0859011030541574	1.2068593585879475	1.9413236649911603	1.2699053715261905	4.336262996415311	0.47016653573421485	2.3824484857787662	1.1278492863137188	1.9674509974207501	1.1458156939823567	1.3648300933136472	1.9669286372164947	3.9448677328282953	2.580710303069528	1.2368725048265092	0.5185620820042774	4.965594435621879	1.4372557184081147	1.615797030980027	1.8195980332195396	5.459027414394252	2.455199020418031	5.056728567223622	1.3356436282238946	0.8895351995854541	0.6436057832695069	1.3298694299175022	1.082594774083084	1.5325480333378372	0.9131573666506007
Cox4i2	0.62583011658158	7.678787012491739	1.0174468034062003	2.94791664848193	1.9303399526233926	0.3880626326487198	1.1047360491247258	0.8155243125316936	0.6496971352051664	1.2632924924124123	0.9165250366322006	0.32872181544350837	0.6248517636010051	0.5085942629775504	0.9155511332257841	0.8066265624998177	0.5507921403942089	3.0743500541652495	2.331707400288412	0.8126070677962218	0.6817266480595776	4.324020924950537	0.9701213703201842	0.23291026987073038	0.8824182519808236	0.2251051732565801	0.5758910254618005	0.5761448724896192	0.31088352814430525	0.0	0.37268192883811424
Postn	1.727182825000767	7.859445775852478	1.1098660297674476	2.721557313436246	1.1668710584545305	2.3478186706950965	0.6635073236021772	0.6711525214638656	0.7872466759494604	1.116081049028085	0.8837000226797347	0.5356761818611262	0.5952451093849888	4.063478907074843	1.6040661441749384	1.03158422059401	0.6938706130130747	4.808899966102443	1.1666291412867	0.9274764472516132	1.1087605548147508	6.225348133994711	1.055788920192473	0.2700252749162952	0.8168241385942979	0.19791589266089704	0.3523417157222036	1.041362409848606	0.7140077451541177	0.38853392339109116	0.6031733863824217
Higd1b	0.30719481953742833	7.300327653467064	0.8194259449382839	2.1699772629219027	0.7794993522561551	0.21743917935560972	0.0	0.3271781433827006	0.4467134323178453	0.9909119550119375	0.6441726093928343	0.3099777630723105	0.23715422986895565	0.2570069663280231	0.7743409657283754	0.5892479417682964	0.4225303324431735	0.2887309113228424	0.43696818259140247	0.4012829839181081	0.5493701820835569	1.0343902463127095	0.7712239796973893	0.1862165283878721	0.4185501477190648	0.1724331872246248	0.2700935540251074	0.19551028372818993	0.1920399542915658	0.0	0.14576552982630597
Ndufa4l2	0.7262243628876861	7.410854418464085	0.7154376204296715	2.2324792352934946	0.6523997848916444	3.3981227477884817	0.3432177424481411	0.5787192296008401	0.6147502301247444	0.9223577561483783	0.7520797337643703	0.2840258834284477	0.3925927467924589	0.5429861635417121	0.8663977657106575	0.6670051667687603	0.3606310429385685	0.45904864508373566	0.727929185625255	0.39671593890586343	0.5180820746996531	4.454779921057631	0.6796551123895574	0.18969437856618165	0.6136610635047931	0.27066975891643325	0.26933828254578185	0.5169480928754387	0.3141990076475374	0.0	0.35884915649157517
Notch3	1.3707953350633035	7.174329416092513	0.8545037828500794	1.7383850752120882	0.6685311214771757	1.33492203409783	0.7318809865088142	1.1933213151780606	0.6117850062333716	0.4742104251955464	0.17640130730771766	0.7213021005651515	1.2315719591524232	0.38234918143450736	0.9007575917353251	0.4214689814276958	0.2456931390513105	1.0759121361483432	0.5064418339332809	2.5729428315312357	0.5723830140756543	6.0586336899315905	0.46221105237173665	0.16120590547187888	0.6360548091320704	0.9815923582547013	0.3676496573141184	0.32459642516257486	0.27248933123676106	0.0	0.5215853886481999
Trpc6	0.2691795088402798	6.704678008062606	0.35331013698590463	1.3152461283946002	0.3143005853224147	0.08296557215614173	0.0	0.2230759098783129	0.35497169087177494	0.3138112235979633	0.24708346472050619	0.1784066190078026	0.1962971352285576	0.20666131802246712	1.6460172991467346	0.6121681438981449	0.2706064571511744	0.6828151090693243	0.0	0.23176391080565162	0.33534824212127023	0.9030040820947164	0.2543835789676292	0.09249617779283739	0.4471980738370247	0.3208748357103593	0.14572956578817142	0.10937877762168048	0.07270564817441702	0.0	0.28329475888357863
Pcdh18	1.488751188982417	7.019486724951225	0.6629910336600071	1.6680243278293354	0.5901015210879599	3.5752831766779916	0.14380586597248057	0.34699850355908984	0.4802503603645927	0.6508626124516207	1.9866505553727178	0.31192224693919646	0.5246068031926054	0.5351438743334478	1.133230073124617	0.2742770545044028	0.1449753023539809	1.9297239214571356	0.7293363870192129	0.4304999954228885	0.269905359635313	1.668422627936321	0.9318167347706576	0.157421500363749	0.5303858349113417	0.16135464405787556	0.21790876168690693	0.24260349428824965	0.2467141233628365	0.5413664113732979	0.24126227460530775
Lipg	1.6863080218200404	6.979293403956199	0.7064349846012857	1.9886873076333618	2.0824561397566206	0.5351903687018501	2.0421996597758345	0.26607445755609993	0.5124076814400674	0.4136335026128825	0.32727687254366544	0.8356674592383158	0.7254194227504812	0.1498795283467026	1.3066918965783911	0.3706281992384721	0.846277826564503	2.034573379676197	0.5634522424613029	1.3830457406072776	0.3396567689034442	0.699328857174875	0.40113377498436414	0.1610034842069888	0.8847573468619299	0.8118974278884654	0.24520895719431388	0.6473403177055229	3.3970479556534863	1.074171234227715	0.1119817329368511
Vtn	0.06561643295186538	6.1030022417793175	0.11919688671687002	0.8965870199399653	0.19552476559186602	0.33560613776296455	0.0	0.11859058972482252	0.04710786448459956	0.1439056819638701	0.033468755137927804	0.07175880106524792	0.07724560689927316	0.26871587686886317	0.22637891650403882	0.16073616691767023	0.09386841620861204	0.0	0.09013106287640957	0.12551464468225812	0.13528055132018696	0.5536655392310049	0.23147549522598485	0.029051228513088268	0.22274523855646902	0.13695434285806743	0.08055257967333337	0.061641352922920056	0.04138214885236629	0.0	0.03449218224652073
Vsnl1	1.3631235988771664	6.3161336251256595	0.3847493879299428	1.283703081098392	0.353247993034447	0.13668679812114098	0.0	0.08187143149392519	0.21502514285795965	0.28145544232415903	0.1046790962281169	0.21499616456506648	4.079077858589704	0.41909839746893196	0.7299665123917073	0.0758973144033902	0.16674355744931055	2.5729554235019303	0.0	0.531866350838805	0.05336807532466784	2.6379735780176596	0.26653074462980686	0.1377893003525609	0.3042872788085044	0.0	0.23183335596750024	0.0522035915743881	0.24692518832855373	0.0	0.0
Gap43	0.29914381250833993	6.526657931065451	0.7550856752335029	2.1404025679275493	0.6740572349855918	0.237802881682276	0.0	0.5895797613613124	0.47521795158016994	1.0917837124554115	0.8186797780763699	0.15502678257759758	0.342418631215339	3.321282577086609	0.4736666452624593	0.4183652655837766	0.4310399700937001	0.42109671269109356	0.13885490727218486	0.47411970679925375	0.38853192009664983	0.21536463393204647	0.7942890001627279	0.1464196685451486	0.1833575601650639	0.2600767978145532	0.45895858032533826	0.14009352395824698	0.06698256346307546	0.35043579450710705	0.0
Fam162b	0.12093024307996474	6.190947953266567	0.31436235200514795	1.2153345145245829	0.30988322309752336	0.05755655844303981	0.0	0.0997511060801546	0.29772906857077336	0.3570117119657308	0.18850278362516698	0.12739866246427634	0.0	0.09785080140236205	0.2544933786554468	0.13077697184600218	0.1754645069558778	0.11714380057814192	1.6997535006516604	0.1797236906468336	0.3034927609170659	0.04990086494007664	0.18885030876067746	0.09945990408906558	0.08439493439029076	0.0	0.021474498989647917	0.08891583355972883	0.11892902624607668	0.0	0.0
Adcy8	0.07562799768561007	6.054230569645987	0.2785255163121757	0.8824991224204884	0.31736632812650123	0.13091000910898126	0.27142033429409096	0.12873591223777603	0.10573584404198813	0.20732573462046214	0.12066639810076274	0.0	0.0	0.09721234109442486	0.1291740734080149	0.1248483507980752	0.09386841620861204	0.07054130670147966	0.0	0.3203902136836057	0.1731518006917606	0.050460922181079546	0.10707092510290497	0.0558063837644321	0.08439493439029076	0.0	0.050526410835453166	0.12829233993583578	0.050226861157268994	0.0	0.135439252085929
Col8a1	0.6463971744765588	6.249413633476215	0.4141128387476234	0.7493475508455116	0.2617047870894161	1.8168812207982379	2.296324320834666	1.6404482813095715	0.10444763203734463	0.17354804839202223	0.12298648257843024	0.2275937743280835	1.0327276457294836	0.7022990707564433	0.7607111833375461	0.1485730783640407	0.18040625271256117	0.5456285937490125	0.048113651844315375	0.4938793640653319	0.15408392596790524	2.9746723385308447	0.3732495320742477	0.08136234101997723	0.19659523612736252	0.12711955646673417	0.17999565994835795	0.1978130946720234	0.059128603740928244	0.0	0.0
Kcnk3	2.8455421518438104	6.721095376775599	0.4827043485952032	1.3142138855726586	0.7063279886641046	1.0256252382710398	1.598403858363176	0.4031490090629855	0.41779729190527065	0.31437991870828363	0.33529266508030797	0.8766688520078697	0.05984927542422382	0.3587298510725396	0.7811310231764106	0.21828741683184416	0.37996525045665464	5.446825506079165	0.7388612472874132	0.7362482010200535	0.5870493839818671	6.053259927667358	0.3037548107883397	1.2434268560700705	0.42419742883696554	0.5144380926700893	0.180179789586214	0.41592605337165217	0.24624029589214147	0.5843359703803945	0.2546622752911892
Agtr1a	0.06700968837771158	5.7439949072066065	0.08628918021140998	0.792224323256339	0.11269862607825526	0.6772475819067092	0.11990885551357676	0.038647759382167725	0.1416858844452634	0.11851694064009452	0.15873932232370974	0.21330411626978618	0.15322486674021815	0.061833401422557555	2.378758165467924	0.23791368827229592	0.07252178020477733	0.32337601871220223	0.051371705554412096	0.8212519005985538	0.09860520415157546	0.5227396588923421	0.15645822932664583	0.09478768478731422	0.0	0.08694328360420306	0.050526410835453166	0.18345224570753405	0.21199057232653357	0.0	0.12003075057918892
Cstdc2	0.07361195292925253	5.739339143619707	0.1434989832933801	0.815463933725509	0.22259231654021744	0.09265380186291253	0.15935079718350503	0.1036335484908327	0.06965812949230585	0.10438063946506887	0.03257582856227102	0.06833321643820701	0.0	0.07123542214020401	1.0830211381166128	0.0	0.05135203488866479	0.0	0.0	0.13655604546177325	0.01512730533807416	0.2320381126002851	0.09723652495674404	0.0059387908290102895	0.18007431752482295	0.1916465646328871	0.0	0.12462361838176882	0.0	0.0	0.0
Art3	0.8943986208700287	6.031732706718431	0.2699822518617232	0.8781093473790562	0.26908992965615103	1.443117201685619	0.05724458797630978	1.1928150339259993	0.41370766180787766	0.29234826471289926	0.13273414268380831	0.1118412817745956	0.43802630847897894	0.5699332499080619	3.6711158418284593	0.22030585758053836	0.563901256154395	1.1120520756565153	0.4171070416995689	0.5809775227619712	0.12761375251523488	2.964400591932658	0.3504602027982525	0.09626657942339799	0.24852269494556845	0.231784320331222	0.10408354409971665	0.19240899153232116	1.2116445508912472	0.0	0.1459944898473452
Pdzd2	5.108741184718133	7.984616926561748	5.465194683721418	4.534557683417207	2.4717666100799476	3.9890695987393685	2.293916622682158	4.808261440385268	2.603916655471787	4.79469040279074	3.995326468317334	3.3420886187311103	5.150231521144385	2.9169370979236584	4.023662443220091	3.1787390089329404	1.5478021602649699	3.807487140617157	1.7798941062093767	2.5880536777170655	2.139257968319994	4.727501111460719	5.131062462552332	1.1247890720767844	1.8005209304964793	1.138603193258222	1.1742513893367132	1.5807264150285911	1.2810173998956322	1.9548588210012312	1.4574495773096046
Tmem178	2.8874665778803994	6.25499876309071	0.34235316632733903	1.963049958103331	2.0839001080594826	1.4353058568810124	0.18823035915502895	1.1028829416138126	0.2146401242150714	0.435063385828041	1.0052945168011767	0.2222222132643643	0.16016239097054696	0.11576823002217619	3.522617161627171	0.20509169181496373	0.09029417445152296	3.1665890591547057	0.324758627738914	0.28951603038003887	0.3397928649554184	0.8560342168904563	0.25412638281577704	0.2124120170831392	0.5218230752101768	0.2727273004947979	0.26371233027335195	0.2792373986877163	0.180645177805002	0.0	0.20652568098997962
Trarg1	0.05926516640811418	5.381445731564928	0.07406363324778775	0.6159224718075936	0.18015415474254723	0.5011977097821965	0.06420844353415599	0.17826449050340534	0.0	0.18299265989084504	0.029294350412351074	0.031119203415926906	0.03972234096257762	0.0	0.0483342146378597	0.0	0.0	0.12358525233597897	0.0	0.22274016022919613	0.1349616137765014	2.362140026493501	0.15564509794035658	0.0906668685113682	0.21974306503816854	0.0	0.19052221889704857	0.14971041781001765	0.2473253175100626	0.0	0.12274324345131132
Cspg4	1.4656888020537249	6.214036496002214	0.45896421922659514	0.9060166769191383	0.5599211495506309	1.356994592701091	2.203991352204337	0.3816920213056558	0.3032332746685052	0.3324806151860462	0.17764368181711654	0.21068093769637986	0.9943869869189422	0.43209889067727886	1.045065932009084	0.19556523586600438	0.2237893527382987	3.479116776886733	0.4143117486740501	0.9010086261841198	0.2176889419157896	5.903251842947269	0.5143360777158906	2.366110570198654	0.25074397864051157	0.0	0.14748189085009158	0.3379051920649997	0.9377313819811213	0.0	0.0
Tmem200a	1.465399896176707	5.611104004698784	0.28792914446069706	0.6967807749490909	0.20739395704740757	1.888941867423343	0.0	0.0	0.11051077513283346	0.06678818510109909	0.008817405431558317	0.04655879881364055	0.0	0.04129023580447864	0.2556000910859312	0.06575374871317248	0.19870753707718566	1.7401153865007328	0.0	0.11047682483741511	0.11890310730085404	0.3990169315133803	0.15690499615057654	0.0543801859566957	0.20053583038413922	0.0	0.12072894969749098	0.07920254364275013	0.10979929897376105	0.0	0.0
Clstn2	0.17458164212177477	5.4107770701928075	0.1440936441448935	0.8347824366156663	0.44017912961099975	0.26950442016641885	0.856043357762032	0.20695410260530442	0.12930790868941935	0.2132447762652278	0.1381370867256085	0.4835440421711844	0.4107644479961889	0.16636174340348353	1.9079087946557913	0.0	0.10379834834933042	0.30020266299778986	0.22541081378842248	0.15259156634543553	0.16914332847792857	0.4153660491187006	0.09501624485661425	0.04317081114282055	0.08439493439029076	0.0	0.11704298744960291	0.22627770126785143	0.08997802264447653	0.0	0.2413840779710029
Rflna	0.40968673350069684	5.3735242737102205	0.30018879755149713	0.6206710975813512	0.18631132543066214	1.2578112303861653	0.07798278962666215	0.22485600757713123	0.449507671307481	0.1858039440750378	0.30598385889978563	0.19035119692355235	2.480050369541371	0.3491825749613008	0.26730078319639883	0.06511081469646529	0.05135203488866479	0.39442227418775505	0.12044106699349567	0.4995198173219272	0.17490970649116558	0.5855827402594116	0.11789910664788175	0.2442224577385752	0.17849854776965576	0.24225465524849657	0.21943657369990913	0.14615059184883317	0.17475216127399915	0.0	0.2313746950646275
Adamtsl3	0.5173361604849954	5.585518380335681	1.4589843725142515	0.9043768140805115	0.2243026269267698	2.8837148262645265	0.0	0.3152404612352893	0.04710786448459956	0.14816565786559296	0.05676048323212985	0.2846305423144117	2.422037195925325	1.0893177552982847	2.4173545785627226	0.28181330972403534	0.0	0.5840141649505625	0.048113651844315375	0.11585154342410717	0.1975926212159505	1.206271685752588	1.9080860537027509	0.14468603934979898	0.23785416747526078	0.059916551845384525	0.16817040443610315	0.19367202488410584	0.11065407259527704	0.0	0.0
Rgs4	1.075940052223419	5.874408634787629	0.22079427414416541	0.8897940785992314	0.8277657261540053	1.2030104395917354	3.1056966394475602	0.14535936043583106	0.17881973770286358	0.29519216040150315	0.11682367237740379	0.22571404033500075	0.0	0.3044315027812824	5.0618644084636895	0.0758973144033902	0.09131881016602386	2.375779457694191	0.5139441844149983	0.3445742429361486	0.2766573491479098	3.9939052672542044	0.7797186965522155	0.12533188492546712	0.5394027255220099	0.0	0.0	0.2535087095942813	0.04445424412144874	0.0	0.3183899389100789
Emid1	1.1634861035780564	5.8681344715277275	0.23344264667159406	0.7728726872392404	0.2813711964603285	1.3495565130332476	0.0	0.09377609607545419	2.485981040836556	0.7770066223001759	0.297513612091565	0.10012258846328148	0.2873413850118106	4.86013777679023	0.1721264860334037	2.2640600901492984	0.15943621940706765	0.8907395633299456	0.2975507958445623	0.25925989622026807	0.7092911759020855	1.5793450271079286	0.5299658678268802	0.16017729639600164	0.23096268641924758	1.4930100409857856	0.19013694838805875	0.0852725399079153	0.10179170259008372	0.0	0.05732692271893634
