UID	HSC-1	HSC-2	MPP-1	MPP-2	MPP-MEP	LMPP-1	LMPP-1-cycling	Multilin-1	Multilin-2	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	MKP-early	MKP-late	MK-Platelet	BMCP-1	BMCP-2	LMPP-2	CLP	Pro-B-Early	Pro-B-1	Pro-B-cycling-2	Pro-B-Early-cycling	Pro-B-cycling-1	Transitional-B-1	Transitional-B-2	Pro-B-2	Pro-B-3	pre-B	B Memory-1	B Memory-2	Plasma Cell	CD4 TCM	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	CD8 TEM	MAIT	NK-Mature	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	preNeu	immNeu-1	immNeu-2	cMOP	Mono-1	Mono-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	Classical-Mono	Non-Classical Mono-1	Non-Classical Mono-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	pre-DC-1	pre-DC-2	pre-DC-3	cDC1	cDC2-1	cDC2-2	pDC	ASDC	Mac	MSC Fibroblast-1	MSC Fibroblast-2	Osteoblast	Stromal Vascular
AKNA	0.19270076	0.121368236	0.134952602	0.084830351	0.071356725	0.11313337	0.172629337	0.192191068	0.273042682	0.057595201	0.044635985	0.04469121	0.082950049	0.04412982	0.035642011	0.047346906	0.024886276	0.019072889	0.018360228	0.006259438	0.005172957	0	0	0.004043578	0.005803944	0	0	0.39694936	0.335598559	0.344751562	0.246728294	0.213546508	0.104841266	0.14656402	0.157349578	0.154732768	0.133787835	0.304425726	0.137564691	0.194971277	0.156164647	0.450916596	0.416017193	0.133670341	0.395886312	0.448797925	0.345713506	0.322736046	0.384753067	1.179348333	0.799656677	1.195310852	0.245183641	0.148066773	0.126062296	0.107924214	0.056990162	0.036936745	0.245923054	0.315323187	0.319104042	0.412812427	0.351947675	0.485420492	0.262540487	0.063220346	0.336094373	0.194410934	0.374565438	0.277621365	0.297092489	0.481446489	0.460890032	0.336416223	0.373938228	0.425338136	0.351724413	0.414070301	0.359571748	0.424059112	0.379168584	0.389644653	0.45330911	0.34486338	0.050481812	0.134683974	0.133254106	0.100753852	0.138040759
METRNL	0.049480575	0.056589805	0.081703651	0.167990743	0.133155084	0.213896232	0.164359509	0.179490609	0.280957968	0.037861475	0.057996707	0.021108799	0.085763125	0.042209347	0.024188275	0.040303367	0.023415811	0.012565751	0.011648469	0.005021596	0.006133446	0	0.011514911	0	0.008752504	0	0	0.328431355	0.586037516	0.513659029	0.553903572	0.326169203	0.096015513	0.092872528	0.252457261	0.129032524	0.323768958	0.346368878	0.056267474	0.081313273	0.19705959	0.22561928	0.181798363	0.156926386	0.115009111	0.013569994	0.001740351	0.002678629	0.02658482	1.569798898	1.073692761	1.6467439	0.217968652	0.232727654	0.17106992	0.191982274	0.086608604	0.008947357	0.271011977	0.415893055	0.482594291	1.019049653	0.994745469	0.619404391	0.599224299	0.036392357	1.194505934	0.213324416	0.30139177	0.280383241	0.630433205	0.351860219	0.389517895	0.260712545	0.285484233	0.260537718	0.608193867	0.364467671	0.692219665	0.467222818	0.770951757	0.967640003	0.428330747	0.680147844	0.344830286	0.944461516	0.676187515	0.384761411	0.384066114
SYTL3	0.195150523	0.212864589	0.131978517	0.104166816	0.08941144	0.070937963	0.135855375	0.074002034	0.084021042	0.029144624	0.039770957	0.008936034	0.038898386	0.008607911	0.01242389	0.007511838	0.006504502	0.00195171	0.00065896	0	0	0	0.011514911	0	0.024931846	0	0.281904176	0.47126122	0.395850118	0.116827686	0.226540273	0.104007903	0.041235909	0.029430761	0.086371138	0.064331726	0.158473286	0.18294026	0.037071626	0.059789696	0.013214148	0.096397338	0.038061457	0.107056851	0.812522378	1.173929634	0.83782419	0.714612323	0.618007835	1.661493058	1.093204474	1.761745399	0.09613361	0.088676791	0.080025366	0.075897854	0.025384394	0.009696889	0.076772437	0.175175378	0.139812483	0.200342184	0.135250865	0.385456663	0.096940109	0.04965244	0.107735678	0.087225196	0.100214692	0.094643404	0.390428241	0.073398418	0.06079469	0.038063907	0.053297684	0.041693186	0.188568052	0.069629673	0.327598705	0.126793013	0.388650211	0.467777078	0.102353125	0.21808109	0	0.017765785	0.022159465	0.011438193	0.009907408
SLA	0.128585558	0.081711427	0.087926762	0.070344347	0.120584569	0.03376485	0.074747324	0.062373364	0.073840784	0.174768024	0.211009962	0.231399403	0.133572492	0.193761526	0.141266836	0.075366502	0.050781583	0.053131112	0.022521828	0.012701136	0.001403016	0	0	0	0.183544154	0.284943512	0	0.061509353	0.052995056	0.131488575	0.032744292	0.039808359	0.041257373	0.050298406	0.065016106	0.035785541	0.035963378	0.064942985	0.024526483	0.046947366	0.054776287	0.055702519	0.017233115	0.022041434	0.476669427	0.476161085	0.332941786	0.226432847	0.295875057	0.996558249	0.621313978	0.82206117	0.052436123	0.03423066	0.039397293	0.035295443	0.037254001	0.16884899	0.13465239	0.153236765	0.224833395	0.63208057	0.508697455	0.406147729	0.47668302	0.535396762	0.532472965	0.063019305	0.07706419	0.102323603	0.070565652	0.067574771	0.049582421	0.02807556	0.035724293	0.060347404	0.06883437	0.086195828	0.06847338	0.099047576	0.079910503	0.057135696	0.009862221	0.045272558	0.118050746	0.009199626	0.027143742	0.041409314	0.018006608
TMEM2	0.134703591	0.113379804	0.14265394	0.10209464	0.092959274	0.086223841	0.130264485	0.089493109	0.074291465	0.053739396	0.042208885	0.044089717	0.066444586	0.037470933	0.044690597	0.036510001	0.049875707	0.044145296	0.052707327	0.053904588	0.041813024	0.039763857	0	0.007413911	0.043869968	0.024976372	0	0.084030742	0.070656984	0.075689065	0.075116689	0.220007574	0.38344679	0.496130339	0.274296447	0.357738966	0.22598665	0.65395505	0.408450724	0.664488237	0.269533651	1.040510024	0.370829641	0.038689681	1.179271365	1.551872261	1.052338519	0.754894965	0.638541308	2.132558922	0.881768649	2.271429352	0.149105924	0.077006072	0.081423036	0.052070443	0.022664046	0.016643576	0.04009055	0.039319052	0.077774099	0.212107339	0.161852578	0.511147755	0.173272865	0.053366359	0.335455531	0.032609896	0.039118023	0.035870747	0.038265251	0.028417024	0.01307375	0.032713938	0.055007236	0.033741691	0.032545021	0.011382314	0.089465223	0.026134781	0.12580721	0.187125563	0.018215309	0.034404586	0	0.478058089	0.260245297	0.47267613	0.402785202
ST8SIA1	0.028947756	0.009191648	0.004496403	0.003131532	0	0.000757712	0.006919295	0	0	0	0.001598023	0.002266044	0.003924408	0.00398623	0.010155405	0.00718431	0.018973199	0.0075369	0.014364506	0.018791086	0.028342176	0.069869856	0.068007749	0.073248511	0.000344328	0	0	0.002810261	0	0	0.000282881	0	0	0	0.001059662	0	0	0	0.000712173	0.003109638	0.004798843	0.012430923	0	0.009376785	0.068064343	0.011504294	0.013156311	0.001923332	0.003861472	0.175703841	0.031149379	0.006852895	0.011090728	0.000351925	0	0.000266885	0.001264328	0	0	0	0	0.000471503	0	0.008283439	0	0	0	0	0	0	0	0	0	0	0	0	0.000235898	0	0	0	0.000880253	0	0	0.002366945	0	0.161021333	0.074748426	0.159439381	0.067345107
TENM1	0	0.001398534	0	0.00140315	0	0.000243285	0.001079038	0	0.003734215	0	0	0	0.002151463	0.001010445	0	0	0.000544563	0	0	0	0	0	0	0	0.000342753	0	0	0.002118043	0	0.01340981	0.001272197	0.002120153	0	0.001871121	0	0	0.000177359	0	0.00045139	0	0	0	0.017233115	0	0.07847398	0.042031054	0.097115874	0.054765109	0.045951965	0.123025076	0.048861666	0.125856007	0	0.000399617	0.001712382	0	0	0	0	0	0	0.001685916	0.00169694	0.02194761	0	0.063101495	0.002870022	0	0	0	0.004147879	0	0	0	0	0	0.000502232	0	0	0	0	0	0	0	0	0	0	0	0
PARD6G	0.00185788	0.001358543	0.003894878	0.003023405	0.003742432	0.00565075	0.008719649	0.010149705	0.00226209	0.009640497	0.001838231	0	0.008353924	0.005407188	0.004773211	0.00659291	0.007669145	0.013760519	0.007533236	0.008057713	0.004919613	0	0	0	0.002926981	0	0	0.004777868	0.007851226	0	0.001079137	0.001483186	0.001292921	0.008562764	0.004856984	0.009609916	0.011488176	0.020160706	0.001525265	0.003109638	0.003678102	0.015879286	0	0.006920838	0.065102122	0.004903086	0.004267782	0.011037722	0.00961847	0.367564718	0.115245675	0.125909185	0.025395046	0.007667294	0.005705218	0.008614727	0.004808836	0	0.002015174	0.003609059	0.003744825	0.001638617	0	0	0.00137111	0.008144852	0.011179194	0.00502815	0.001267119	0.001339458	0.007004275	0.007305639	0.004092899	0.010323509	0.017904016	0.007494788	0.001686515	0.007127078	0	0.001124307	0.001456161	0	0.008418777	0.003267815	0	0.14036864	0.061986279	0.156568149	0.085285673
CMC1	0.09917475	0.103814139	0.083749992	0.141965092	0.102607195	0.223382899	0.204397497	0.263495722	0.239248506	0.269314858	0.135965089	0.243558157	0.210310775	0.207244028	0.268964084	0.335428072	0.345018675	0.410142084	0.414471659	0.47595136	0.42621117	0.223032093	0.183259682	0.062198235	0.337721678	0.580496916	0.056305592	0.054518648	0.013613893	0.083788566	0.168483059	0.19124251	0.148030776	0.101049357	0.197265237	0.171133094	0.198563438	0.159891803	0.048121366	0.051418013	0.017585871	0.07594321	0.06388741	0.109340564	0.041613127	0.010788076	0.020418961	0.015546533	0.014763705	1.575970918	0.439087486	1.51718796	0.229670003	0.318169116	0.329506238	0.299963896	0.184732319	0.029642499	0.228693379	0.19419916	0.075755107	0.006021179	0.016824681	0.05452298	0.01478928	0.006876377	0.023247969	0.272729484	0.370331369	0.258826076	0.07849649	0.252721217	0.148849292	0.182434276	0.170461487	0.140012459	0.216130043	0.307625433	0.113525029	0.224306659	0.089035794	0.015975494	0.073763526	0.11768985	0.277140821	0.10135325	0.164368983	0.217290105	0.203298349
CCL3L3	0	0.000569423	0	0	0.001863014	0.001581002	0	0.000438693	0.001112726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000688034	0	0	0.002158001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006224735	0	0	0	0.001628817	0.079245802	0.017720057	0.081271249	0	0.000480132	0	0.000287078	0.000911514	0	0.003204014	0.001809827	0.001643105	0.008152486	0.01072845	0.016040767	0.003273843	0	0.005938967	0.003730641	0.001713106	0.004791833	0	0.003130735	0.001498181	0	0.000601666	0	0.001454652	0.001108915	0.00151559	0.001060929	0.002072744	0.003155534	0	0	0.017854624	0	0	0	0
CCL3L1	0.014577291	0.000511918	0	0	0	0.000509429	0.001196664	0.000843762	0.000464473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000451899	0	0	0	0	0	0	0	0	0	0	0	0.000380151	0	0	0	0	0	0	0	0.003522757	0	0	0	0	0.176657294	0.014274979	0.049237367	0	0.000901518	0.001009691	0.00120768	0.000333574	0	0.006557436	0.00318886	0.001188087	0.033808892	0.017612611	0	0.004999569	0	0	0.004649042	0.001620796	0.004210471	0	0.002655547	0.002128187	0	0.004565192	0	0.002317395	0.007137876	0	0.001938329	0.005568486	0.011278272	0	0	0.01333393	0	0	0	0.003193717
RGS1	0.031758353	0.062251768	0.053809981	0.029552514	0.078288774	0.014651008	0.034427064	0.027457576	0.016774906	0.036744999	0.045831121	0.004610973	0.014400592	0.005974568	0.003061178	0.00044391	0.001927921	0.00164186	0.00358667	0	0	0	0	0	0.004408865	0	0	0.150522855	0.124522744	0.119591325	0.046687464	0.025784416	0.0243554	0.015292839	0.030716188	0.015253692	0.167543879	0.116737069	0.020773981	0.017971181	0.218961845	0.215627128	0.186549199	0.332358613	0.357951636	0.263909766	0.066273325	0.061686681	0.034191457	1.077057325	0.224132884	0.311012255	0.356757895	0.012687369	0.005404509	0.004626073	0.002059038	0.007132037	0.019643182	0.030503876	0.031333582	0.068985694	0.09407873	0.104367143	0.022376943	0	0.056178074	0.010010979	0.054477708	0.019927252	0.230923204	0.117203477	0.138854611	0.110933329	0.264037886	0.320923216	0.177888909	0.0747653	0.173264776	0.096076323	0.150135567	0.608608029	0.427194766	0.554288057	0.160140597	0.014532481	0.023316871	0	0.015985909
XCL1	0	0	0	0	0.001042203	0	0	0	0	0	0.000839375	0	0.005802699	0	0	0	0	0	0	0	0	0	0	0	0.001601786	0	0	0	0	0	0	0	0	0	0	0	0.001422241	0	0	0	0	0	0	0	0.008358351	0	0	0	0	0.402863172	0.169465152	0.355475938	0	0	0.001235949	0.001005618	0.00034022	0.005905084	0.000972047	0	0	0.002388106	0	0	0	0	0	0	0	0	0.067879043	0.002927703	0	0	0.001128634	0	0	0	0	0	0.000453102	0	0.000474545	0	0	0.009199626	0.012290718	0	0.016414942
IFNG	0	0	0	0	0	0	0.00112539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014138734	0	0.009484043	0.05754292	0.007218641	0.004149257	0	0	0.346009586	0.080421193	0.227249172	0	0	0	0	0	0	0	0	0.002695191	0	0	0.012468063	0	0	0	0	0	0	0	0	0.00119061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGIT	0.001987605	0.001335771	0.003443792	0.001696222	0.002696586	0.000248082	0.000895469	0.000316265	0	0	0.002467087	0	0	0	0	0.000362872	0.000352436	0.000832783	0	0.000129083	0	0	0	0	0	0	0	0	0	0	0.000888431	0	0.00477396	0	0	0	0.001197052	0	0.001799791	0	0	0.0477216	0.017233115	0.044965546	0.137059226	0.024375525	0.050043917	0.008785653	0.021186151	0.420423785	0.066683896	0.308729509	0	0.00019835	0.000475439	0.000155456	0	0	0	0	0	0	0	0.005418406	0	0	0.002695625	0	0.000297694	0	0	0	0.002799159	0.006678539	0.002341972	0.003039103	0	0	0	0	0.000453102	0	0.003272154	0	0	0.009199626	0	0	0
TNFRSF9	0	0	0	0	0	0.000672613	0	0.000419528	0	0.002941632	0	0	0	0.001031065	0	0.001032328	0	0.000667701	0.001519041	0.000696013	0.000896381	0	0	0	0	0	0	0.00750811	0.014405651	0	0.000127828	0	0.00082973	0	0	0	0.000901004	0	0	0	0	0.012020387	0	0	0.010299557	0	0.002327408	0	0	0.306559667	0.02775843	0.014436448	0	0	0	0	0	0	0.001099387	0	0.00189825	0.002890342	0.002544348	0	0.00298038	0	0	0	0.000383496	0.00032173	0	0	0	0	0	0	0.0009765	0	0	0	0.001776834	0	0.000288672	0	0	0	0	0	0
CRTAM	0.001440106	0.001476161	0.004243595	0.003722278	0	0.003613967	0.003530384	0.004553261	0.013801346	0	0.001016168	0	0.003243929	0.000714496	0.000502569	0.000592599	0	0	0	0	0	0.023819301	0	0	0	0	0	0	0	0.016039966	0.00889384	0.002557596	0.0026135	0.000964185	0.001780228	0.001276539	0.000184168	0	0.002322556	0	0.002611861	0	0	0	0.009565643	0.013233894	0.005703175	0.008313049	0.095967874	0.378958521	0.080930882	0.051567454	0.018378754	0.009085047	0.004031141	0.003315008	0.003456391	0	0.002618009	0.007005929	0.013827583	0.042498643	0.05754917	0.061777989	0.025724751	0.006851716	0.016140078	0.009908531	0.004298908	0.005683713	0.004314939	0.00232097	0.002317697	0.003182259	0	0	0.005041671	0.002273265	0.009827614	0.002461325	0.011932558	0.013838766	0.002135228	0	0	0.007484413	0	0.008539133	0
NFKB1	0.415494816	0.354650579	0.286064097	0.269714707	0.243715534	0.25268056	0.30518113	0.265014199	0.1779379	0.282185337	0.171935293	0.29622208	0.276213951	0.264162715	0.320669107	0.29765491	0.342283984	0.329723476	0.366710392	0.351743764	0.289590585	0.095940065	0.038992238	0	0.244055103	0.307883239	0	0.24028937	0.212618902	0.187278774	0.122398698	0.212688618	0.290197992	0.402542547	0.292992755	0.235760401	0.405637979	0.480296934	0.34132952	0.527744416	0.62787769	0.91498574	0.743418393	0.266174308	0.693669868	0.561379527	0.409637699	0.359868996	0.447034767	0.754495189	1.011852948	0.642242603	0.770863352	0.323794969	0.320819744	0.366768404	0.363411228	0.454192097	0.356191705	0.405185574	0.53281574	0.554265825	0.467789724	0.571541717	0.504466941	0.296689	0.546014125	0.346431403	0.359165774	0.313771732	0.316103777	0.251661529	0.210032173	0.141349703	0.187705286	0.196777911	0.502102234	0.397047345	0.490975366	0.456393325	0.579195123	0.68072011	0.187796437	0.406443692	0.18731385	0.455115095	0.573573928	0.334708038	0.615898069
PHF1	0.293251891	0.337082541	0.205196252	0.136656972	0.180200115	0.079777397	0.146628387	0.182594575	0.086451442	0.15332415	0.15845199	0.130394261	0.123061981	0.135588231	0.111039986	0.103459052	0.099029835	0.098365986	0.071232949	0.067633599	0.031838821	0.021482707	0.011514911	0	0.133826787	0.157401033	0.056305592	0.225372146	0.234486913	0.284054998	0.16522001	0.147476145	0.132133212	0.219203409	0.207130928	0.339546987	0.176915028	0.353748634	0.146175472	0.223677881	0.281823161	0.690427564	0.443652583	0.583748008	0.886327274	0.933691839	0.640557371	0.514478958	0.528728173	1.002109262	0.921051417	0.643215863	0.280221017	0.087802498	0.117067788	0.066121779	0.047762384	0.022368625	0.116356177	0.145182809	0.139115699	0.147444769	0.08583347	0.172574605	0.058630366	0.181798687	0.166467647	0.080149834	0.099133139	0.098316032	0.319466887	0.123222455	0.108061032	0.267087606	0.241798936	0.280536734	0.20431864	0.221545709	0.151929684	0.113988367	0.173879583	0.233629842	0.134125736	0.12863908	0.110965977	0.512485485	0.507200762	0.453315941	0.591002015
MAEA	0.090097933	0.097009487	0.122848109	0.108590677	0.109883674	0.116093024	0.143689349	0.178851415	0.173586634	0.207196756	0.12573955	0.273532653	0.192313323	0.175756333	0.20151354	0.213130185	0.256313401	0.323174134	0.324177962	0.368721241	0.39725472	0.260770867	0.20673062	0.150001122	0.154851722	0.205590281	0	0.133771599	0.182859617	0.147737099	0.143815036	0.148824902	0.172175443	0.198896219	0.179185927	0.16288478	0.164236772	0.21644011	0.119962904	0.104816531	0.138210545	0.138711471	0.212924152	0.080008955	0.134951252	0.076550738	0.105506844	0.097723627	0.132285927	0.150813084	0.327365642	0.19486007	0.109099867	0.140991217	0.169291336	0.127651566	0.100327534	0.018555149	0.151374687	0.164293443	0.144498698	0.233220231	0.198175433	0.127765806	0.142010827	0.086902129	0.214227976	0.148514325	0.189289749	0.155586577	0.199969039	0.200638034	0.166832762	0.127536233	0.180838019	0.181160359	0.2019123	0.219637564	0.224800284	0.18278961	0.190166402	0.170567286	0.133095663	0.207254344	0.074635098	0.026668521	0.028534339	0.128571392	0.093340945
CCSER2	0.227915195	0.190294716	0.173709193	0.151489828	0.112438871	0.141609266	0.163309976	0.174722534	0.162072137	0.100893018	0.07743074	0.067777211	0.08254125	0.059880768	0.043291319	0.044055108	0.037196777	0.028340343	0.027976492	0.021380662	0.013725642	0	0	0	0.079846221	0.096130674	0	0.068052783	0.058901172	0.199261141	0.178184757	0.161403327	0.141463464	0.157649913	0.191793195	0.167176426	0.102015068	0.153253793	0.103119575	0.151891071	0.088555456	0.120095837	0.178557077	0.040608378	0.605593046	0.393735453	0.541382498	0.40725782	0.531778335	0.985560468	0.855765276	0.574214872	0.162796433	0.134526949	0.162151547	0.112269898	0.078429787	0.015034381	0.107223365	0.118875347	0.093588441	0.096465754	0.104610406	0.244524772	0.103027299	0.069864909	0.125604983	0.102205656	0.141595129	0.116689262	0.259642477	0.145944703	0.118025821	0.091363773	0.121415531	0.145230682	0.121788541	0.16840078	0.098135567	0.109988889	0.126894322	0.12326882	0.089007041	0.058092665	0.042850526	0.276551347	0.229894857	0.415086466	0.355718321
EML4	0.209468338	0.18207445	0.208719303	0.169208202	0.144783888	0.198590859	0.298849751	0.291276004	0.208664265	0.246518342	0.181743247	0.275139818	0.276639284	0.208448441	0.235261251	0.206867275	0.222665114	0.268237866	0.192400956	0.190532189	0.137492567	0.116780528	0.039170853	0.058969606	0.244701747	0.268792845	0	0.285975788	0.434057759	0.506614809	0.226780173	0.300141888	0.325979823	0.407620806	0.403888619	0.453445456	0.413081408	0.674603159	0.293659985	0.368054476	0.739066143	1.165473145	1.452013253	0.37008563	1.853627032	1.234736161	0.877769236	0.755273852	0.741564421	1.673547657	1.961716322	1.182864904	0.212031142	0.212836448	0.241796861	0.189226647	0.149369677	0.295689236	0.289625785	0.322101942	0.346812196	0.279193741	0.318075596	0.696899957	0.343831981	0.639932246	0.426368164	0.223360183	0.335005169	0.271922273	0.381991374	0.253121882	0.469406401	0.492291757	0.569423913	0.618361771	0.3492726	0.406697468	0.305938165	0.3391006	0.31338835	0.225518506	0.682228463	0.419888182	0.13627216	1.312252406	1.250586553	0.696728213	1.145301466
TSPYL2	0.508793995	0.659323741	0.42235859	0.2892583	0.420450181	0.128797624	0.330165096	0.154224294	0.108289332	0.217752249	0.288374468	0.134618733	0.31077657	0.284110446	0.274949176	0.14967707	0.158636933	0.083337872	0.057258538	0.020391006	0.00398199	0	0.022280615	0.004527006	0.142768826	0.012336768	0.40761075	0.538377859	0.876422823	0.365881646	0.492324791	0.296367788	0.18210707	0.351302726	0.20255277	0.252158325	0.306929691	0.684530682	0.618440912	1.043015182	0.462664793	0.574434024	0.364053441	0.323335292	1.195220642	1.639591491	0.721426179	0.416299757	0.830363546	2.430388653	1.985592801	1.394224584	0.528675068	0.161544059	0.195074227	0.337384769	0.27346752	0.070046653	0.239644161	0.241618823	0.181399504	0.426855433	0.251682946	0.579408292	0.125354627	0	0.309906316	0.285573528	0.230037004	0.235551614	0.502759306	0.164310465	0.180962133	0.207934329	0.280438031	0.210650267	0.268791655	0.15938691	0.399050742	0.221309414	0.395251108	1.170243109	0.665762401	0.358126528	0.060699735	0.733832607	0.970444414	0.867665134	1.053451998
PTPN22	0.140352804	0.129677915	0.129357839	0.10791817	0.11138297	0.1054814	0.114753669	0.100264683	0.074111725	0.138297229	0.1372561	0.150024206	0.119347905	0.16129149	0.172391635	0.130097144	0.166672711	0.124929573	0.105217321	0.062740635	0.004287854	0	0	0.024431289	0.150537385	0.126501774	0	0.221456456	0.203449471	0.038507703	0.098147271	0.067772731	0.015494228	0.013975839	0.048856628	0.035112562	0.095078825	0.067409428	0.005053144	0.003221532	0	0.108756276	0.274202292	0.03709545	0.268608237	0.274788942	0.230266345	0.162765677	0.20003606	0.634230445	0.475532094	0.765252883	0.142397724	0.088907832	0.08469946	0.096078215	0.124832361	0.156377381	0.099252558	0.103247013	0.097524489	0.098570733	0.071807169	0.161045476	0.178814632	0.36688594	0.04719964	0.106897528	0.081744985	0.096080699	0.136270138	0.065920503	0.097041311	0.058885345	0.082404513	0.095540994	0.114955882	0.088584364	0.186922792	0.089059131	0.181448844	0.224823209	0.11864743	0.132310163	0	0	0.013087407	0.01506603	0.014642467
PPP2R5C	0.822204517	0.809352654	0.782995069	0.662480784	0.697594069	0.597026385	0.821638473	0.720415985	0.646776165	0.615161944	0.600618524	0.632465152	0.756575158	0.585570629	0.572072052	0.557096197	0.568355032	0.590487373	0.558624592	0.546024981	0.506991768	0.59365979	0.305822411	0.210583474	0.574544618	0.448665118	0	0.776688307	0.916391869	0.971016225	0.909580971	0.88850059	0.891945823	1.227951802	0.942547995	0.910735943	0.940941157	1.022830098	1.165550285	1.699176332	1.569167803	1.082262982	0.899703918	0.823720385	2.06809949	2.185687842	1.670322342	1.116744102	1.270659611	2.999407082	2.825891378	2.443298977	0.850533786	0.586033707	0.584165104	0.579462736	0.587714042	1.287701953	0.690048961	0.722537578	0.893496149	1.38465257	1.170795918	1.479845751	1.018083315	1.026070412	1.259431989	0.629100098	0.697552827	0.692727927	0.70201926	0.705729979	0.813424931	0.785043022	0.987883964	1.179640037	0.737005542	0.754295934	0.721611161	0.792293017	0.776825899	0.927696865	1.255457142	0.832095282	0.355948215	0.348973482	0.39929395	0.437866065	0.268317285
FYN	0.16545889	0.135324369	0.11227877	0.126491813	0.079372647	0.099448037	0.162904728	0.157046636	0.145900095	0.157319931	0.120041821	0.05218536	0.063922228	0.027777886	0.019861688	0.029802969	0.005962524	0.007358388	0.004554235	0	0.000511605	0	0.022280615	0	0.388113424	0.622818606	0.383431332	0.098922531	0.109851912	0.176475903	0.17221726	0.186387737	0.270575841	0.467125025	0.335489153	0.205123008	0.11344092	0.323992089	0.283730315	0.419769983	0.085116938	0.117237251	0.112605589	0.021600431	1.297178304	1.500927893	1.029988942	0.71233959	0.683850997	2.145848464	1.658419721	1.811650732	0.159619586	0.089217507	0.105023905	0.06373705	0.042916518	0.019566734	0.114319465	0.180136687	0.241945126	0.573115156	0.496789241	0.651763797	0.342615012	0	0.642934837	0.074467862	0.153964237	0.127504373	0.208860255	0.168977384	0.155879223	0.172553818	0.153385098	0.115902741	0.390809152	0.23426588	0.472471712	0.286198259	0.461795764	0.552223145	0.116369622	0.388031514	0	0.964480288	0.711309737	0.679946222	0.629349886
SYNE2	0.005491106	0.001686235	0	0.003237284	0.003832422	0.003107917	0.02287039	0.067737795	0.003718029	0.060595875	0.001589697	0.029469038	0.034216646	0.003090823	0.014774323	0.026304646	0.01296207	0.018573726	0.003044094	0.003253363	0.001330282	0	0	0	0.011718463	0	0	0.002959232	0	0.005734969	0.02087316	0.132753069	0.433467838	0.946453557	0.412603325	1.059321392	0.701844794	0.914719689	0.061060612	0.134389879	0.14826671	0.22491244	0.186613731	0.421065342	1.354963377	0.585843112	0.749336629	0.513836804	0.599963436	0.922840805	1.50463727	1.582191576	0.032322686	0.006883367	0.0058837	0.000739196	0.002155983	0.006808134	0	0.001236879	0.006716729	0.001172789	0.002312422	0.273542953	0	0.604443854	0.01390188	0.000917526	0.00366673	0.001264404	0.004612742	0.004489131	0.008895739	0.155778951	0.148530053	0.207308294	0.008865948	0.025109681	0	0.000702363	0	0.003563691	0.009254735	0.003253281	0.082942595	0.772628055	0.556705289	0.754114892	0.627944662
CD6	0	0.002699807	0.000646603	0.002764548	0.000865593	0.004004705	0.022754541	0.006074125	0.010212721	0	0.001785503	0	0.002055659	0.001828718	0.002702187	0.002301168	0.000857403	0	0	0	0	0	0	0	0.044926024	0.176185016	0.037640933	0	0.012863967	0.050213181	0.00475875	0.002036972	0.000635679	0	0	0.00102224	0.024590538	0	0.001214805	0	0	0.036337679	0.038931228	0.028042394	1.319578719	1.757862956	1.339505948	1.187545866	1.092566634	0.985471005	1.259877815	0.254049878	0	0.001562522	0.002043988	0	0.000564326	0	0	0.001491759	0.000870045	0.000977183	0	0.12927339	0	0	0.008871937	0.000399694	0.001106101	0	0.02808003	0	0	0	0.001067823	0	0.00585263	0.002248429	0.001565105	0.004440951	0.008164434	0.001827742	0.00279603	0.008462749	0	0.018302905	0	0	0
CD3E	0.00185788	0.002989602	0.005250781	0.01159391	0.004048059	0.01919676	0.049367546	0.048169703	0.089606374	0.008972216	0.000444713	0	0.004063025	0	0	0.00085069	0	0	0	0	0	0	0	0	0.000552712	0	0	0	0	0.226335318	0.198068775	0.089343918	0.013587728	0.010114521	0.101720364	0.029755521	0.00508986	0.0037464	0.00231729	0.002860352	0.002037921	0.054780911	0.068359976	0	2.470173209	2.085212994	2.491115788	2.534110353	2.634565201	2.53716521	2.616018828	0.703038998	0.018477857	0.007942264	0.01880913	0	0.001729398	0	0	0	0	0.006341447	0.002389173	0.41338969	0.0035835	0	0.021214522	0.001236455	0.007482586	0.000913582	0.767131355	0.165161742	0.142252562	0.152951469	0.204882489	0.295011876	0.00434392	0.025376316	0.00539556	0.021615285	0.001406439	0	0.155489614	0.008054236	0	0.014532481	0.005945389	0	0
