UID	HSC-1	HSC-2	MPP-1	MPP-2	MPP-MEP	LMPP-1	LMPP-1-cycling	Multilin-1	Multilin-2	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	MKP-early	MKP-late	MK-Platelet	BMCP-1	BMCP-2	LMPP-2	CLP	Pro-B-Early	Pro-B-1	Pro-B-cycling-2	Pro-B-Early-cycling	Pro-B-cycling-1	Transitional-B-1	Transitional-B-2	Pro-B-2	Pro-B-3	pre-B	B Memory-1	B Memory-2	Plasma Cell	CD4 TCM	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	CD8 TEM	MAIT	NK-Mature	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	preNeu	immNeu-1	immNeu-2	cMOP	Mono-1	Mono-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	Classical-Mono	Non-Classical Mono-1	Non-Classical Mono-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	pre-DC-1	pre-DC-2	pre-DC-3	cDC1	cDC2-1	cDC2-2	pDC	ASDC	Mac	MSC Fibroblast-1	MSC Fibroblast-2	Osteoblast	Stromal Vascular
ANK2	0	0	0.000810163	0.000822278	0	0.000253138	0.003118965	0.002049494	0.00304087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004527006	0	0	0	0	0	0	0.001829028	0.002944184	0.005800357	0.007688874	0.005908167	0.004473069	0.001484154	0	0.001559834	0	0	0.010980234	0.045654397	0	0.004333437	0.006166322	0	0	0	0	0	0	0	0.000172458	0.001901619	0.001228252	0.000417615	0	0	0	0	0.000574687	0	0.007463834	0	0	0	0.000343559	0	0	0	0	0.001425432	0	0	0	0	0	0	0	0	0	0	0	0	0.713898657	0.706222438	0.425891468	0.89243125
IER5L	0.0272934	0.030738213	0.036504095	0.026776686	0.019753281	0.028322934	0.037088698	0.043949021	0.036168295	0.007399012	0.005481721	0	0.000760338	0.001613217	0	0.001943193	0	0	0.001862548	0	0	0	0	0	0.00230465	0	0	0.033019006	0.060478051	0.071171331	0.055877681	0.022962678	0.014349659	0.025181447	0.045609806	0.041355287	0.161905986	0.220603448	0.008011299	0	0.136938704	0.030784277	0	0.025078737	0.02271549	0.024048807	0	0.001351587	0.003801047	0.133812292	0.118474054	0.053350942	0.633190742	0.047998678	0.039173071	0.081407517	0.044220383	0.009824239	0.13284015	0.149408979	0.161454729	0.507595978	0.602660794	0.203778188	0.268604262	0.00854942	0.372353698	0.095597414	0.077900897	0.109170224	0.07214208	0.062926162	0.023220042	0.044934301	0.056897298	0.068031575	0.114611929	0.101001929	0.079918629	0.085639697	0.133384326	0.086916766	0.056459746	0.064969485	0.171693574	0.398111418	0.828974523	2.265484726	2.315811709
INHBB	0	0.002893403	0.00056311	0.000647984	0.000699945	0.000281862	0.002240616	0.001295952	0.000600719	0	0	0	0.002345106	0	0	0	0	0	0.000970955	0.00080647	0.001282194	0	0	0	0	0	0	0	0	0	0.002158282	0.01273526	0.019087701	0.020413089	0.013959466	0.026029495	0.001846722	0.108980319	0.012312959	0.028064438	0	0	0	0	0.001702379	0	0	0	0	0.003310567	0	0	0	0.000239744	0	0.000879338	0	0	0.002038535	0	0.000732801	0.000574687	0	0.004653436	0	0	0	0.001692254	0	0.001741787	0	0	0	0	0	0.000768263	0.000349243	0	0	0	0	0.003922002	0	0	0	0.832633089	0.922565277	1.0080517	1.174225283
HILPDA	0.015721481	0.019616733	0.015947599	0.024674374	0.030637496	0.049432383	0.051907821	0.116561888	0.051289322	0.112674366	0.028749255	0.129713833	0.093084991	0.057971862	0.085310853	0.111421031	0.113308471	0.209352058	0.151142745	0.197920125	0.166626135	0.047134444	0.026695636	0.05143885	0.09012272	0.048452881	0	0.038209533	0.035287	0.027581392	0.0436952	0.105576914	0.140078006	0.086312348	0.095091306	0.193129724	0.132044468	0.081669763	0.025246768	0.018983286	0.014014468	0.060360436	0.163050333	0.030326378	0.010988425	0.0190804	0.004969375	0.001933311	0.002674188	0.007875258	0	0.023040065	0.123611829	0.059762227	0.099009085	0.064242613	0.032651716	0.00648675	0.06184715	0.042473886	0.029723586	0.004520608	0.005629877	0.016633055	0.009339315	0	0.089855425	0.039873817	0.076307375	0.04383982	0.029829261	0.065018917	0.087946837	0.205567256	0.103328006	0.111088494	0.073496051	0.109283569	0.038385628	0.06272128	0.030117171	0.007231904	0.056613067	0.028584409	0.017778272	0.059142719	0.116253549	0.41858763	0.576708265
ST5	0	0.000757816	0.001253857	0.000547943	0.00191831	0.002399391	0.00267661	0.005278513	0.003934743	0	0	0	0	0	0.000479884	0.001301467	0.000752015	0.001627569	0	0	0	0	0	0.007976001	0.003684184	0	0	0.00309073	0	0.003951161	0.001850904	0	0.004010914	0.001151208	0.000259244	0.001273662	0.002596319	0.004012874	0.001503575	0.008400885	0.003240317	0.010491864	0	0	0.001429893	0	0	0.002064534	0.002179661	0	0	0.008956357	0.020781394	0.001090694	0.000352115	0.001264085	0.000787382	0.029931302	0.002512	0.001147289	0.000658501	0.001067547	0	0.019297686	0.001017704	0.006483723	0	0.000371281	0.001440247	0.00184855	0	0.004129078	0.002154919	0.004126273	0.001844053	0.00590293	0.001417415	0.001435672	0.003781654	0.003610157	0.002223161	0	0.001264741	0	0	0.8178886	1.034572177	1.440903123	1.57631502
SBNO2	0.025706299	0.038358103	0.036682821	0.026816775	0.018175432	0.034412777	0.051407537	0.065121324	0.061686916	0.043418236	0.028468447	0.040920454	0.032299406	0.04114694	0.035927244	0.028445291	0.0342948	0.030479478	0.030190094	0.026095825	0.0280465	0.061760478	0.069871675	0.004527006	0.036532578	0.023871207	0	0.052319631	0.052745293	0.046288005	0.033859405	0.032311618	0.042148771	0.066423152	0.045714998	0.042464446	0.032455986	0.05493749	0.055446858	0.044671723	0.048471715	0.023906215	0.053190176	0.062510678	0.140818099	0.249562941	0.135655718	0.062723128	0.065619888	0.055369429	0.055716612	0.064574131	0.081666907	0.064968864	0.063485728	0.059718863	0.051298146	0.020218083	0.097528504	0.116194518	0.163666283	0.30824542	0.245958908	0.174396377	0.308298352	0.043718058	0.141858574	0.0849091	0.101540245	0.115416158	0.040611815	0.066005746	0.06148921	0.036777157	0.052428874	0.044458296	0.083388213	0.121407909	0.09478074	0.094708562	0.115617689	0.106165979	0.056481704	0.082976005	0.016392682	0.425846503	0.370091886	0.300148909	0.80713086
SULF1	0	0	0.000343913	0	0	0	0	0.000438424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000319932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025645	0.000805858	0	0	0	0	0	0	0	0	0.004505272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27258627	0.281261716	0.335384794	0.486406287
TRIP10	0.054725456	0.031301495	0.026026029	0.01490351	0.013218811	0.007048256	0.018765467	0.014383215	0.007283019	0.041630448	0.031948847	0.024212202	0.025698536	0.029782432	0.031403454	0.016235944	0.030190515	0.023343367	0.025467565	0.016834202	0.016536319	0	0	0	0.116439981	0.179068348	0	0.002301378	0	0.006064934	0.000791227	0.000339258	0.001455321	0.001488693	0.004633479	0.004456725	0.00455513	0	0.001184103	0	0.012158887	0.017959063	0.055527616	0.04891638	0.000632802	0	0.006323833	0.003774322	0.001379697	0	0.004380839	0.001139194	0.040643169	0.00340302	0.009552575	0.00058344	0.001074679	0	0.003576797	0.002245906	0.006694684	0.01039894	0.007780528	0	0.004639611	0	0	0.00094808	0.01096487	0.006828329	0.002841402	0.004796239	0.021829761	0.020528216	0.017924013	0.038319622	0.030079558	0.016930253	0.023435202	0.020737456	0.01660437	0.047047726	0.036219113	0.021342252	0.026456463	0.283849906	0.620023581	0.263134135	0.667251677
CISH	0.04440616	0.113269449	0.075993749	0.062640865	0.014593233	0.05388091	0.081337989	0.070134804	0.075149864	0.020649825	0.009363567	0.012699537	0.022485194	0.01386194	0.015494807	0.017669244	0.021633166	0.028656026	0.024730419	0.039718727	0.064639299	0.025509595	0.074780788	0.069020329	0.037638493	0.035958994	0	0.020418695	0.051439032	0.056765852	0.012960437	0.005888388	0.006151566	0.005304838	0	0.001837703	0.001917035	0.002390935	0.003948471	0	0	0	0	0.10631351	0.001638124	0	0.001870977	0	0	0.028002146	0.041809306	0.011478476	0.03066128	0.060858153	0.065600807	0.025852428	0.008563561	0.01606731	0.051524601	0.057166177	0.072858868	0.0577801	0.056733232	0.04347586	0.084604929	0.008018798	0.041429593	0.041288175	0.077080291	0.066150398	0.039301184	0.105118917	0.046466168	0.030915622	0.031537197	0.018689024	0.018147466	0.036841441	0.014924644	0.032665289	0.009766079	0.006348538	0.032663212	0.020287814	0.03205195	0.052232885	0.102458471	0.21035457	0.34071529
TDO2	0	0	0	0.000646103	0	0	0	0	0.000889627	0	0	0	0.000928845	0	0	0.000732116	0	0	0	0.000183134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000606692	0	0	0	0	0	0	0	0	0.011430861	0	0	0	0.001430354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.689915329	0.661461193	0.441707862	1.244377493
NR1D1	0.006141035	0.00376982	0.002276543	0.001830263	0.000770975	0.004222442	0.004572985	0.002524201	0.0030196	0.001554493	0.001439218	0.008273399	0.004233308	0.003984955	0.006853073	0.004585415	0.008373791	0.008550116	0.008012544	0.006561813	0.003834827	0	0	0	0.003966849	0	0	0.001568653	0	0.005732911	0.003158366	0.004827906	0.005923591	0.005735377	0.009687989	0.00939801	0.002141037	0.006882409	0.003638842	0.012436676	0	0.009122912	0	0.196213741	0.102826979	0.059831681	0.074830779	0.057650207	0.034050088	0.020771643	0.120999987	0.064649025	0.071117237	0.005065583	0.005611394	0.003038296	0.002531607	0	0.007282651	0.007739472	0.013719237	0.092033512	0.09148778	0.028273916	0.049958435	0	0.492864448	0.002601378	0.003305254	0.001258642	0.062978589	0.00310225	0.000964265	0.004864909	0.003277625	0	0.004744789	0.003450225	0.002664764	0.002424172	0.01746243	0.039348667	0.000905243	0.003601891	0.237745952	0.279008642	0.473673156	0.904917166	1.222856635
PHLDA2	0	0.002365295	0.000525487	0	0.001338629	0.000663031	0.002641863	0.000608284	0.000924184	0	0.000487589	0	0.003103797	0	0	0.002568471	0	0	0	0	0	0	0	0	0.001940996	0	0	0.007218464	0.034218919	0	0.000632752	0	0.001266263	0.004031472	0	0	0.000583572	0.010024784	0.000505758	0	0	0	0	0.008238054	0.017303205	0.031488043	0.001984521	0	0.001918961	0.00485229	0	0.001926362	0.031392129	0.000286714	0.002951939	0.002634822	0.001941897	0.004424587	0.015305014	0.012488841	0.04769637	0.286675309	0.21237006	0.056697687	0.095088165	0	0.045041719	0.002868188	0.011101519	0.008108921	0	0.011279365	0.002125073	0	0.000669414	0.003735833	0.090392509	0.013530921	0.142109475	0.006339623	0.242469039	0.797097989	0.000894152	0.156948685	0.064154458	0.282815809	0.519016205	0.291882845	0.694852689
CHRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00160126	0	0	0	0	0	0	0	0	0	0.001820853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003439706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001150052	0	0	0	0	0.019039488	0.117624691	0.238703876	0.255434575	0.265617964
LRRC4C	0.071693789	0.0344744	0.022414292	0.008735005	0.006458459	0.003525981	0.014966603	0.001791903	0.002212366	0.005811171	0.003608577	0.003863573	0.00263524	0	0	0	0	0	0	0	0	0	0	0	0.003137875	0.00477877	0	0	0	0.006584447	0.001251155	0.001502289	0.000420385	0.001488315	0.002940372	0	0.000825723	0.002789488	0.002034762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001504129	0.001662916	0.00076166	0	0	0	0.000930876	0	0.000574687	0	0.011430861	0	0	0	0	0.002171857	0.001468199	0.004050673	0.001345834	0	0	0	0	0	0	0	0	0	0	0.000242434	0	0	0.060911617	0.118080402	0.116059982	0.272580085
EFNA1	0.001962784	0.007932209	0.009167419	0.006711781	0.00140173	0.007481742	0.006771238	0.002388737	0.010087899	0.003602815	0.002933017	0	0.001450524	0.000606943	0.002060592	0.001998967	0.002127868	0.00045355	0.001552743	0.002396374	0.001510339	0	0	0	0.000142102	0	0	0.001410868	0.00596288	0.021908366	0.005468125	0.002969036	0.002247144	0.008822028	0.001858983	0.001926718	0.004469331	0.018042144	0.002794106	0.004326291	0	0	0	0	0.005374089	0	0.006030049	0.005578665	0.005558871	0	0	0.011326801	0.01936643	0.00852204	0.006077608	0.004105427	0.000849708	0	0	0	0.002149259	0.008668799	0.003500589	0.01198338	0.003207327	0	0	0.002432418	0.00327932	0.001633689	0.008065556	0.007116792	0.005405064	0	0.00223018	0	0.000357882	0.001249649	0	0.001005395	0.001527327	0.002686749	0.00090905	0	0	0.289537149	0.4558191	1.400942363	1.254225782
LRRC32	0.002811028	0.00097468	0.000849427	0.000445903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013588899	0.010180337	0.070410992	0	0	0	0	0	0	0	0	0	0	0	0	0.000151643	0	0	0.029670771	0.060924858	0	0.023421617	0.005827904	0.001135554	0	0	0.001765566	0	0.002304489	0	0	0	0	0	0	0	0	0	0.004725994	0.021540735	0.008959865	0.001114846	0	0.068417597	0.000252195	0	0	0	0	0	0	0	0	0.000372141	0	0	0	0.000723249	0.005583743	0	0	0.012441782	0.198839648	0.175769363	0.295313254	0.304659891
HAPLN3	0.018035907	0.015989755	0.009859985	0.018486415	0.012242023	0.02533426	0.029048283	0.039992133	0.015864133	0.017383773	0.003808446	0	0.003961207	0.001280499	0.003100228	0.000578274	0.00177024	0	0	0	0	0	0	0	0.006804589	0	0	0.008616974	0	0.013320024	0.002909776	0.005473473	0.008981928	0.014438051	0.006371326	0.022797227	0.008645516	0.005328928	0.001604673	0	0	0	0	0	0.136879526	0.077053331	0.149528882	0.107189416	0.088171198	0.014765156	0.102163197	0.016360676	0.028171052	0.020285692	0.036518456	0.009370479	0.008092862	0	0.012482838	0.011727819	0.005065829	0.0083615	0.009508408	0.02446487	0.003561541	0.005966245	0.006473163	0.005328309	0.019984532	0.010906641	0	0	0.007301553	0.020112101	0.022717426	0.008420974	0.021833222	0.040604002	0.003514515	0.015358611	0.022772853	0.022977986	0.005749767	0.008409539	0	0.141705768	0.195695697	0.135685357	0.367583364
MT1E	0	0	0	0	0.001278296	0.00192828	0.005723174	0.004135372	0.001421472	0.017792683	0.002630885	0	0.003142539	0	0.001331122	0.005754804	0.00333227	0.002308139	0.020617169	0.014516541	0.036088502	0.024906105	0	0	0.028220021	0.071796772	0	0.003977898	0	0.001722103	0.000460266	0	0.002378616	0	0.001191326	0.001337121	0.039744763	0.0037464	0	0.002207728	0.004954163	0	0.046680761	0.020101228	0.102100352	0.016239376	0.014845203	0.010281193	0.021335679	0.173711895	0.130253506	0.074474905	0.06282893	0.005746556	0.006462641	0.009249434	0.00168097	0.005187575	0.084745878	0.112382464	0.128572183	0.039234943	0.074346338	0.09372222	0.054153054	0	0.102996681	0.02349475	0.083774734	0.066111068	0.004456605	0.02921131	0.004605794	0	0.000600128	0.001225609	0.079022086	0.089485998	0.042745534	0.069734627	0.068801165	0.010829502	0	0.007676597	0.018302774	0.852607683	1.0253093	1.752614044	2.057877588
ADAMTS4	0	0	0	0	0	0.000427543	0.001132751	0.000250785	0.000479643	0.006547178	0	0	0	0	0	0	0	0	0	0.000310493	0	0	0	0	0	0	0	0.000888041	0	0.002600623	0.000566251	0	0.000848398	0	0.000832632	0	0.000636933	0	0.000945125	0	0	0	0	0	0	0	0.007023453	0.005098847	0.007312693	0.002518124	0.002860115	0.003632903	0	0.000577617	0	0.000185841	0	0	0	0.000664265	0	0.003886012	0.002458127	0.012344161	0.000811247	0	0.014244038	0	0	0	0	0	0.001166974	0	0.002312628	0.001061751	0	0	0	0	0.001213289	0	0.000797442	0	0	0.081182091	0.093011742	0.102567595	0.311649403
SOCS1	0.074619037	0.047079502	0.030790016	0.031246067	0.024888214	0.030236798	0.065519349	0.036975792	0.070497843	0.018167173	0.012752825	0	0.0111393	0.002433474	0.003819364	0	0	0	0	0.00022515	0	0	0	0	0.007246881	0	0	0.180383327	0.216280615	0.150106109	0.083183902	0.060977165	0.077316693	0.102013358	0.052977083	0.049415574	0.141752219	0.151503451	0.171009625	0.261554338	0.422857163	0.280121317	0.217528501	0.116474655	0.543420318	0.522592753	0.360107647	0.289004937	0.322353331	0.391230722	0.400475039	0.216193346	0.019746046	0.023370354	0.029259159	0.008416426	0.004238972	0.011004394	0.011787535	0.010783375	0.017966606	0.030859972	0.051147623	0.062413642	0.030235284	0.010667142	0.065101815	0.014415858	0.02512952	0.00995784	0.158506319	0.099040395	0.173378652	0.095105185	0.170297598	0.15140093	0.021791435	0.037517896	0.016863388	0.039155848	0.011749911	0.035068514	0.288850022	0.087360835	0.011166381	0.353691364	0.518339595	0.801905498	1.85741937
ZNF461	0.017684102	0.023777371	0.020551245	0.029047645	0.025853592	0.021922637	0.026281215	0.02583006	0.020141959	0.012684017	0.019889575	0.036532678	0.028827604	0.030129473	0.018204117	0.017379002	0.024624353	0.026886406	0.014073259	0.018842465	0.01713592	0.068549898	0.021282261	0.020876721	0.02697585	0.041272175	0	0.016401832	0.021922161	0.01755069	0.021455348	0.024776724	0.03293751	0.038888138	0.019606842	0.029553347	0.029895234	0.042379279	0.025439837	0.06563249	0.044465709	0.03677864	0	0.017096993	0.0137112	0.005859842	0.030225256	0.030611892	0.020681293	0.037683187	0.028565168	0.028652638	0.090989328	0.022850891	0.020564874	0.019229396	0.009461688	0.021882521	0.01794576	0.010948791	0.015331711	0.007340959	0.008873785	0.004278138	0.00874301	0	0.012883341	0.016210196	0.020718287	0.016880128	0.038474351	0.018906528	0.029407846	0.01046624	0.015385578	0.015061021	0.013967097	0.013567067	0.015726943	0.012889112	0.011442029	0.010291613	0.01486509	0.019154157	0.009657369	0.009327716	0.04261458	0.048513267	0.141779938
ZBTB2	0.025483994	0.034793409	0.036599539	0.036670148	0.034736474	0.036862829	0.036957756	0.044643719	0.06474828	0.036611014	0.042819721	0.047867539	0.055431545	0.049211373	0.054313107	0.05611941	0.061975586	0.065553029	0.067981115	0.082604788	0.08982778	0.098202121	0.111870287	0.014380402	0.077348082	0.053889751	0	0.019745205	0.017958421	0.099028255	0.055253892	0.067282251	0.06385509	0.050811246	0.039055866	0.036114279	0.067690121	0.074071181	0.031981415	0.025442603	0.082033653	0.052890015	0.175856992	0.091137209	0.041800696	0.011367584	0.042656663	0.038735338	0.039568881	0.058903725	0.054288495	0.06526885	0.125862544	0.056640915	0.033186007	0.040453842	0.018420768	0.01001024	0.057305673	0.05809411	0.055768971	0.050228952	0.056838701	0.047213994	0.03166187	0	0.018023544	0.038537673	0.063805471	0.056101384	0.091746501	0.062283562	0.046411778	0.11284353	0.063226293	0.048982959	0.053267788	0.069394704	0.04348693	0.056686283	0.045336381	0.048776144	0.077986056	0.039381512	0.017343067	0.232881378	0.300037232	0.252658491	0.462139372
PLEKHG2	0.001149686	0.015027088	0.014053089	0.019317328	0.02100246	0.016429639	0.029558125	0.048278624	0.023130285	0.036615541	0.018247489	0.015794698	0.009651731	0.01290526	0.008158629	0.009879252	0.001211082	0.004601058	0.000968363	0.000372434	0	0	0	0.004527006	0.050147068	0.119287364	0	0.035469912	0.047402629	0.015161567	0.0347379	0.038631866	0.048813148	0.07683101	0.055881556	0.123992837	0.049339156	0.11455524	0.01661621	0.023814765	0.020034599	0.041233722	0.06392383	0.060781389	0.035350226	0	0.001279605	0.009314006	0.003238893	0.04088308	0.020781107	0.021540564	0.014160292	0.019896878	0.025789761	0.014695283	0.007777709	0	0.082514816	0.123569812	0.187395932	0.177887075	0.116433427	0.099985161	0.148928975	0	0.038979193	0.031049598	0.072259601	0.072485817	0.03346525	0.051887107	0.062370198	0.128638598	0.124132548	0.136248044	0.152006896	0.102303115	0.103880809	0.074958628	0.163646038	0.23354204	0.055271859	0.160431129	0.03119691	0.236825446	0.285089266	0.394895907	1.012840429
ICAM1	0	0.001457442	0.000769694	0.001090135	0.002861177	0.001575311	0.003034496	0.008720231	0.00160147	0.001756815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155493	0	0	0.021074332	0.022667115	0.009813309	0	0.002096119	0	0	0.003585527	0.000917604	0.001848746	0	0.002361234	0.003928438	0.013230134	0.006294729	0	0.182171869	0.007065415	0	0	0.002691599	0	0.003722085	0.018334016	0.02344052	0.091886088	0.014126954	0.004432503	0.01220091	0.004081744	0	0.065230661	0.079606465	0.087630664	0.442834728	0.318498606	0.122458695	0.197351582	0.054090762	0.085397538	0.062878439	0.097524796	0.072663274	0.042376616	0.074351065	0.101157925	0.06897412	0.085572322	0.079014573	0.0661054	0.064325047	0.111434383	0.095270489	0.128536349	0.232670047	0.169140723	0.226006588	0.31268537	0.443901389	0.575312083	0.672332037	1.194498812
RUNX1T1	0	0.009298773	0.005274014	0.006243787	0.006817376	0.002696717	0.008995683	0.002260176	0.00079724	0.004814629	0.006771995	0	0.001391163	0.007466769	0.007341445	0.003037339	0.003142656	0.001129443	0.001475587	0.001361844	0.001970163	0.020194411	0	0.019200734	0.005780723	0.004619639	0	0.003284378	0	0	0	0	0	0	0	0	0.000818378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000747259	0.001164267	0.000348425	0	0	0	0.001174211	0.001597532	0.000664226	0	0	0	0	0	0	0	0	0	0	0	0.003167099	0	0	0	0	0	0	0.001397506	0	0	0	0	0.123337588	0.156642375	0.245024569	0.366214604
MSX1	0.004098067	0.001973568	0.003381718	0.00450699	0.004633055	0.002091655	0.000886966	0.004951327	0.004372581	0.005771339	0.004587655	0	0.002438735	0.000868374	0.000920027	0.00047965	0	0.000543762	0.000394359	0.000315517	0.001428635	0	0	0	0.039260155	0.05347064	0	0.001656118	0	0	0.001969927	0.00621296	0.011944598	0.051157372	0.013351603	0.035741378	0.016533136	0.111026585	0.052514276	0.075894438	0.032069732	0	0	0	0.001220321	0	0.002006481	0	0	0	0	0	0.0042574	0.002076534	0.00199986	0.000944681	0.000873999	0	0.002263823	0.000730596	0.001175489	0	0.001919653	0.012895563	0.001127891	0	0	0.000689283	0.000423939	0.000743682	0.007443571	0.003398144	0.000465893	0.003554763	0.001486122	0	0	0	0	0.001187181	0	0	0	0	0	0.294432939	0.258805475	0.620964457	0.910467424
LRRC1	0.011564405	0.008333637	0.010350295	0.010335273	0.010675172	0.014080408	0.020914248	0.020705823	0.012759238	0.015024302	0.010462658	0.009452673	0.014876276	0.014750223	0.011479251	0.013487166	0.010738736	0.004543348	0.005846488	0.004598091	0.001114028	0	0	0	0.007019507	0.013324427	0	0.020023412	0.037259972	0.011548185	0.012899595	0.015582564	0.020040914	0.032679298	0.021678671	0.037879552	0.032127812	0.045058469	0.015009651	0.019820148	0.011554173	0	0	0	0.00343667	0.006386767	0.001227183	0	0.002304881	0.00300668	0.011977763	0.02288271	0.046746479	0.012399308	0.022813852	0.023776099	0.023156249	0.01181151	0.010550272	0.011433687	0.010854026	0.000562431	0.003835486	0	0.003332503	0.006694364	0	0.016533591	0.017066405	0.009646912	0.023099751	0.020471938	0.020034803	0.017186713	0.03645851	0.037353464	0.00963631	0.011908229	0.009594122	0.010735857	0.006698491	0.001815736	0.04656967	0.004748139	0	0.047564181	0.115361046	0.156423191	0.389895528
RRAD	0	0	0.000642174	0	0.001034719	0.000776892	0	0	0.000407155	0	0	0	0	0.001756968	0	0.000873412	0	0.00617871	0.003531613	0	0	0	0	0	0.014401853	0	0	0.009548142	0.012632817	0	0	0.001281695	0.001277998	0.003462618	0.010291634	0.000359376	0.004657923	0	0	0	0	0	0	0.297731163	0	0	0	0	0.005620388	0.003289791	0.004208784	0.002478072	0.080525411	0.002107344	0.000823149	0.000525321	0.001463751	0.006858481	0	0.006228727	0.001317907	0.01012043	0.004420364	0.017893852	0.015708067	0	0	0.001997528	0	0.001793803	0	0.002121969	0	0	0.000783452	0	0	0	0	0	0	0.009868428	0	0	0	0.301940814	1.005640033	1.378456005	2.221031193
SLC25A25	0.003795017	0.004884412	0.005186947	0.009871866	0.012452946	0.009681533	0.015801808	0.05386943	0.021615655	0.044460852	0.006304651	0.034647876	0.00996784	0.012150266	0.010471174	0.01906093	0.005881024	0.013312583	0.006915292	0.007158738	0.022145877	0.044090473	0.099780081	0.051634381	0.034462979	0.0440229	0	0.039159528	0.051533783	0.016706069	0.034631007	0.116689718	0.161413902	0.153140586	0.122522765	0.241268851	0.179226563	0.233783946	0.051891076	0.058956691	0.092037422	0.005819357	0.030536885	0.088319473	0.025731329	0.006753235	0.00465866	0.002242621	0.004997941	0.053583893	0.052041649	0.043445082	0.139692663	0.021610554	0.028618076	0.02127185	0.012989015	0	0.046433048	0.061305782	0.065883775	0.038566504	0.070759387	0.071139495	0.054761532	0	0.074405535	0.025138672	0.034572218	0.044333809	0.029043737	0.038758536	0.030545764	0.106112867	0.110021705	0.119825397	0.063603194	0.070665276	0.079239441	0.052260778	0.06339407	0.04076905	0.028262507	0.037799114	0	0.183604545	0.223473045	0.669520447	1.168029381
MT1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000470679	0	0	0	0	0	0	0	0	0	0	0	0.00210032	0	0	0.001795922	0	0	0	0.000370116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111053954	0.181200502	0.234928305	0.715192703
ATF3	0.170363341	0.295925349	0.138057243	0.156440413	0.114263726	0.145912399	0.16687387	0.224432394	0.074750205	0.218439762	0.041657162	0.03244977	0.026923282	0.008681727	0.007083183	0.006614764	0.002995271	0.020175934	0.006050408	0.016074551	0.033148686	0.228619375	0.07561741	0.098996289	0.104780741	0.163588743	0.176325689	0.118841036	0.241341976	0.065413036	0.138331813	0.118981912	0.123010705	0.18099243	0.153650429	0.213858061	0.084276161	0.346940155	0.103533131	0.14111499	0.020700958	0.039915403	0.057880206	0.207210894	0.015171846	0	0	0	0	0.051318223	0.061290372	0.065713529	1.17253172	0.155070812	0.208624921	0.171129915	0.120220458	0.026720352	0.111472082	0.160666976	0.154100659	0.421478517	0.302341463	0.179870778	0.130032306	0.008479566	0.387424444	0.143356412	0.10002083	0.131979385	0.035591485	0.071797352	0.077783829	0.131406245	0.13445312	0.153874363	0.073143834	0.080365625	0.051578342	0.049134996	0.132754083	0.321962247	0.100418909	0.062959974	0.143845488	0.469387595	1.770699592	2.361639372	4.109421885
