UID	Chondrocyte	MEC	AF2	AF1	SCMF	Pericyte	ASMC	VSMC	Mesothelial	Neutrophil	maDC	IM	AM	iMON	pMON	cDC1	cDC2	pDC	PNEC	Megakaryocyte/Platelet	Plasma	CD8 T	NK	ILC	CD4 T	Treg	B	Mast/Basophil	CAP1	CAP2	AEC	SVEC	VEC	LEC	Ionocyte	Tuft	Basal	Suprabasal	Ciliated	AT1	RAS	AT2	Deuterosomal	Goblet	Secretory	SMG Basal/Duct	Mucous	Serous
HSPB7	0	0.038007542	0.052016539	0.076304724	0.28427403	0.044882854	1.290339693	0.531649475	0.094904618	0	0	0	0.003909521	0	0	0	0	0	0.012802476	0	0	0	0	0	0	0	0	0	0	0	0.003147884	0.037180836	0.002299447	0.000776331	0.013496427	0	0.001532379	0	0	0.007397991	0	0.004484039	0	0.001294259	0	0.006345374	0.004029943	0.040345629
SBSPON	0	0.873087005	0.045093345	0.011323221	0.090434096	0.001423903	1.40086758	0.566776227	0.487393938	0	0.002139978	0.003265767	0.004833061	0.000628198	0.010107038	0.012703509	0.00372078	0.009754561	0.009280389	0	0.010039109	0.011395775	0.008922146	0	0.023346985	0.009087601	0.027726913	0.001812152	0.006909069	0.001373414	0.007482268	0.002254637	0.008615753	0.321774713	0	0	0.005258844	0.00085578	0.007930944	0.384546931	0.003867085	0.012956052	0.026755475	0.002323877	0.015717771	0.022766182	0.066889304	0.178345118
HSPB3	0	0	0.000748238	0.067856183	0.018157087	0	0.366288633	0.020659076	0	0	0	0	0.000784855	0	0	0	0	0	0.008528162	0.047112803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000467436	0	0	0	0	0	0	0	0.000629934	0	0	0
LGR6	0.450988769	0.529301895	0.001174628	0	0.080327426	0.003222957	0.922520722	0.210997635	0	0	0.026619232	0.007205047	0.00823904	0.009800287	0.002850985	0.007589508	0.002786715	0	0.014321102	0	0.017776744	0.07373094	0.19783404	0	0.010804728	0.027923364	0.01443565	0.023976816	0	0	0.018577932	0.001184718	0.004927092	0.006696287	0.005529573	0.005198199	0.166896418	0.042950586	0.012957266	0.013240851	0.01917349	0.010033918	0.044211672	0.012132338	0.012889421	0.011886623	0.01418375	0.004691307
MYLK	0.812135258	3.153330052	0.252563505	1.816344127	1.727203611	1.265417625	3.387023934	2.288248466	0.309864665	0.237299387	0.021346711	0.035252352	0.022600467	0.018775561	0.025727351	0.158878154	0.034972934	0.034309776	0.096265598	1.662965792	0.062868345	0.006369133	0.011043062	0	0.007913188	0.03398884	0.025882111	0.011930368	0.590189249	1.184552358	0.164326156	0.40565261	0.191670872	0.026190366	0.248420551	0.091959084	0.113555679	0.006725796	0.344609973	0.050889105	0.05498651	0.291700444	0.24576635	0.01877674	0.019901671	0.005783348	0.033424766	0.028567451
SPEG	0	0.526580252	0.03204151	0	0.159611475	0.003329057	0.971547137	0.563686343	0.410818873	0.015602916	0	0.008614137	0.010135429	0.011547712	0.014409636	0	0.005689805	0	0.107660132	0	0.012189831	0.001257914	0.002184198	0	0.005649686	0.004512537	0.001399844	0.001538452	0.003967686	0.009814921	0.097268378	0.017363969	0.017046009	0.002662678	0.009980471	0.035552181	0.053211319	0.00834196	0.009843004	0.002273114	0.012413423	0.004579679	0.018048959	0.019509596	0.028050291	0.014366561	0.001971838	0.017834093
RAMP1	1.091970603	0.269157576	0.097514561	0.489116297	0.618644658	0.005846672	2.478395477	1.194351294	0.460959805	0.015602916	1.73056298	0.02910045	0.011419024	0.012277127	0.015808332	1.051127007	0.349476021	0.141514274	0.066683377	0.136348132	0.017103849	0.031901858	0.315101375	0	0.010851845	0.098384152	0.064526473	0.012700115	0.011120863	0.002870931	0.004154882	0.006558515	0.004635622	0.008425612	0.027347767	0.00937433	0.06583786	0.063616542	0.54645203	0.002881129	0.131037601	0.015576977	1.131943145	0.566883139	0.394185222	0.028205601	0.02266655	0.107796481
SMTN	0	0.584266042	0.197685536	0.302890583	0.326527847	0.949467284	1.77667319	1.122745913	0.210160824	0.014056692	0.034083046	0.029304633	0.023817711	0.02142945	0.006288106	0.061595257	0.037649047	0	0.15390785	0.207398974	0.060981992	0.009947176	0.029884984	0	0.008207584	0.030620333	0.014457023	0.013270086	0.244216234	0.155532284	0.314549996	0.358638036	0.160142614	0.739639551	0.086626511	0.389973884	0.109480332	0.091298752	0.018075339	0.058922248	0.052364113	0.055877449	0.070542305	0.046775535	0.03267307	0.080398556	0.037357461	0.171322736
PDLIM3	1.263124027	1.11051357	0.937585599	1.252087987	1.385339702	0.543340501	2.681612105	1.841960124	0.787105721	0.015602916	0.008389315	0.012904255	0.014661486	0.009571536	0.001610128	0.001838921	0.009699351	0.082996765	0.058206328	0.099859666	0.132137944	0	0.044005799	0	0.007051011	0.023181468	0.008031462	0.007268033	0.233489638	0.327000261	0.567957838	0.515040473	0.535145067	0.716441212	0.082058186	0.010460066	0.040216016	0.015441687	0.026773177	0.274015186	0.124128671	0.165671827	0.049554033	0.016685725	0.099913124	0.159593719	0.19554317	0.0989135
SCX	0	0.034833829	0.00535564	0.0064185	0.173657983	0.007328534	0.52251982	0.003551987	0.091019086	0	0	0.00864452	0.011562372	0.002565659	0	0.036056383	0.002404869	0	0.076134162	0	0.001874637	0.001074499	0.006857074	0	0.004596724	0	0.0190964	0	0	0	0.010016289	0.002883787	0.00243909	0.002087967	0.017157901	0.021772398	0.010337242	0.024033085	0.039259426	0.063510722	0.00991916	0.016418528	0.109994392	0.020984559	0.014538906	0.046191733	0.011174015	0.057606204
PDLIM7	0.338795554	1.910429986	0.730396314	0.415453978	1.327575476	1.064425788	2.577646067	1.778037191	0.294804342	0.549830709	0.175374543	0.247672763	0.523377778	0.327386036	0.12792957	0.61950194	0.505176175	0.029203422	0.168931493	0.569050159	0.047902736	0.055188446	0.075783444	0	0.05265177	0.103272964	0.065583966	0.22401187	0.297565931	0.300062326	0.59232232	0.550778387	0.532681898	0.455319049	0.137470479	0.107439191	0.248272601	0.218780554	0.134177701	0.034816177	0.062130094	0.063063853	0.09478643	0.122343103	0.070768804	0.186568268	0.068401229	0.03667488
PCDH7	0	0.213158711	0.207014196	0.419530388	0.278599706	0.073125853	1.328620831	0.197740985	0.142150436	0	0.025550974	0.025236848	0.023961382	0.006863332	0.019137182	0.009769745	0.010088268	0.0084222	0.019269105	0	0.012527828	0.004026577	0.013933657	0	0.010534999	0.008802123	0.031624991	0.066922414	0.00629644	0.003365522	0.045609252	0.056041347	0.165128393	0.054525573	0.051213864	0.151798474	0.461048464	0.435329963	0.443726055	0.012461154	0.071671662	0.012702328	0.113905175	0.657790149	0.308931637	0.02261652	0	0.014036986
FLNC	0	0.00306345	0.122171825	0.017923785	0.010446986	0.004695442	0.564675862	0.26234236	0.486771334	0	0	0.002616539	0.00350352	0	0	0	0.005099246	0	0.007107632	0	0	0	0	0	0	0	0	0.007783826	0.001624781	0	0.090788751	0.044229948	0.001676306	0.339354228	0	0	0.001504366	0.004037936	0.002811793	0.000994643	0	0.033043097	0.005105177	0.033229862	0.002747659	0.002575852	0	0
SCUBE1	0	0	0.0024543	0.029202513	0.168952542	0.001742538	0.653285005	0.071329879	0	0.021438543	0.020053914	0.007362488	0.003673222	0.004778498	0.008027454	0	0.011232145	0	0	0	0.018221552	0.044631781	0.011268434	0	0.025341606	0.017571375	0.011161323	0.011742934	0.054005161	0.114584533	0.006308829	0.000760268	0.01976943	0.002491364	0	0	0.001158138	0.000763327	0.05626447	0.461042892	0.003958874	0.004327371	0	0.002373783	0	0.001142017	0	0
GREM2	0	0.017254345	0.134261408	0.019639972	0.301965797	0.019684381	0.540895787	0.007883891	0.031111401	0	0.055141444	0.008289311	0.006409137	0.006701621	0.005065267	0.001288848	0.009130335	0	0	0	0.0077047	0	0.02820521	0	0.050645938	0.014036685	0.011357701	0	0.007210404	0.001455253	0.001628509	0	0	0.005057193	0	0	0.033544834	0.021920656	0.02710351	0.058763136	0.030932205	0.012659714	0.003471664	0	0.068592027	0.013408381	0.079640311	0.001878835
CSRP1	1.736181866	2.930436389	0.463287047	1.739156177	1.279523751	0.61649163	2.900881606	2.486954156	0.949603669	0.059760665	0.660722561	0.282876077	0.604378025	0.202542306	0.337881954	0.679943039	0.314879012	0.095555867	1.283026745	0.798779097	0.358722377	0.222597199	0.136214333	0.625451484	0.181984657	0.179543466	0.104541082	0.153286997	0.490869347	0.697748086	0.80968143	0.668498096	0.771669946	0.248079494	0.658520639	0.287343299	0.66181417	0.582451672	0.343751369	0.86097365	0.586641653	0.565847109	0.334541121	0.402789891	0.24141238	0.587228037	0.642454445	0.532550523
MBNL1-AS1	0	0.556355116	0.056168692	0.047084282	0.124178374	0.101160832	0.759422722	0.359558783	0.13677466	0	0.045100179	0.026019918	0.137023089	0.020448712	0.036327035	0.207521199	0.056414524	0.009260998	0.028405669	0.132912441	0.009751893	0.033643852	0.044843805	0	0.069459321	0.079411292	0.051865247	0.018186148	0.031064772	0.045114471	0.067150159	0.072071748	0.034646874	0.023224901	0.003504365	0.003548493	0.060109792	0.029444445	0.03019992	0.043674352	0.06361427	0.082275063	0.043900529	0.014224781	0.041222801	0.029699506	0.020449187	0.026214257
HPSE2	0	0	0.095298063	0.149402652	0.228589421	0.089180983	0.798823334	0.040226803	0.127486186	0	0.049850404	0.037559675	0.069599072	0.027940372	0.047580482	0.065434665	0.053851034	0.019024465	0.024410879	0	0.06070779	0.060356536	0.027205475	0	0.04199711	0.046220062	0.057329733	0.135496583	0.01027108	0.026785855	0.009602204	0.042910524	0.031304864	0.029807525	0	0	0.039738859	0	0.066447256	0.07414546	0.044853136	0.051338653	0	0	0.032590887	0	0.000870397	0
ALDH1B1	0.523564511	0.407023347	0.068339137	0.074865043	0.12534443	0.065692748	0.659169667	0.238367952	0.304461085	0	0.08713325	0.038246252	0.052275031	0.008785747	0.028440857	0.014418359	0.046404061	0.008908753	0.06937727	0.066327437	0.019202152	0.031668406	0.013149665	0	0.039065124	0.006856055	0.003894873	0.026247514	0.011956715	0.012640037	0.040016551	0.101661222	0.021313753	0.085025215	0.170133368	0.163129927	0.083280498	0.104229945	0.014341044	0.070282763	0.074010642	0.064406808	0.066418221	0.059376236	0.071861947	0.18708657	0.054810515	0.044374143
PDE5A	0.400482097	0.288336541	0.308331718	0.813062543	0.391582685	0.765033464	1.391448061	0.836180802	0.092891777	0.015602916	0.188418567	0.052479286	0.058734932	0.019075692	0.017430982	0.032227518	0.024347066	0	0.166509674	1.317188871	0.084094662	0.012495922	0.034746725	0	0.029740013	0.082268056	0.03545341	0.079439231	0.116425024	0.21988967	0.043088907	0.046478303	0.080631131	0.03358672	0.281714878	0.032993417	0.080590774	0.030818937	0.109548716	0.192827433	0.108972057	0.176930276	0.008718477	0.091126475	0.087912863	0.104118426	0.004388863	0.130895966
BRINP3	0	0	0.194086827	0.014139042	0.104503614	0.003861362	0.387681717	0	0.004345107	0	0.010383384	0.009502176	0.018180614	0.009068698	0.013920889	0.006506977	0.005157564	0.058589988	0.021813412	0	0	0.005254934	0.005784719	0	0.004006799	0.008802123	0.009282034	0	0.013500178	0.002291744	0.002763729	0.001562708	0.003358834	0.007745203	0	0	0.001850842	0	0.023726969	0.023443892	0.032583996	0.019440704	0	0.001456206	0.003571736	0	0	0
HOXB-AS3	0.450988769	0	0.101758319	0.246003058	0.341509822	0.146559651	0.640200851	0.407314859	0.002373607	0	0	0.0010178	0.006411291	0	0.001912887	0.002889201	0	0	0.528917922	0.110259748	0.006814054	0	0	0	0.001970646	0	0.00300404	0.023526326	0.008005685	0.05511023	0.003964105	0.001890564	0.001177395	0.003667037	0.011617491	0.018238069	0.000628787	0.000328622	0.001085589	0.000824378	0.001170445	0	0.001967625	0.004392825	0.001367321	0.018412284	0.051430973	0
BTC	0	0.115992083	0.007712281	0.009891577	0.244085604	0.067735099	0.709494523	0.177902394	0.046450853	0	0.007834769	0.000778023	0.001699662	0.005148975	0	0.001446015	0	0.00501087	0.041680792	0	0.003043592	0	0.003965324	0	0	0	0.001445795	0	0.013354176	0.003653384	0.085199668	0.001909454	0.009020101	0.00101017	0.038576155	0.355218591	0.124634326	0.161126738	0.379478754	0.146326465	0.163928742	0.108431356	0.076233856	0.181786917	0.092253137	0.150566836	0.272514716	0.112100837
EDIL3	0.967347779	0.255576366	0.131533605	0.566445967	0.372949677	1.011942256	1.331185576	0.998377112	0.298364746	0.01792542	0.125900802	0.018893405	0.023458883	0.030220324	0.031787482	0.006873079	0.024032779	0.007187572	0.037781664	0	0.026708462	0.009892877	0.018161765	0	0.019224239	0.021434777	0.025372764	0.297013531	0.108088231	0.646098277	0.017832005	0.036397381	0.010407253	0.012607175	0.003928738	0.017195528	0.201368206	0.090147988	0.035370398	0.49185208	0.031934736	0.411761285	0.005409536	0.019370534	0.028693318	0.032593484	0.00826535	0.02084126
CPED1	0	0	0.380361708	0.589820757	0.603963798	0.268099009	1.233890458	0.87857264	0.051888412	0.051623534	0.033244911	0.320725678	0.369034953	0.129638266	0.105005444	0.055146459	0.382998918	0.210417177	0.002726697	0.196500614	0.04147041	0.016287828	0.038381035	0	0.012399152	0.003314297	0.252710499	0.008035339	0.077198061	0.097175669	0.044035145	0.196632058	0.064640404	0.015197539	0	0	0.000616037	0	0.01609123	0.144592508	0.012081937	0.027872716	0	0.001366554	0.035513011	0.002159441	0	0.013250734
FBXL22	0	0.403284232	0.005959678	0.00779976	0.033051353	0.053596068	0.418035663	0.139076867	0.067822085	0.015602916	0.007825561	0.020815017	0.011616217	0.007715717	0.0040832	0.020352835	0.006853262	0.016685386	0.259861102	0	0.027376184	0.020687174	0.004593036	0	0.02361791	0	0.030144895	0.015779119	0.001269169	0	0.011464899	0.019942242	0.003386466	0.000991246	0.057363357	0	0.021315534	0.031764567	0.032307856	0.011404534	0.019076816	0.047110541	0.033339656	0.037156151	0.01445329	0.031414317	0.147096725	0.025813214
FHL1	0.845298193	0.752662421	1.493844726	2.397159155	2.042137773	0.746031195	2.513928668	1.854472448	0.893629545	0.052242264	0.079690263	0.059408711	1.124278095	0.036036135	0.017372419	0.027941073	0.105652871	0.205974814	0.030211878	1.158588932	0.238360978	0.060669198	0.052146851	0.459841944	0.117121262	0.119942199	0.103013729	0.280408853	0.735513602	1.154851277	0.506137481	0.281627883	0.307156407	1.230762657	0.073262039	0.089907891	0.197314065	0.008332928	0.065072528	0.453890704	0.067005252	0.046436548	0.094935621	0.018255695	0.056379457	0.01778387	0.009907237	0.014017006
ANGPTL1	2.03601465	0	0.925916494	0.733613534	0.663330591	0.007385931	1.047995987	0.516269442	0.26190271	0.019173963	0.004732896	0.003403505	0.021617146	0.002921964	0.009356772	0.001173928	0.007815106	0.002123729	0.007370079	0	0.081962566	0	0.002591575	0	0	0	0.059332068	0.001638595	0.065647883	0.085199583	0.047477793	0.036896494	0.132536369	0.006920774	0.057698423	0	0.002092924	0.001238115	0.017554381	0.012264421	0.003726794	0.008990802	0	0.021546548	0.013299927	0.011593973	0	0.132939589
TPM1	0.812135258	3.334383513	1.279280139	1.745379232	1.825208933	2.355277059	3.440659007	3.447825947	1.805281517	0.437309392	0.094730698	0.390233158	0.174827186	0.104489672	0.211602371	0.323690003	0.270085053	0.112640304	1.55061573	2.991870252	0.117067872	0.103295879	0.13685375	0.093645285	0.05371951	0.044243052	0.115943326	0.275902955	1.903393714	0.987286964	1.532413283	1.021866218	1.654299232	0.35960348	1.838014887	1.886899165	1.42084443	0.973970011	0.680211864	0.545856465	0.659837584	0.764652055	0.660318598	1.138613599	0.90297568	1.449441285	1.423019697	0.94857775
ADAMTS8	0.338795554	0	0.081319096	1.130539638	0.538115197	0.278952533	0.89182044	0.277286807	0.004149364	0.03296919	0	0.004122241	0.006752125	0.000670728	0.003473941	0	0.00152202	0	0	0	0	0	0.004500821	0	0.003389198	0	0	0.002723682	0.006187294	0.001373414	0	0.002215674	0.003974959	0.010410327	0	0.003299307	0.010881806	0	0.064162867	0.002379791	0.002876198	0.002177414	0.051492595	0	0.003248013	0	0	0.002592446
SCEL	0	0.034558606	0.013213315	0.020573454	0	0.011547242	0.009702026	0.009222747	0.464945853	0	0.002544968	0.008458361	0.012513166	0.011355328	0.003739909	0.001661197	0.00820368	0	0.006243346	0	0.015192224	0	0.011070749	0	0.009809951	0	0.045941246	0.012969311	0.0665454	0.009800453	0.0067389	0.002456134	0.010630751	0.011190612	0	0.061216274	0.061946172	0.159301246	0.013737511	2.452338752	0.235690434	0.262708865	0.009653159	0.24291642	0.034078331	0.068820466	0.017196689	0.0027083
AGER	0	0.019650882	0.04487533	0.166881719	0.034666696	0.085999892	0.076301009	0.062832893	0	0.080538729	0.09118326	0.059691279	0.049654558	0.051192056	0.057780916	0.085886047	0.107387441	0.031757367	0.028490834	0.220339345	0.067272422	0.050071194	0.038386001	0	0.049068451	0.011785745	0.086259471	0.067612583	0.107030512	0.07041365	0.075012861	0.058713291	0.080782065	0.045461839	0.014582801	0.002033118	0.047924899	0.035568533	0.058368437	3.577423916	0.271443074	0.566526692	0.013587648	0.080135013	0.092522013	0.018150378	0.017984085	0.028386126
RTKN2	0	0.043947297	0.023503383	0.028102887	0.026605727	0.017191639	0.028258315	0.004113139	0	0.015602916	0.020461388	0.047210014	0.018445051	0.024034347	0.004817163	0.003080199	0.03671763	0.011454886	0.042139735	0	0.01610997	0.025213059	0.030874469	0	0.071198022	1.124628876	0.011443213	0.006612357	0.038589495	0.021450397	0.02951207	0.007464679	0.010369189	0.010503553	0.067929555	0.138466735	0.032631184	0.130922141	0.018550637	2.261192614	0.045828935	0.081265803	0.258709144	0.08103801	0.039843858	0.042369684	0.099219685	0.011043486
ANKRD29	0	0.432830608	0.059169109	0.018945234	0.073533858	0.01102288	0.021384047	0.159996158	0.255739414	0	0.03768852	0.086623111	0.067127769	0.017732401	0.017718433	0.007081561	0.01596183	0	0.018728547	0	0.008872916	0.001612062	0.037692453	0	0.017086044	0.00324948	0.01322497	0.053080098	0.037037372	0.006440559	0.105561394	0.440597695	0.02801232	0.087524469	0.030263858	0.018259429	0.195154751	0.157473666	0.015428396	2.086272562	0.101513478	0.42868078	0.054804189	0.030107836	0.024047349	0.025659419	0.018055445	0.00433063
TNNC1	0	0.006193869	0.024963002	0.037003063	0.011582871	0	0.007585428	0.085306989	0.004345107	0.020341338	0.045529775	0.015188497	0.012628173	0.011182209	0.004406801	0	0.003789089	0.007970388	0.071550326	0	0.033509634	0.004255146	0.043478466	0	0.019387149	0	0.004781055	0	0.007367655	0.025921622	0.010392194	0.01239555	0.010046355	0.004677408	0.002870883	0	0.132439297	0.055005883	0.0422752	1.910846255	0.512699368	0.392637504	0.066532897	0.101118513	0.070118792	0.069387293	0.004696247	0.003762658
GGTLC1	0	0	0.00155891	0.001235461	0	0.0061081	0	0.001988053	0	0	0	0.002628894	0.015485739	0.005992215	0.001057593	0	0.003241222	0	0.033218581	0	0.003733055	0.000751006	0.002154345	0	0.004122123	0.018249903	0.001661486	0.005635233	0.003588396	0.016530481	0.004771504	0.008315728	0.009847966	0.002011521	0	0	0.005383278	0	0.007809577	1.271688483	0.189685048	0.171964927	0	0.004003342	0.008508701	0.01220586	0	0
CLIC5	0	0.029526594	0.029788629	0.011079239	0.004287544	0.059724268	0.011995672	0.082550936	0.170875398	0	0.037781571	0.022416144	0.02749185	0.015338189	0.011538469	0.016034585	0.02052796	0.034007459	0.035996904	0	0.052256799	0.066097247	0.022671152	0.132783527	0.121764855	0.047815935	0.029963057	0	0.372163163	0.259930295	0.181680371	0.076537756	0.038476286	0.016744299	0.007819358	0	0.005452908	0.003017008	0.250648619	2.121748551	0.589951389	0.16409333	0.057649148	0.118357154	0.116344744	0.019930075	0.002260115	0.043069401
COL4A3	0	0	0.127647032	0.02329473	0.041912409	0.038041301	0.022159858	0.007677979	0.094825611	0	0.0124428	0.012798304	0.023738099	0.012977535	0.012580365	0.009271241	0.018924388	0	0.062471766	0	0.216157795	0.016457853	0.01985137	0	0.017258551	0.014860651	0.213331577	0.008982831	0.040520894	0.019987239	0.015050317	0.0128296	0.052783477	0.01651849	0.078896856	0	0.047925439	0.000268705	0.021852355	1.656095616	0.167247782	0.29888977	0	0.004539294	0.022070795	0.000715511	0	0.047477842
