UID	Chondrocyte	MEC	AF2	AF1	SCMF	Pericyte	ASMC	VSMC	Mesothelial	Neutrophil	maDC	IM	AM	iMON	pMON	cDC1	cDC2	pDC	PNEC	Megakaryocyte/Platelet	Plasma	CD8 T	NK	ILC	CD4 T	Treg	B	Mast/Basophil	CAP1	CAP2	AEC	SVEC	VEC	LEC	Ionocyte	Tuft	Basal	Suprabasal	Ciliated	AT1	RAS	AT2	Deuterosomal	Goblet	Secretory	SMG Basal/Duct	Mucous	Serous
TMPRSS4	0	0.169653457	0.004286454	0.007135033	0	0	0.005238274	0	0.013397647	0	0	0.004006973	0.002127189	0.00189931	0.019155569	0.073991639	0.008691139	0.003114925	0.103700204	0	0.013672082	0	0	0	0.006734129	0.006921477	0.004003843	0.002902537	0.001228001	0.007333293	0.00178154	0.001641509	0.004927092	0.001858117	0.270546318	0.772552965	0.649516766	1.335501409	0.524533891	0.000888569	0.336703054	0.027587985	0.317591547	1.282424296	0.590965984	0.72626113	0.31345904	0.06010694
PLCH2	0	0.398230567	0.001043421	0	0	0	0.011889792	0.022304924	0.005533706	0	0.002749397	0.001073765	0.00338299	0	0	0.011888419	0.006680423	0	0.042473342	0	0.001209686	0.04192853	0.035122673	0.132783527	0.018440676	0.022386828	0.013869861	0	0	0.002100926	0	0.001169702	0	0	0.02484419	0.04579742	0.293939635	0.526623336	0.061685231	0.00338335	0.057792692	0.00736499	0.149332225	0.215966392	0.051125309	0.106736138	0.179981671	0.027751457
RHOV	0	0.008598646	0.004304561	0	0	0	0	0.002296225	0	0	0.006803028	0.001708397	0.0017049	0.00210912	0.002679173	0.005215352	0.001898424	0	0.073903237	0	0.004441764	0.006996092	0	0	0.000970996	0	0.001027574	0.007777341	0.001035773	0.001704832	0.003611273	0.001826851	0.004493037	0.001080314	0.229410823	0.576379028	0.099275729	1.356987823	0.132911201	0.005691259	0.547222205	0.017885971	0.379031213	1.314221739	1.314771898	1.336223914	0.172868857	0.105308076
AQP3	0	1.695177154	0.175988882	0.161717647	0.098604334	0.128724656	0.142773918	0.12747546	0.201842416	0.083928652	0.083986749	0.067209462	1.001879604	0.054505594	0.062829557	0.235104406	0.256978806	0.332692603	0.575324512	0	1.037927548	0.201635047	0.107462271	0.128376454	0.520491452	0.738020737	0.048316532	0.090852689	0.03362256	0.04089614	0.149741981	0.109566319	0.045253827	0.041465706	2.164741343	1.39284201	2.896056849	3.476102802	1.395637622	0.305181125	1.126145317	1.900117504	1.254049045	2.585786145	1.691008776	2.090474334	2.283952168	1.199966374
UPK1B	0	0.113027816	0.039613708	0.054065482	0.031259865	0.010667978	0.008460938	0.005687935	1.430867435	0	0.026326056	0.026168308	0.033184336	0.018312434	0.067729878	0.076138642	0.02687593	0.014831301	0.074503025	0	0.019564935	0.104871475	0.057030291	0	0.055942114	0.01460466	0.021028338	0.027526922	0.005361264	0.007842204	0.018519681	0.023248892	0	0.017359369	0.101060048	0.412034672	0.150325283	1.239470565	0.079971063	0.028890939	0.042141136	0.034997064	0.543227532	1.485605814	0.18690798	0.223220503	0.096345796	0.048813562
PKP1	0	0.388190439	0.007359202	0.00394688	0.001465196	0	0.003101998	0.001567785	0	0	0	0.012700318	0.000762892	0.002115251	0	0	0	0	0.105239163	0	0.00349543	0.003390485	0	0	0.002064737	0	0	0	0.09143577	0.035739443	0.012812473	0.01668475	0	0.038348875	0.020643625	0.271853924	0.583392429	0.564158426	0.017090775	0.001067105	0.041966812	0.002522791	0.049940394	0.061933007	0.011483313	0.172398698	0.007670225	0.010317319
CAPNS2	0	0	0	0	0	0	0	0.016824758	0	0	0	0.000896994	0.006051779	0.002879985	0.011387009	0	0.004024436	0	0.013846036	0	0	0	0	0	0	0	0	0.001216135	0	0	0.002078255	0.001239247	0	0	0	0.096141064	0.249376332	0.317545383	0.00513208	0	0.014176043	0	0.032204563	0.076649121	0.011201964	0.019481319	0	0
KRT17	0	3.973393741	0.056634398	0.002295771	0.011655111	0.060856947	0.086641265	0.053599273	0	0.046506397	0.0677666	0.017473933	0.010574906	0.007551331	0.029507883	0	0.063356527	0.012060922	0.47258798	0	0.089381512	0.014799317	0.011886124	0	0.105032947	0.040526929	0.026135273	0.064465667	0.004212636	0	0.027909691	0.048570136	0.002771128	0.006999059	0.807866305	1.319323797	3.439554828	2.574948227	0.275578715	0.062633077	0.412433387	0.035000404	0.870252428	1.079349516	0.486556913	1.604835789	0.228904292	0.441689776
GPX2	0	0.666391782	0.003621502	0.002246442	0.045158966	0.004052869	0.001838929	0.006610668	0	0	0	0.00335718	0.002301741	0.003694036	0.004280955	0.076099643	0.007480484	0	1.115662798	0	0.005456474	0	0.005477548	0	0.006101516	0	0.008860967	0	0.003294645	0.007979456	0	0.004993476	0.001063678	0.002182085	0.344967277	0.846605659	0.808785651	1.244556472	0.3685046	0.033592846	0.050887921	0.006058007	0.635330485	0.444192815	0.031692192	0.258488982	0.006813013	0.021282242
AKR1B10	0	0.009323163	0.007490336	0	0	0	0	0.001196983	0	0	0	0	0.000908296	0.000850208	0.003755097	0	0	0	0.074724059	0	0.001025059	0.001504913	0	0	0	0	0	0	0	0	0	0	0	0	0.038702658	0.113997516	0.128087608	0.340923345	0.075615573	0	0	0	0.116816641	0.060044815	0.026179209	0.055010502	0	0.001818666
CKMT1B	0	0.081974404	0	0	0	0	0	0	0.160929252	0	0	0.001677033	0.001677957	0	0	0	0.005757986	0	0.313125809	0	0.002511423	0.008203653	0	0	0.001982561	0	0	0.008432386	0	0	0	0.002012026	0	0	0.119529325	0.246227216	0.338280552	0.576094385	0.106247157	0.007992493	0.039490295	0.01327449	0.139157669	0.268536041	0.114827112	0.453378582	0.165347956	0.172630998
UNC5B-AS1	0	0.101833977	0.001833453	0.010337577	0.005884751	0	0.003385922	0.001836995	0.170636384	0	0.015533326	0.000593178	0.014796672	0.001284226	0	0	0.002696738	0	0.14166494	0	0.001269737	0.001997936	0	0	0	0	0	0.009177461	0.009173133	0.022670796	0.002133429	0.002856966	0.001250971	0.031931536	1.072616455	0.695833992	0.259783664	0.82326897	0.294053892	0.002968986	0.031040732	0.008373737	0.150421669	0.638077193	0.049289551	0.204370501	0.001590199	0.006779896
KRT6A	0	0.486318393	0	0.000834319	0	0	0	0	0.004149364	0	0	0.000578974	0	0.000803921	0	0	0	0	0.222914137	0	0.001074751	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356435679	0.585185577	0.694106234	1.086869816	0.085592211	0.02334967	0.005717639	0.008475835	0.325176502	0.444787128	0.062012472	0.812424613	0.081350651	0.120222225
CLDN1	0	0.42408587	0.067222006	0.011606546	0.120055323	0.005327142	0.225066432	0.005681684	2.128943216	0	0.077776038	0.076398501	0.000768607	0.00469129	0.008813487	0.077626266	0.178353933	0.004956952	0.094465603	0	0.00454258	0.00145887	0.007501632	0	0.002639814	0.010718086	0.0026809	0	0.002934245	0	0.007907582	0.006042624	0	0.006271926	0.66918202	1.004922404	1.555904081	1.563593578	0.599077255	0.209796628	0.462272603	0.407141877	0.314857196	0.452904955	0.359572467	0.639215566	0.11633096	0.039466586
KRT4	0	0.167235041	0.004607924	0.011722431	0.014949943	0	0.01759338	0.006845856	0	0	0	0.002346462	0.000837924	0	0.001186618	0	0.003010781	0	0.063681581	0	0.005021914	0.003384717	0.001287835	0	0	0	0	0.007531331	0.003208135	0.002600169	0.001238945	0.001484376	0.000978184	0.000753137	0.13716701	0.024339568	0.264801396	0.918501865	0.128392182	0.210122434	0.276707227	0.010092917	0.27735773	0.915689333	0.452885704	0.211423715	0.014171718	0.094629754
AQP5	0.812135258	0.930454165	0.026900015	0.007520078	0.011311486	0.032559033	0.035365937	0.054751567	0	0.145379402	0	0.054296672	0.00891012	0.021224944	0.021198735	0	0.041005252	0	0.294121755	0	0.072088355	0.029898608	0.029898738	0	0.077388219	0.043781371	0.056286536	0.002384691	0.003809833	0.007445859	0.032130117	0.03366646	0.053841592	0.002060791	0.178341175	1.638326874	1.583238096	2.431276031	0.219718363	0.44416153	0.967547011	0.062251598	0.919686065	2.818581418	1.544588012	1.025186727	3.326151206	2.918373371
ALDH3A1	0	0.818142551	0.006301205	0.006852004	0	0.001626746	0.00733683	0.003223047	0.238675105	0	0.06005114	0.013206791	0.005754717	0.001821484	0.047247385	0.08220079	0.021137487	0.009808714	0.24260923	0	0.016257483	0.0158047	0	0	0.002118797	0	0.004076802	0.001011218	0.001705762	0	0.039808873	0.014698149	0	0.012682513	0.351326583	0.825393612	1.800122422	1.763063668	1.066089825	0.059181409	0.152491736	0.011068412	0.678798911	1.092008371	0.161051667	0.550042656	0.190496326	0.118133179
TMPRSS11D	0	0	0.00262515	0.006683113	0	0.004563992	0.023320556	0	0	0	0	0.002430448	0.000634536	0	0	0	0	0.011454886	0.007118952	0	0.003578983	0	0.047282948	0	0.002974172	0	0	0.003272751	0.000947725	0.001566041	0.005801553	0.000827301	0.002010735	0.004825382	0.026435043	0.079638769	0.134202805	0.362476893	0.006313056	0.006042178	0	0.004165262	0.098125271	0.155914881	0.002030173	0.026048636	0	0
RAPGEFL1	0	0.052319372	0.042253731	0.020468592	0.037106228	0.048422722	0.020923315	0.002795258	0.01880232	0	0.054946648	0.024453258	0.029245703	0.016347478	0.031935716	0.032794343	0.026892373	0.010903734	0.061140558	0	0.011576271	0.053068749	0.022986334	0	0.019161207	0.051400825	0.019728695	0.006078521	0.031112658	0.024828848	0.017297435	0.009171633	0.043327102	0.02853462	0.069556593	0.238642336	0.268164154	0.609320091	0.112051385	0.063755972	0.122310436	0.069203089	0.201319126	0.343632423	0.049790731	0.233997779	0.113782607	0.119792473
NECTIN4	0	0.106025877	0.010116656	0.001263997	0	0	0	0.000659254	0.004345107	0.047474963	0.060508982	0.010929665	0.012105834	0.006850689	0.002506886	0	0.011397669	0	0.024578713	0	0.007377142	0.003242157	0.002963552	0	0.008252056	0	0	0	0.003919938	0.002440765	0.005564427	0.002603797	0.00153686	0.003990986	0.098231888	0.455651381	0.119790359	0.975973498	0.380498983	0.110199676	0.670797676	0.169881601	0.47736884	0.824807247	0.570241218	0.858653001	0.430634552	0.203593084
NECTIN1	0	0.657709764	0.078849213	0.01229066	0.055238233	0.043710686	0.040130997	0.056337547	0.032380478	0	0.119545642	0.044664404	0.040944027	0.01131714	0.033184376	0.075723329	0.01250036	0.267862798	0.217176444	0.052087748	0.08369846	0.017909956	0.016476068	0	0.037990974	0.006945891	0.014887385	0.023534999	0.004399642	0.002181553	0.020300464	0.010904473	0.019160121	0.020593705	0.187719451	0.404362883	0.581074076	0.800253269	0.058476361	0.028043172	0.266389943	0.078489127	0.110675331	0.298277849	0.146211286	0.185505526	0.059377435	0.037541011
GABRP	0	0.072132889	0.004950365	0.015458795	0.007605822	0	0	0.000940215	0.004149364	0	0.017074514	0.014441454	0.006691745	0.002435114	0.014456297	0.002727265	0.013705291	0	0.007818024	0	0.022298147	0.022617325	0.004532055	0	0.003522574	0.010994525	0.002357857	0.001609394	0.016836871	0	0.034395558	0.010119206	0.035009244	0.011867826	0.083186408	0.450972909	0.097545989	0.823831439	0.075000903	0.006977034	0.014481821	0.011898424	0.256556012	1.164735738	0.16572857	1.171411468	0.037612455	0.096504017
ADH1C	0.450988769	0.110963187	0.067600648	0.030962165	0.070600868	0.002027896	0.04522488	0.024958087	0.042164858	0	0.011599276	0.003654779	0.003188652	0.0336724	0	0	0.034964103	0	0.037497196	0	0.025318231	0.030380848	0	0	0.009309743	0.006731895	0	0.063210347	0	0	0.065831485	0.027597443	0.002256304	0	0.040572653	1.468569795	1.496526098	1.667810833	0.35542846	0.024993344	0.112097042	0.0271743	0.545678845	1.78427524	0.60747203	1.125386335	0.222757985	0.162027434
FAM3B	0	0.093132741	0.033987245	0.005512416	0.001669862	0.00455177	0.006605127	0.015912694	0.059753008	0.017518824	0.066864062	0.074946706	0.291967078	0.009155983	0.006655799	0.251436706	0.073271616	0	1.334411317	0	0.006516641	0.022458494	0.008784032	0	0.014821131	0	0.00286656	0.029585312	0.002331414	0.024962713	0.017165531	0.008300833	0.00426215	0.017273728	1.74944154	1.265077615	0.514969201	1.388589509	0.094637817	0.25075583	0.332346099	0.371212399	0.746689918	0.908767673	0.332292454	0.301914679	1.497418025	0.027482652
DSG3	0	0.09174752	0.003797008	0.00374381	0.012658229	0.005556743	0	0	0	0	0.03604325	0.007789943	0.007287041	0.002794173	0.006177186	0	0.005995457	0	0.045687569	0	0.009699121	0.026651476	0.002908144	0	0.00106287	0.017922829	0.002493579	0.00154658	0.019778667	0	0.001881746	0.009315496	0.003501883	0.006109398	0.00595992	0.119572929	0.162021334	0.371466738	0.022032212	0.01778206	0.008545139	0.009157274	0.051875894	0.046446833	0.006719229	0.061757516	0.005865346	0
KLF5	0.812135258	1.170367895	0.15030841	0.046683379	0.051733197	0.004874585	0.095447001	0.035357218	0.665479315	0.122817942	0.085589985	0.020486926	0.039924356	0.029431026	0.013473895	0.094891913	0.030869685	0.018991797	0.873803332	0.196500614	0.066445309	0.064133669	0.011309364	0	0.074693334	0	0.012606996	0.011121063	0.009878604	0.03009069	0.035296855	0.03776606	0.007546312	0.022633228	0.748257755	1.931014923	1.925032143	2.400452466	1.019541557	1.107211873	1.163768344	1.241849416	1.453314014	2.168461151	1.397213574	2.21380098	1.161985277	1.011929076
S100A14	0	0.590550268	0.037678724	0.036965774	0.007963216	0.122608985	0.036888925	0.02424833	0	0.036433681	0.029866933	0.021803583	0.027440109	0.015483585	0.048824119	0	0.03238257	0	0.661336595	0	0.032203799	0.014117658	0.061427266	0	0.038946633	0	0.025156675	0.00709838	0.028412686	0.020766066	0.026772568	0.032826951	0.022087309	0.016195891	0.264458487	1.373210543	1.920959287	2.515043207	0.175434457	0.849456213	1.841886769	2.104347086	0.696350661	2.224067252	1.509262999	1.935394377	2.440448337	0.298193329
LRATD1	0	0.08497316	0.008642612	0.017299794	0.08574059	0.050121186	0.013987424	0.01179347	0.184484871	0.064348082	0.033430627	0.000375802	0.00045097	0.002242635	0.000924149	0	0.004653315	0	0.391993257	0	0.004115098	0	0	0	0.003446014	0.004949126	0	0	0.168995056	0.070114222	0.084658844	0.068180341	0.017298985	0.783191619	0.825600322	0.586702645	0.28199185	0.983066826	0.333547731	0.115481283	0.151758436	0.008580015	0.280048058	0.555618069	0.211639717	0.453954112	0.344985624	0.673430859
PCP4L1	0	0.047502396	0.003961514	0.007521084	0	0	0.01363605	0.052417338	0.030822636	0	0.018072866	0.010334041	0.008196595	0.012232178	0.001778826	0.036030021	0.015570792	0	0.0214314	0	0.013160392	0.007495367	0.019003371	0	0.00844649	0.002253073	0.014572306	0	0.026401247	0	0.005149016	0.018586692	0.002343583	0.033303092	0.030950209	0.044698135	0.476468035	0.527817153	0.041073924	0.004807472	0.207354727	0.146675665	0.02385349	0.088377479	0.09193839	0.039054715	0.038984827	0.002988705
ITGA2	0	0.990571405	0.060790567	0.889211539	0.262568859	0.116415206	0.14259191	0.049715536	0.17031441	0.037737791	0.064684046	0.007483254	0.008978508	0.020076932	0.004515889	0.054560179	0.004894245	0.002286738	0.258657197	0.025269108	0.024454106	0.025223597	0.003472599	0	0.041426008	0.005339972	0.017763383	0.015080898	0.334828586	0.096906208	0.261714277	0.405568898	0.20111419	0.145193064	0.476990434	0.374033942	1.381434951	1.565360965	0.592748782	0.703706511	0.207432846	0.312010489	0.359561489	0.61315341	0.315106452	0.460444184	0.335232505	0.266914329
CHST9	0	0.215721417	0.011893854	0.001572972	0.00886955	0.082738296	0.009538873	0.008558183	0.035538143	0.046506397	0	0.03527436	0.01393599	0.00337053	0.01805565	0.008690554	0.029485879	0.073522905	0.352390218	0	0.021524431	0.027928894	0.011566465	0.362342544	0.039251398	0.033557789	0.018451158	0.024955952	0.007936021	0.008311624	0.047151802	0.012688297	0.004835734	0.006968336	0.234112764	0.835135246	1.315751324	2.037800876	1.984062175	0.002313129	0.063434347	0.004451589	1.547738183	2.127364756	1.21513088	1.429611738	2.015907626	0.842681675
IRF6	0.812135258	0.93822444	0.045355854	0.011307636	0.01355688	0	0.046349953	0.017360525	0	0	0	0.009369689	0.012351776	0.006005879	0.002998828	0	0.017942015	0	0.368742469	0	0.015264503	0	0.013318343	0	0.014386989	0.004904856	0.002756081	0.009165451	0.003269613	0.002341485	0.172028443	0.005431607	0.005586624	0.014983543	0.654374296	0.36798295	0.931877438	1.058935693	0.702978095	0.258960644	0.413816504	0.233131088	0.505969846	0.497143781	0.244601308	0.668432327	0.38933824	0.222681601
CCND1	0	1.41000998	0.326014484	0.221675694	0.37767618	0.157301694	0.153054793	0.510322376	0.021384943	0.065777866	0.091516009	0.167831433	0.02596502	0.022807908	0.010553219	0.750973542	0.161610006	0.017851251	0.25634717	0	0.037812741	0.010646258	0.043918073	0	0.038010262	0.036199383	0.058898513	0.109476644	0.711774644	0.863028367	0.463671176	0.211746858	0.119658738	1.00495233	0.096120236	1.215385466	1.415743723	2.121613441	0.460667987	1.186757794	1.292574692	0.797190768	0.356421509	1.496912253	1.189764477	1.592684017	0.722367373	0.515082855
CLDN10	0	0.070746652	0.013717156	0.002297548	0	0	0.011265976	0.006483465	0.025432244	0	0.015432847	0.016179273	0.011547746	0.01851435	0.003684015	0.002515105	0.010040993	0	0.028095753	0.155826237	0.026964657	0.00152258	0.006250891	0	0.020329308	0.010994525	0.010179795	0.001511939	0.028369003	0.010413142	0.694124265	0.00912089	0.01080022	0.049233173	0.090378689	0.526709361	0.481934332	1.12706337	0.075972436	0.009857661	0.060971475	0.008842972	0.876040705	1.688617855	0.401624921	0.294081632	0.572725134	1.14883164
TACSTD2	0	2.69784256	0.187141254	0.121468966	0.040345666	0.032390382	0.100654991	0.063616934	0.056280042	0.08265031	0.119180116	0.077410239	0.064283024	0.034040772	0.0713928	1.564988703	0.121464842	0.090098793	0.429252023	0	0.096904389	0.059816838	0.036277153	0	0.064164396	0.007059994	0.098215434	0.012472082	0.061203721	0.040099389	0.061113236	0.309662822	0.197338794	0.144187162	2.330929327	2.153539872	2.981245843	3.474613375	1.836539778	2.597889508	2.50905932	1.193334468	1.995845478	3.034995563	2.494765941	3.287123671	1.930851518	1.677993582
CYP4F12	0	0.017549416	0.083308544	0.079632056	0.036515418	0.001761928	0.077611387	0.020988853	0.128111125	0	0.005148548	0.005259414	0.001701314	0.001075384	0.001450326	0	0.008737699	0	0.000854131	0	0	0.030707459	0	0	0	0	0.006579396	0.00869389	0.011464057	0.021558388	0.004837742	0.017158894	0.030194642	0.001141533	0.010816863	0.05125771	0.078770631	0.339908091	0.029256736	0.000812465	0.031361101	0.007966193	0.102109016	0.243429296	0.027994578	0.144143953	0.027675939	0.013205203
PLVAP	0	0.006905434	0.019451225	0.004596121	0	0	0.024162428	0.006627581	0.005008202	0	0.006015971	0.071579121	0.018151737	0.015187068	0.098169762	0.006402725	0.070652061	0.363395411	0.001586009	0	0.02950845	0.01191859	0.004654877	0	0.007670416	0.007195599	0.015865979	0.005694568	0.247909326	0.024346198	0.676620297	2.381664306	1.132225764	0.023657616	0.004847042	0	0.009210481	0.006314006	0.012337093	0.0153558	0.012760516	0.01596235	0	0.012898512	0.011105271	0.024157446	0.148884756	0.089205724
MEOX1	0	0	0.006425976	0.001108501	0.016208817	0	0.002032676	0	0	0	0	0.002741401	0.002210042	0.00376995	0.004114105	0.003690364	0.001273342	0	0	0	0.00089166	0	0.013487065	0	0.02108171	0.086609014	0	0	0.001491294	0	0.017283996	0.633500813	0.011113895	0.001737225	0.001357512	0	0.022125046	0.002284334	0.014075839	0	0	0.003354894	0	0	0	0.003119237	0.004943938	0.041521718
ADGRL4	0	0.002074519	0.003311528	0.008652572	0.039735996	0.014409719	0.034988265	0.010412782	0	0.033716733	0.015349497	0.013041049	0.016760308	0.018492198	0.003859843	0.015307164	0.020228412	0.011732743	0	0.099859666	0.015287484	0.018465322	0.015872742	0	0.010027069	0.033420485	0.007186708	0	1.137894314	1.501309761	1.40941914	2.289230155	1.1992614	0.166733059	0	0	0.024340048	0.000347232	0.012959256	0.008362881	0.017698691	0.011756735	0	0.002215794	0.029807507	0.013576476	0	0.040678115
ADM5	0	0.025361831	0.006459824	0.005304825	0	0.002560296	0.026428615	0.000705136	0.005008583	0	0	0.003357898	0.002328339	0.001812919	0	0	0.006979964	0.015851619	0.001380887	0	0.023024179	0.00385919	0.001179649	0	0.016688546	0	0.000820973	0	0.113753274	0.029673411	0.199013027	0.629741191	0.092416546	0.002489785	0.0042896	0.009514405	0.04647764	0.019771344	0.003622826	0.006701109	0.031431187	0.017294474	0.01639736	0.009510347	0.004378335	0.012109607	0.010901239	0.003679922
OLFM1	0	0.139532545	0.178058766	0.169281236	0.225809323	0.037703222	0.134835641	0.102015339	0.015866065	0	0.019431471	0.011567952	0.002778821	0.007336688	0.017568052	0	0.006875956	0	0.115398514	0.196500614	0.016810717	0.00575905	0.006119364	0	0.001096973	0	0	0.018115338	0.003450225	0.001852348	0.056769707	0.986846295	0.193682322	0.245844902	0.015287867	0	0.064309638	0.03876172	0.003531399	0.015406662	0.009345241	0.213796988	0.015662219	0.047974669	0.009926545	0.216880783	0.04087868	0.012420941
ZNF385D	0	0.232527308	0.38342797	0.023280441	0.289523916	0.051122769	1.095432523	0.099866331	0.010367154	0	0.046653988	0.04004724	0.051248023	0.03137439	0.035820205	0.048033605	0.052949979	0	0	0.219203793	0.020567476	0.054874417	0.020954931	0	0.022200951	0.055649327	0.014585984	0.023380886	0.028109624	0.005585763	0.120250632	1.482855809	0.387435185	0.438376772	0.001502899	0.014584471	0.021522047	0.0124505	0.034698356	0.029754211	0.040056663	0.027189914	0	0.007440353	0.039244109	0.024319721	0.00527197	0.010514546
COL15A1	0.383160777	0.003258691	0.430608876	0.397694138	0.382917173	0.064401977	0.520495185	0.293133213	0.008531534	0	0.028329335	0.01329643	0.011117164	0.001910901	0.003123269	0	0.019066094	0.008624041	0	0	0	0.009251384	0.007955073	0	0.026060177	0.002828508	0.004846777	0.001545763	0.030387622	0.003673954	0.001555143	1.215841958	0.008158562	0.002032057	0	0.006134006	0.000636684	0.0018542	0.003962625	0.001198713	0.001378689	0.002161363	0.002313837	0	0.002136151	0.002600109	0.01591981	0.001039229
DIPK2B	0	0	0.010531706	0.002198379	0	0.003222957	0.053504535	0.001666579	0	0.01792542	0.001381377	0.005256927	0.006774975	0.008750827	0.004080837	0	0.009287254	0.016195683	0	0	0.001825654	0.012012066	0.004651638	0	0.004965156	0	0.001317749	0	0.378777474	0.57062972	0.233626607	1.362913454	0.67946291	1.340912814	0	0	0.004767371	0.00204268	0.005243374	0.005565538	0.010622914	0.004815469	0	0.000978218	0.009631315	0.005920972	0.009946232	0.009905427
POSTN	0	0.662572247	0.071655022	0.122313799	0.395911802	0.075611504	0.076575653	0.058452886	0.003700345	0.057121978	0	0.008221826	0.006847318	0.0119674	0.012142089	0	0.009798904	0	0.055584718	0	0.006989558	0.001655682	0.021347028	0	0.006691592	0	0.002815638	0.011527954	0.810746783	0.1378924	0.190111383	1.709645317	0.701236967	0.015220007	1.712639171	0.103400459	0.53185781	0.196170634	0.0128979	0.005526784	0.017787089	0.003871955	0.001783701	0.015096687	0.019459314	0.014596056	0.025772024	0.013625117
TMEM88	0	0.003655716	0.046643805	0.011664821	0.001732023	0.017835823	0.003973571	0.008513375	0.02989164	0.016093104	0.045298908	0.039616661	0.074861539	0.086165219	0.053383219	0.018780316	0.052329929	0.022575837	0.025102864	0.110259748	0.004141382	0.047246239	0.005344579	0	0.005183313	0	0.03690319	0.061946612	0.582440378	0.073721317	0.577225615	1.068463579	0.377548648	0.12321515	0.086089305	0.034974011	0.019907161	0.022760046	0.03145536	0.0558454	0.086211444	0.051451316	0.036919897	0.036557002	0.022264268	0.049504741	0.005957119	0.048952724
FAM110D	0	0.004780028	0.013021456	0.005302504	0	0	0	0.040537182	0	0	0	0.002172759	0.002699656	0	0.002549217	0	0.006433954	0	0.002453288	0	0.002297522	0	0.00230705	0	0.003052966	0	0.001400037	0.003059261	0.222657872	0.242648941	0.292954534	0.800554747	0.59071075	0.04619623	0.002182085	0	0.000741339	0.008648102	0.001398811	0.001729548	0.002416572	0.002368622	0	0.000365129	0.002019622	0.000947053	0.003835309	0
TM4SF18	0	0	0.000853649	0.016093988	0	0	0.014360742	0.000995189	0	0	0	0.000661945	0.000528081	0	0.001381581	0.010995265	0	0	0	0.087910032	0.000438757	0.001385659	0	0	0.001852429	0.006731895	0	0	0.240574468	0.136514912	0.194861705	1.146298949	0.278687459	1.310964879	0	0	0.001490369	0	0.003865862	0	0.001358884	0.002043622	0	0	0	0.039502381	0.018287687	0.014102273
LCN6	0	0.003528286	0	0.004023397	0.002262663	0	0	0.001958489	0	0	0	0.000911977	0.000901063	0	0.001137207	0	0	0.082996765	0	0.110259748	0.001574407	0.001574183	0.003154386	0	0	0	0.008082768	0.057325283	0.095093056	0.02748623	0.50281669	0.871341688	0.468744691	0.005692948	0	0	0.001831613	0.00057944	0.001557992	0.00226479	0.004941682	0.000805218	0	0	0.005533669	0.006663919	0.002797406	0
NRN1	0	0	0.001054592	0.001128992	0.027452948	0.048700007	0.014360742	0.005886648	0	0	0.016429616	0.010031273	0.009719761	0.011047408	0.016654285	0	0.019737364	0	0.039061612	0	0.020922504	0.001530156	0.001220816	0	0.0010575	0	0.046349915	0.001013705	0.415831561	0.417095613	1.35738505	1.412762884	0.746043406	0.897496139	0	0.01112084	0.002986725	0.000608266	0.004011955	0.0042895	0.001861293	0.004319768	0.005424065	0.010545704	0.002256355	0.006427479	0.008166938	0.19061468
CYYR1	0	0.32318236	0.005135959	0.030199598	0.01054585	0.006911273	0	0.004418647	0	0	0.091163527	0.005580374	0.004963467	0.04628262	0.001035935	0.380705769	0.017989391	0.337616138	0.025356731	0.110259748	0.014735354	0.001274792	0	0	0	0	0.001486134	0.002824898	0.911536232	0.141419231	1.398932141	1.457924889	1.056336231	0.137365792	0.008830543	0.052203014	0.12300083	0.010263334	0.005310616	0.003607269	0.00617253	0.00308634	0.007208286	0.015236759	0.006012916	0.028163342	0.007237775	0
CPLX1	0	0.206064408	0.016268445	0.001545007	0.004325883	0.002714956	0.002032676	0.009428867	0.021078063	0	0	0.004204674	0.00493504	0.00296637	0.003502531	0	0.002198828	0.255596378	0.050785502	0	0.018661001	0.013681613	0.003290491	0	0.007935006	0.023045899	0.002744131	0.002403891	0.189590255	0.119658762	0.23635503	0.595028538	0.330921681	0.154809679	0.002189835	0.002229874	0.08806959	0.006441198	0.005911665	0.004035156	0.028935451	0.015377293	0	0.006761834	0.063256219	0.038893855	0.088491647	0.037498219
TSPAN7	0	0.062122315	0.039135767	0.008550685	0.077440614	0.09205835	0.222119784	0.035081462	0.061493808	0.016117187	0.006323737	0.01109287	0.010209454	0.008956999	0.014358501	0	0.004765487	0.013397264	0.335125495	0	0.007425944	0.010275831	0.006261804	0	0.001022239	0.077499749	0.014433533	0.235172758	1.5800428	0.408651949	2.06995697	2.107769914	1.651672384	0.930206888	0.003456259	0.007789539	0.191482006	0.082638247	0.013534435	0.344034591	0.059233549	0.164826138	0.012425351	0.020100864	0.025720743	0.032709972	0.014846151	0.056766425
EMCN	0	0.006617273	0.014696188	0.010468477	0.131371954	0.020452114	0.014513476	0.006064616	0.006746804	0.056737126	0.025299176	0.020933054	0.027965044	0.010970775	0.00695835	0.006733732	0.02403857	0.016179109	0.004269451	0.21864307	0.026263365	0.01409953	0.018399341	0	0.051820462	0.05689336	0.029281393	0.088850944	1.080156697	3.085567666	0.875749708	2.097558064	1.240541639	0.983737442	0.003524583	0	0.013846598	0.001625876	0.021825016	0.029446189	0.015321651	0.011749144	0.009924931	0.010740517	0.020821829	0.003764473	0	0.045249546
