UID	Lymphatic EC proliferating	EC aerocyte capillary	EC general capillary	EC arterial	EC venous pulmonary	EC venous systemic	Lymphatic EC differentiating	Lymphatic EC mature	Peribronchial fibroblasts	Pericytes	Subpleural fibroblasts	Adventitial fibroblasts	Alveolar fibroblasts	Smooth muscle FAM83D+	SM activated stress response	Smooth muscle	Myofibroblasts	Mesothelium	Neuroendocrine	AT0	AT1	AT2 proliferating	AT2	Multiciliated (nasal)	Multiciliated (non-nasal)	Deuterosomal	Hillock-like	Club (nasal)	Basal resting	Suprabasal	Ionocyte	Tuft	pre-TB secretory	Goblet (nasal)	Goblet (subsegmental)	Club (non-nasal)	Goblet (bronchial)	SMG duct	SMG mucous	SMG serous (bronchial)	SMG serous (nasal)	Hematopoietic stem cells	NK cells	T cells proliferating	CD4 T cells	CD8 T cells	Plasmacytoid DCs	DC1	Migratory DCs	Mast cells	B cells	Plasma cells	Alveolar Mph proliferating	Monocyte-derived Mph	Alveolar macrophages	Alveolar Mph CCL3+	Alveolar Mph MT-positive	Interstitial Mph perivascular	Classical monocytes	Non-classical monocytes	DC2
SYNM	0.170545473	0.166493893	0.080565828	0.040698422	0.0045522	0.030538737	0.333062005	0.379432224	0.142505615	0.812114503	0.00890158	0.018452788	0.030869947	0.958306885	0.30231459	0.294962541	0.090928582	0.001566595	0.017290231	0.00100222	0.003454901	0.001718534	0.036448283	0.04812992	0.031644561	0.058951398	0.010798891	0.015811429	0.002086861	0.005479747	0.012388479	0.004416749	0.003405208	0.034534985	0	0.014022987	0.006940802	0.027643189	0.030133324	0.009763226	0.025917183	0.00323204	0.012543887	0.01422866	0.024500838	0.055830209	0	0	0	0.000504444	0.002960397	0.008185161	0.003531992	0.001128178	0.002114454	0.000956791	0.003740649	0.002388902	0.003533514	0.000529062	0.0033499
COL4A6	0	0.006069974	0.017505385	0.00389919	0.03391561	0.003067639	0	0.006501796	0.039533501	0	0.031688175	0.028927161	0.01321763	0.445926675	0.057479797	0.027274149	0.009215834	0.024094809	0.008591624	0.010893363	0.052146591	0.005301898	0.007507699	0.012473274	0.028789994	0.003080256	0.073008264	0.035521193	0.17980888	0.119042419	0.013998777	0.035040096	0.002848199	0.005889481	0.008317778	0.011642603	0.021172155	0.008334717	0.004616451	0.003740082	0	0	0.002238168	0	0.007887558	0.019165121	0	0.008837335	0	0.003615746	0.007025353	0.000444999	0.005085483	0.006861207	0.003265669	0.010472329	0	0	0.006579529	0.001010727	0.005434347
HACD1	0.170545473	0.078364592	0.052208863	0.090856527	0.177817399	0.083734936	0.045628748	0.0896239	0.031424399	0.080191542	0.038173768	0.018080421	0.060790221	1.104481262	0.523811307	0.449321929	0.207686439	0.141779362	0.058628756	0.12973771	0.520017846	0.397045456	0.341995412	0.00225003	0.038137277	0.001154182	0.203941927	0.037676774	0.29834844	0.140064819	0.077319282	0.089122219	0.03662129	0.024885489	0.000628753	0.011569571	0.038875373	0.006881619	0.005052302	0.005547043	0	0.183626323	0.042294492	0.122974517	0.074258889	0.041977793	0.053614469	0	0.02354129	0.135829556	0.015760565	0.006967193	0.236213984	0.063539081	0.105130591	0.106401483	0.20207217	0.023733082	0.03848819	0.032484269	0.055765414
FLNC	0.410753483	0.011428457	0.012941521	0.090050841	0.018968538	0.04471658	0.114320031	0.321220213	0.112766952	0.01159918	0.097346323	0.147130018	0.01709256	0.688622442	0.129010543	0.192482948	0.120724487	0.180476093	0	0.000264962	0.017416693	0	0.013967099	0.020495949	0.002829768	0.007898966	0.004151905	0.012144567	0.000668772	0.000702118	0	0	0.000116498	0.029390084	0	0.00130907	0.011762926	0	0.002176774	0	0	0	0.000131213	0	0.000600009	0.000837784	0	0	0	0.007075214	0.000299556	0.000143315	0.002907074	0.001530694	0.001141632	0.001733322	0	0.001082014	0.000916258	0.000650755	0.002692523
ACTA1	0	0	1.97E-05	0	0.000628802	0.000148927	0	0.000299344	0	0	0	0.009693809	0.001137155	0.271985275	0.044448144	0.029185659	0.015402794	0	0.019692341	0.000191762	0.000415171	0	0.000218964	0	0.000669941	0	0	0.000219174	0.000611777	0.014497685	0.00854028	0	0	0.000165299	0	1.82E-05	0	0	0	0.000210965	0.000406149	0	0.00033719	0	0.00023611	0.000840496	0	0	0	0.000172778	0.000205293	0	0	0.000814505	0.000630141	8.03E-05	0	0.00094206	0.001842353	0	0.000755796
NMRK2	0	0	0	0.001288223	0.005774349	0.001733863	0	0.001244941	0	0	0	0.001929278	0	0.262661939	0.028425197	0.021263026	0	0	0	0	0.003117174	0	0.009526721	0	0.001839871	0	0	0	3.35E-05	0.001752	0.023008658	0	0	0	0	0	0	0	0	0	0	0	9.29E-06	0	0.000269612	0.00055092	0	0	0	0	0.003739334	0	0.001693208	0.001201606	0.002225558	0	0	0	0.002074316	0.004601591	0.001670266
DDIT4L	0	0.010939748	0.000399052	0.000824706	0.00035638	0.001373498	0	0.000971965	0.004134261	0.003329802	0.007803697	0.005275768	0.003253208	0.214091668	0.01522455	0.01643548	0.023902497	0.022822038	0	0.000335933	0.004055503	0.001622617	0.009173897	0.009470166	0.001048152	0.019235208	0.018219444	0.035282388	0.026895958	0.007694239	0.001001263	0	0.002119925	0.039945608	0	0.006470882	0.005072579	0.138081934	0.008974169	0.007804124	0.000254749	0	0.001745905	0	0.005893206	0.005653252	0	0	0	0	0.000500115	0.000891084	0.000146132	0.00464125	0.003213591	0.006128243	0.01926793	0.00286067	0.002175643	0.000477406	0.000811116
RASD2	0	0	0	0	0	0.000227502	0	0	0.019396214	0.029349485	0.017104405	0.006423968	0.007291308	0.149981916	0.002074798	0.013082965	0.004143097	0	0.012107627	0	0	0.001976373	6.05E-05	0	0.001975699	0	0	0.00036046	0.002179831	0.014512279	0.010269768	0.012508422	0.000167022	0.000705787	0.019404861	0.004216987	0.001287959	0.003459887	0.009893459	0.010317069	0.026766416	0	0.004504328	0	0.000791882	0.000252462	0	0	0	0.00061971	0	0	0	0.000825006	0.000334062	2.65E-05	0	0.000877652	0.005476892	0.000598365	0.00422463
BTC	0	0.000355552	0.011045089	0.03177971	0.010879517	0.007550645	0	0.006495025	0.056144041	0.00476293	0	0.002455251	0.018120095	0.574914838	0.136752941	0.108890214	0.125434348	0	0.021638414	0.121209857	0.081979553	0.121189526	0.059535632	0.308896444	0.227396358	0.108877889	0.051465172	0.135860514	0.070617674	0.066032161	0.041315132	0.126972029	0.042476462	0.111916263	0.047830037	0.076062405	0.051293574	0.083843484	0.083221564	0.083372077	0.109501207	0.011543546	0.001029656	0.004510951	0.002618284	0.004967348	0	0	0	0.002755127	0.001199356	0.001915816	0.002338709	0.000958622	0.002158831	0.000578291	0.003217053	0	0.008220723	0.000972093	0.004330523
BAG2	0.055282657	0.046945848	0.020304146	0.034821921	0.010895336	0.017112545	0	0.015183796	0.282218872	0.088929546	0.353997337	0.265846714	0.558319721	1.028016954	0.194366432	0.201209329	0.457616632	0.143387498	0.312890179	0.090187506	0.112902939	0.016839821	0.033057641	0.166534383	0.070087371	0.127799254	0.042117553	0.030416221	0.015223097	0.03352731	0.201611937	0.366352531	0.014826486	0.030127029	0.003944151	0.014544548	0.008484289	0.016476629	0.007763336	0.015583375	0.013410401	0.017754758	0.112964208	0.028040544	0.118190394	0.105730137	0.038767243	0.052174842	0.077188185	0.046155331	0.080277828	0.050938651	0.088476404	0.022243463	0.041275616	0.042505145	0.04176987	0.04615758	0.008345114	0.01698304	0.048141941
SLITRK3	0	0	0	0.000154364	0	0	0	6.98E-05	0	0	0	0.018559756	0.005299395	0.154202292	0	0.001325713	0.045373749	0	0	0	0.000758849	0	4.02E-05	0	3.57E-05	0	0	0	0	0.001710967	0	0.029835808	1.19E-05	0	0	0	0	0.000668128	0	0	0	0	0	0	0.000170947	0	0	0	0	0	0	0	0	0.000280478	0.000305885	0	0	0	0.000174339	0	0.000302263
PDE5A	0	0.196749266	0.054447818	0.025789849	0.037510094	0.035799064	0.005189816	0.025223857	0.547244813	0.511856443	0.021738049	0.22442082	0.426622456	1.162245078	0.478701072	0.504310075	0.49937406	0.053773122	0.100350173	0.024234911	0.078002187	0.029594505	0.074370632	0.009980883	0.057820183	0.00711232	0.015550248	0.018596402	0.027896105	0.024451102	0.052377995	0.087775974	0.053619305	0.03480421	0.000316452	0.005084549	0.006563478	0.01558189	0.007453781	0.006499123	0.004428046	0	0.022044552	0	0.012633127	0.015295319	0	0	0.02354129	0.015333201	0.014528762	0.035069744	0.010470751	0.014560331	0.015036567	0.011760965	0	0.004362433	0.011687454	0.013523751	0.024032674
TNFRSF11B	0	0.160906597	0.106847198	0.031734725	0.268777798	0.074248327	0	0.000934561	0.044220788	0.031773154	0.051080767	0.036048503	0.208808871	0.708274247	0.032922284	0.054931635	0.119660427	0.250855406	0.092195182	0	0.011414779	0.001976373	0.002845604	0.000996932	0.005668964	0	0.001970079	0.00305544	0.009494216	0.003879376	0.063769858	0	0.007905751	0.001292769	0.007188679	0.002531733	0	0.003641228	0.20418991	0.008391351	0.000219806	0.00656127	0.003957747	0	0.000194183	0.001503777	0	0	0.2639014	0.000319975	0.00409188	0.000467748	0	0.000575067	0.000645369	0.001086069	0	0.00045506	0.000865573	0.000524216	0.014487813
SGCA	0	0.003390958	0.001354254	0.000202568	6.71E-05	0.000424551	0	0.000361971	0.086723898	0.497573966	0.003924685	0.144491636	0.534644468	0.954255976	0.518349833	0.424791069	0.434201648	0	0	0	0.004694836	0.002077843	0.001587738	0	0.004232049	0	0.001071332	5.96E-05	0.015535248	0.00692717	0	0	3.07E-05	0.000208273	0	0.000989798	0	0	0	0.002171274	0	0.001393271	0.000836536	0.009550039	0.001036894	0.01816725	0.018418701	0	0	0.002997065	0.024160192	0.000200375	0.000356519	0.006944961	0.002124999	0.000405472	0.00091736	0.003186102	0.005281795	0.002964303	0.002664357
SMOC2	0	0	0.000227602	0.000798975	0.00053528	0.004434536	0	0.010451171	0.373940138	0.03551539	0.317243267	0.431396493	0.228178492	1.127877586	0.445979639	0.433324543	0.031932604	0.397521159	0.437061395	0.05652637	0.016527238	0.002963377	0.027538416	0.002752698	0.023741823	0	0.027475272	0.003470573	0.142223894	0.045349991	0.159224089	0.134807117	0.034206165	0.006739449	0.003738584	0.007172713	0.01871589	0.003881353	0	0	0	0	0.005649401	0.007227136	0.005904981	0.010398942	0	0.008837335	0.009971134	0.017464983	0.00836297	0.001093887	0.000297071	0.008137813	0.006794992	0.000131758	0	0.007049952	0.007654142	0.002530506	0.00428113
CSRP1	0.23646468	0.604077593	0.449176007	0.560576946	0.614279472	0.486651964	0.033152725	0.166607956	0.493478721	0.917011905	0.61698532	0.476086843	1.441488974	2.833930885	1.831483653	1.564416066	1.087421742	0.429106103	0.437529497	0.409406409	0.584091168	0.443217886	0.312965546	0.176727539	0.224954775	0.126967992	0.458399621	0.249576737	0.334081036	0.279845415	0.360888911	0.252166316	0.234794556	0.246973018	0.017577012	0.145957295	0.17934446	0.197545642	0.191653132	0.204087614	0.189793862	0.160595654	0.151869552	0.314559024	0.14613044	0.198051555	0.070263553	0.469085237	0.54409798	0.165131716	0.074830635	0.090222375	0.367069116	0.281493517	0.325594801	0.391216336	0.31020945	0.227820273	0.155512581	0.157384062	0.232933469
SPEG	0	0.003085596	0.001811227	0.046858033	0.020615734	0.00618966	0	0.00321765	0.020081355	0.006278374	0.043491632	0.010657917	0.020533981	0.751222893	0.38989858	0.343537918	0.101236971	0.122257026	0.044666982	0.033752133	0.011909667	0.00203878	0.008997049	0.006777951	0.006524674	0	0.016750983	0.003309067	0.017247758	0.011614963	0.036873618	0	0.009306882	0.005164286	0.003733171	0.004992613	0.009924875	0.007891359	0	0.000359617	0.025562466	0	0.005763408	0.021083936	0.006052299	0.004393696	0	0	0	0.00923033	0.004102176	0.019044415	0.003394918	0.00923127	0.011083773	0.019580383	0.039984453	0.009705113	0.013878538	0.009207851	0.005620895
BCHE	0	0.000324443	0.030776086	3.96E-05	0.034881419	0.003939915	0.051377146	0.082442151	0.022481379	0.169100498	0.26569273	0.346126888	0.330535631	1.337712283	0.069145106	0.125954618	0.668104389	0.831026442	0.034591437	0.000299728	0.015703904	0	0.007282244	0	0.006219999	0	0.000508552	0.001011411	0.003303006	0.000403749	0	0	0.000516534	3.26E-05	0	0	0	0	0	0.000244227	0.002178853	0	0.01299122	0	0.009369937	0.004739822	0.016741088	0	0	0.005471316	0.013555893	0.000599347	0.004119106	0.010608938	0.010012854	0.002348949	0	0.000883091	0.012709302	0.002887404	0.003829188
SMTN	0.516386387	0.20311479	0.1939168	0.221464915	0.212338411	0.211878462	0.334473266	0.456393765	0.149088855	1.096084606	0.485619373	0.219833663	0.35369961	1.646046611	0.698768943	0.621208954	0.43067854	0.032483148	0.129157958	0.00784346	0.055170769	0.135254485	0.051063683	0.008174404	0.017169913	0	0.138337003	0.02758014	0.06102733	0.060549944	0.066716259	0.114640613	0.021868807	0.020051846	0.005990552	0.0161467	0.014209475	0.02314334	0.015068624	0.012819094	0.005489421	0.004033421	0.032505413	0.111670364	0.018423402	0.018411394	0	0.016983178	0	0.02231951	0.02124835	0.018487519	0.055463742	0.021122485	0.014016947	0.014844899	0.015666826	0.024142213	0.01449705	0.012822406	0.01776762
KCNMB1	0	0.154261994	0.050514945	0.033892256	0.046949814	0.010438354	0	0.001843413	0.066162064	0.022016828	0.149757961	0.040840851	0.040840098	1.571516425	0.960997103	0.622795453	0.257792006	0.001566595	0.001439505	0.002505854	0.168530903	0.044282338	0.009128148	0.011190694	0.009171433	0.008698577	0.002378314	0.004963176	0.00379805	0.004466243	0.007048025	0	0.004990249	0.003734209	0.008694038	0.003041882	0.001891168	0.001193688	0	0.004234332	0.000778486	0.011543546	0.007783045	0	0.014659158	0.007484933	0.086490044	0.161472878	0.083723495	0.332203395	0.003481848	0.011444791	0.108966705	0.075669288	0.042631235	0.044210748	0.021118471	0.111278632	0.109769292	0.094541144	0.292054503
HSPB3	0	0	2.15E-05	0.000194706	0	0	0	0	0	0.008091751	0.003924685	0.003598542	0.076796742	0.435728961	0.05133634	0.033230897	0.165064497	0	0	0	0	0	3.33E-05	0.000490354	1.74E-05	0	0.000508552	5.86E-05	0.000303678	0.000296337	0	0	1.19E-05	8.58E-05	0	0.000134117	0	0	0	0	0	0	1.60E-05	0	0	0.000134167	0	0	0	2.54E-05	9.18E-05	0	0	5.06E-05	0.00010674	0.00014232	0	0	0.000143879	0	0
PGAM2	0	0.001321441	0.000172539	0.002093622	0.002085235	0.001339482	0	0.000113621	0.002344877	0	0	0.000256019	0.000250729	0.410433392	0.049878183	0.025433462	0.000833182	0	0.050694379	0.001562893	0.000481526	0	0.000572593	0.005789391	0.002191988	0.013742437	0.00082138	0.001890943	0.000729238	0.001163677	0.025002517	0.05517966	0.000244568	0.002197548	0.006102101	0.000276757	0	0	0	0	0	0	4.94E-05	0	0.000135846	0.000281158	0	0.010138966	0	0.000150622	0.00410045	0.011930351	0	0	0.00036579	0.000391996	0	0	0.000876211	0	0.006712559
RAMP1	0	0.001356796	0.012509713	0.005902898	0.006411855	0.018709733	0.01772375	0.014323334	0.044709209	0.0401135	0.216656843	0.148212014	0.6279003	2.321799025	0.844304335	0.725808906	1.001943067	0.301822623	0.012107627	0.059672286	0.012165705	0.004678396	0.025782331	0.727738593	0.422646043	0.711888868	0.027034645	0.034759197	0.03751967	0.053304751	0.045346451	0.01280795	0.115901698	0.301805386	0.260998929	0.164804925	0.342723867	0.013718586	0	0.006530545	0.002562323	0.127457998	0.369068361	0.011533897	0.016563103	0.042146706	0.069304514	0.489049135	1.0435456	0.001825471	0.069538369	0.027228411	0.007044818	0.026352721	0.01115236	0.015749282	0.018779814	0.043070348	0.026237012	0.04235261	0.537323755
SH3BGR	0	0.070486837	0.003822109	0.013865398	0.036479394	0.017888521	0.006939523	0.02261442	0.010952135	0.011752998	0.034693109	0.019864741	0.021517998	0.64160736	0.135626809	0.133053094	0.045858227	0.027235752	0.133586558	0.080114617	0.046813288	0.045123419	0.037120278	0.034198825	0.044607405	0.01421903	0.009849173	0.04164043	0.025996913	0.029164841	0.074996089	0.039456845	0.089533603	0.046242089	0.014857214	0.050185693	0.015174344	0.079454228	0.029641497	0.05510609	0.04675899	0.004033421	0.013435075	0	0.009893607	0.007176544	0.078677471	0.008837335	0	0.000755604	0.015941413	0.012719424	0.016987466	0.019412438	0.025089196	0.04841341	0.010025699	0.012401196	0.007249922	0.008177501	0.017549367
SBSPON	0.5404449	0.008668277	0.008015347	0.003577659	0.015797709	0.000974861	0.09257062	0.272352516	0.202553683	0.00318752	0	0.013943541	0.011465385	1.411127806	0.500490402	0.320260362	0.255911757	0.228112081	0.008591364	0.001341719	0.23888073	0.007764455	0.006601521	0.001057499	0.005303311	0	0.001206186	0.001274173	0.002252726	0.001364589	0	0	0.006262057	0.000227317	0.001281931	0.002120674	0	0.039767852	0.017408045	0.030656124	0.093023902	0	0.01650049	0	0.007522497	0.007522169	0	0	0	0.000719507	0.011216073	0	0.002948171	0.006091919	0.006394786	0.000212152	0.001410361	0.000897507	0.002215322	0.002674099	0.004620803
PNCK	0	0	0	0.003241512	0.00589299	9.46E-05	0	0.010503776	0	0	0	0.000361301	0.000288824	0.398387593	0.001118926	0.001542144	0.001619198	0	0	0.000148153	0	0	0.00352316	0.000334285	0.003016465	0.002271348	0.00346522	0.011650407	0.009579886	0.011489625	0	0	0.002454884	0.009920468	0.000664707	0.002847161	0.000812663	0.000893509	0.010366011	0	0	0	0.002046787	0	0.002933103	0.001730355	0	0	0.02354129	0.000189164	0.006080687	0	0.005172214	0.002177365	0.004291484	0	0	0	0.001736888	0	0.000993537
ALDH1B1	0.06258885	0.025012625	0.042621206	0.026777498	0.05018224	0.068580135	0.015875585	0.057018342	0.140401616	0.051975123	0.08105969	0.056425194	0.081046167	0.901823949	0.140118813	0.148418957	0.140310078	0.057561283	0.068240957	0.056680821	0.082584205	0.053035411	0.044527462	0.027400103	0.01572768	0.018499468	0.078572178	0.042994995	0.045630852	0.047801508	0.116780807	0.051054459	0.046012456	0.037776881	0.004525813	0.028547747	0.028883858	0.033261944	0.049692501	0.017439639	0.028919041	0.007422627	0.016516096	0.008052284	0.027999262	0.021194542	0	0.010319349	0.009971134	0.023023859	0.021496491	0.021114228	0.024739497	0.019353603	0.033954649	0.039193144	0.016882895	0.029596873	0.010355808	0.020075052	0.018471891
FAM83D	0	0.015458016	0.002116799	0.005652573	0.013012359	0.071412057	0.002796104	0.012388064	0.014316367	0.005560035	0.021426825	0.024870626	0.009100176	1.292624322	0.019589973	0.076731181	0.104343466	0.003104281	0.046161904	0.003918718	0.001308559	0.184758071	0.019396124	0.036067083	0.02513081	0.080187	0.195053224	0.133476533	0.036343195	0.092009718	0.039781851	0.104610366	0.018180173	0.413388334	0.071991286	0.381479196	0.224174797	0.014708941	0.096723007	0.003945478	0.008279176	0.011193489	0.045252822	0.104828647	0.040096049	0.08761623	0.016741088	0.01722958	0.033512424	0.008594855	0.043364897	0.013963446	0.096331205	0.004483043	0.004642718	0.000360936	0	0	0.005976438	0.006222902	0.02477989
HSPB7	0	0.003065622	9.77E-05	0.001524178	0.000689182	0.001189154	0	0.000336554	0.079329116	0.0564072	0.011909394	0.023847917	0.099329514	1.215832502	0.278760707	0.315537576	0.456168482	0.117426035	0	0	0.003571004	0.0011994	0.001633405	0.000246163	0.001953015	0	0	0.00028146	0.000854393	0.000790008	0.019172402	0	0.000503496	0.000703662	0	0.000492941	0	0.000797565	0.005052302	0.001080057	0.00195401	0	4.51E-05	0	0.000110758	0.000239216	0	0	0	0.000345547	0.001781942	0	0	0.001092651	0.00035893	0.000172563	0	0.001109034	0.00045197	0.002290095	0.000208771
DES	0	0.015025156	0.012152363	0.008292408	0.004003328	0.003305086	0	0.001699888	0.019144796	0.03688707	0.681785313	0.030636289	0.039524859	3.571436025	1.643653098	1.10359131	0.952517896	0.323100713	0	0	0.002765659	0.000793938	0.004282453	5.24E-05	0.003346597	0	0	0.000299084	0.000950033	0.000229337	0.002172333	0	0.003226383	9.69E-05	0	0.000906219	0	0	0	0.002041944	0	0	0.002011567	0	0.00373439	0.005893858	0	0	0.03769964	0.00410641	0.003673516	0.003399477	0.003101032	0.003392063	0.003433477	0.002398693	0.003907802	0.000882642	0.0074183	0.00509474	0.002435154
CNN1	0	0.002308402	0.003677733	0.005297802	0.002463947	0.002156187	0.01983899	0.003308516	0.069723363	0.569555745	0.037406604	0.088773058	0.099427609	3.103794465	1.230853738	1.117219872	0.590412165	0.042575283	0	0	0.004702406	0	0.001825176	0.007532532	0.027121544	0.00217006	0	0.000800129	0.011233736	0.007194862	0.000660878	0	0.002734896	0.00039294	0.008904919	0.00122634	0.00371314	0.005905337	0.024328171	0	0.000563746	0	0.006935736	0.00467862	0.004862619	0.006606543	0.035159789	0.006844212	0	0.002803798	0.001548321	0.006051442	0.001565084	0.004996135	0.005017093	0.000139657	0	0.000974581	0.003813154	0.008945599	0.009343276
ACTG2	0	0.008214644	0.005757491	0.002165321	0.025010838	0.008678303	0	0.004517491	0.046845321	0.304686237	0.001675533	0.018579882	0.135734883	4.69657551	1.596306378	1.641291745	0.744587426	0.042575283	0	0.004811728	0.013230926	0.008661812	0.003718249	0.001766778	0.007017903	0	0.001636563	9.67E-05	0.019407815	0.010722245	0.000508149	0	0.001745466	0.008308806	0	0.003722043	0.0003674	0.008193334	0.007835379	0	0.000546527	0	0.02027281	0	0.0137549	0.013311773	0	0.006844212	0.042350233	0.004181012	0.006814619	0.007378998	0.007393731	0.009332864	0.005564104	0.00096615	0.008456149	0.001369923	0.00997279	0.002475203	0.008868993
FXYD1	0.06258885	0.014989778	0.020862332	0.00799426	0.007503688	0.016619372	0	0.009632166	0.963556866	1.843457813	0.823066933	0.90472357	1.163242067	1.141408829	0.788821283	1.159807741	0.837052778	0.431630634	0.065524007	0.05718219	0.006101559	0.012873601	0.019567615	0.210400823	0.484826324	0.041908321	0.043742622	0.042197791	0.103922517	0.045190313	0.010826188	0	0.04587011	0.024906791	0.03779467	0.017249833	0.018813738	0.00392486	0.008952567	0.013394811	0	0	0.02460134	0.107691103	0.116507169	0.062920296	0.016741088	0.005239528	0.06984002	0.13734706	0.068013261	0.023335901	0.007627806	0.012486057	0.008637505	0.013973933	0.007380743	0.098087062	0.013522757	0.01666652	0.034885551
MAP3K7CL	0.055282657	0.043832069	0.03402963	0.041972736	0.019616782	0.032220081	0.046757772	0.075242247	0.085338162	0.093776625	0.009643565	0.036200712	0.036760944	0.452880474	0.583403412	0.547512861	0.053800705	0.018442888	0.052500569	0.005235761	0.023208041	0.02465779	0.045919866	0.028513262	0.054196421	0.123322233	0.008416576	0.013499718	0.020649854	0.01025085	0.038429012	0.008682749	0.016774584	0.015884242	0.011902936	0.009100164	0.016280806	0.007717685	0.011434146	0.009938709	0.000845443	0.042089925	0.058857142	0.003541334	0.036254325	0.041450744	0	0.061216631	0.02354129	0.016976989	0.093520416	0.008354602	0.129341822	0.108730838	0.089563733	0.062621552	0.015796429	0.031206927	0.177440066	0.19793868	0.044375698
NTRK2	0	0.135848264	0.29667011	0.163488699	0.020409864	0.007291486	0	0.009608375	0.313442619	0.010548434	0.205762945	0.119160454	0.022051932	0.192112075	0.693160577	0.607917287	0.030084423	0.010530055	0.034591437	0	0.006514767	0.003921983	0.006021758	0.037753166	0.046292732	0.011486694	0.081182022	0.016763851	0.039308203	0.028885369	0	0	0.001567103	0.008224543	0	0.007180802	0.014257736	0.00324977	0	0.005818664	0	0	0.016281331	0	0.036390141	0.014812881	0.018418701	0.097270283	0.046023855	0.001305862	0.006375479	0.002194067	0.000422006	0.008548809	0.007609282	0.002904277	0	0.00051322	0.005761968	0.00375656	0.012399953
