UID	Lymphatic EC proliferating	EC aerocyte capillary	EC general capillary	EC arterial	EC venous pulmonary	EC venous systemic	Lymphatic EC differentiating	Lymphatic EC mature	Peribronchial fibroblasts	Pericytes	Subpleural fibroblasts	Adventitial fibroblasts	Alveolar fibroblasts	Smooth muscle FAM83D+	SM activated stress response	Smooth muscle	Myofibroblasts	Mesothelium	Neuroendocrine	AT0	AT1	AT2 proliferating	AT2	Multiciliated (nasal)	Multiciliated (non-nasal)	Deuterosomal	Hillock-like	Club (nasal)	Basal resting	Suprabasal	Ionocyte	Tuft	pre-TB secretory	Goblet (nasal)	Goblet (subsegmental)	Club (non-nasal)	Goblet (bronchial)	SMG duct	SMG mucous	SMG serous (bronchial)	SMG serous (nasal)	Hematopoietic stem cells	NK cells	T cells proliferating	CD4 T cells	CD8 T cells	Plasmacytoid DCs	DC1	Migratory DCs	Mast cells	B cells	Plasma cells	Alveolar Mph proliferating	Monocyte-derived Mph	Alveolar macrophages	Alveolar Mph CCL3+	Alveolar Mph MT-positive	Interstitial Mph perivascular	Classical monocytes	Non-classical monocytes	DC2
PLEKHH2	0	0.069477808	0.026241649	0.013395165	0.020018903	0.007899858	0.049551581	0.072624111	0.992842885	0.792316484	0.19194923	0.556009995	1.267699464	0.375203353	0.310680065	0.402188277	0.644248021	0.16247544	0.143835093	0.143013198	0.308870722	0.12554787	0.060530394	0.195156689	0.121147783	0.065081052	0.066198531	0.178352825	0.115400541	0.107678322	0.066379059	0.016215717	0.119185197	0.168049329	0.048568988	0.070404584	0.113425335	0.126941144	0.055506844	0.031253896	0.029701599	0.001393271	0.016071568	0	0.039913956	0.035663123	0	0	0.009971134	0.031651151	0.018467322	0.036803842	0.021852414	0.015447523	0.015165121	0.001682067	0.00270204	0.007923085	0.008959607	0.006743201	0.015164999
HGF	0	0.034925391	0.024223536	0.003573243	0.028067017	0.026196935	0.068011981	0.083392936	0.234642662	0.565379833	0.14816687	0.385010968	0.6363678	0.078371219	0.072969298	0.133596826	0.102162913	0.05414426	0.155330387	0	0.003007401	0	0.001970767	0.004331792	0.002825005	0.00125547	0.000176759	0.001803492	0.002741155	0.001673375	0.002416153	0	0.001712	0.000662177	0	0.000218009	0.001460997	0	0	0.00187585	0.000219806	0.009964637	0.006551736	0	0.005584137	0.002296778	0	0.008837335	0	0.046702388	0.010409768	0.008522743	0.004329552	0.043661113	0.013026568	0.023943442	0.01210712	0.1267536	0.066969697	0.081621416	0.066712603
ADAMTSL2	0	0.165348	0.090767279	0.029407603	0.031651529	0.016018435	0	0.004137977	0.096697199	0.08419734	0.05308491	0.142021082	0.380695684	0.002922966	0.012600332	0.04480376	0.051537356	0	0.022590762	0	0.004921531	0	0.003760905	0	0.002679688	0	0.000492191	0.000305759	0.00407656	0.001456156	0.021907898	0	0.002483437	0.00016711	0	0.00062854	0.0003674	0.000668128	0.000734405	0	0	0	0.007743613	0	0.010751461	0.00572501	0.016741088	0	0	0.00151398	0.007863021	0.002293176	0.00316046	0.0082359	0.005953061	0.020534377	0.004437586	0.003754492	0.008352212	0.003275065	0.012595204
CCBE1	0	0.014713884	0.02814953	0.006239364	0.011388121	0.019537814	0.04525716	0.013490318	0.302813048	0.128473843	0.045863554	0.410627177	0.889578233	0.045377234	0.001065857	0.078053708	0.435782153	0.231835743	0.001439505	0.00092689	0.284255614	0.056002932	0.026869347	0.021675617	0.028532623	0.001154182	0.005368733	0.060982688	0.00917014	0.020235471	0.032203106	0.017682894	0.00604047	0.011627092	0.015396857	0.046509004	0.000916613	0.00253345	0	0.001196908	0.002330774	0.066664767	0.022272108	0	0.014674043	0.019462202	0	0	0.03276159	0.011389808	0.025712596	0.000581989	0.003053792	0.021801744	0.02009407	0.024672969	0.003378063	0.004723404	0.013416762	0.017697218	0.020717068
SLC38A5	0	0.010701825	0.00177485	0.006399516	0.009559678	0.047191634	0	0.027167881	0.364751441	0.148026215	0.15804507	0.216289971	0.621456249	0.029757377	0.005639336	0.022443232	0.054635683	0.12227196	0.004643834	0.053631663	0.035238598	0.064603532	0.030504144	0.001173723	0.010332371	0.005390252	0.306508663	0.019565234	0.150072848	0.142455014	0.009761619	0.03298733	0.068071484	0.025728008	0.016237803	0.046785163	0.020895518	0.117268605	0.035913565	0.037716963	0.000751193	0.111300815	0.086694861	0.172044408	0.064745042	0.092196729	0.136411779	0.090832831	0	0.025909095	0.090282355	0.158200109	0.002763236	0.011472809	0.002598504	0.011003731	0.001041216	0.006520045	0.005674257	0.00442218	0.009628844
GRIA1	0	0.009354874	0.004469811	0.014987584	0.007803206	0.024098512	0.047387743	0.072560598	0.028264248	0.031602264	0.007803697	0.08831253	0.354883516	0.006429808	0.000425946	0.007939739	0	0.040519173	0.041958968	0.012969221	0.008981696	0.003921983	0.012572009	0.000135924	0.011140244	0	0	0	0.025833357	0.00076669	0	0	0	8.98E-05	0	0.000292178	0.0003674	0	0	0	0	0	0.009693087	0	0.009958095	0.016848146	0	0	0	0	0.011845713	0.002702488	0.002475668	0.008179041	0.007375583	1.96E-05	0	0.00033073	0.012018591	0.007566119	0.00809074
FBLN5	0.06258885	0.014055871	0.024871121	0.631785992	0.022510779	0.011243704	0.042187901	0.168120876	1.368736759	0.406406709	0.557724537	1.254304309	1.678979724	0.425145811	0.094159992	0.191480055	0.561195655	0.135271218	0.018528833	0.30119059	0.403304935	0.189113026	0.134392075	0.316658597	0.166978167	0.169029586	0.009102549	0.063170895	0.06376576	0.031656933	0.052923627	0.004416749	0.098783776	0.122880662	0.035974719	0.112399205	0.20345411	0.125883345	0.061814669	0.109230301	0.058304178	0.001393271	0.040053296	0.038570198	0.131141356	0.083939714	0	0.010138966	0.009971134	0.015848852	0.01348843	0.006077812	0.011621564	0.052529336	0.019883742	0.003512555	0.023365537	0.020339879	0.013928449	0.013036426	0.005951341
ENPEP	0	0.082217287	0.000492561	0.014559775	0.011670425	0.000359245	0	0.013979315	0.05668062	0.103209465	0.121573306	0.142576867	0.363888208	0.00459898	0.060205156	0.130293974	0.000255269	0	0	0	0.003440292	0.006210628	0.020105001	0	0.024086448	0	0	0	0.002542167	0.001395817	0	0	0.011165128	2.39E-05	0	0.000434511	0	0	0	0	0.000232784	0	0.005170436	0	0.008670156	0.008409013	0	0	0	0.009537501	0.013805588	0.002173474	0.002847682	0.007651804	0.014167129	0.029460056	0	0	0.006824153	0.003521003	0.007373834
CDH11	0	0.003797122	0.030469142	0.171422724	0.522844497	0.123883333	0.089003011	0.087268148	0.962944335	0.193284999	0.59632172	0.57443419	1.111787324	0.06976205	0.048848473	0.171565255	0.220979314	0.348725551	0	0.003007105	0.013012837	0.083540843	0.037663991	0.001012311	0.006450502	0	0.070676851	0.020368821	0.112298655	0.066911809	0.038407255	0	0.040415719	0.004440366	0.02926657	0.018145115	0.008822422	0.0827914	0.004616451	0.018688105	0.017725974	0	0.00407798	0	0.002615066	0.009548835	0	0	0.009971134	0.004197894	0.001799759	0.00314331	0.001857818	0.005236724	0.007844016	0.001442112	0.009568849	0.005956868	0.003451371	0.001753487	0.005080149
CAMK2N1	0.115262817	0.005311336	0.031672288	0.004446487	0.010395871	0.005355469	0.176044108	0.050111677	0.44263276	0.691032974	0.118767925	0.34216203	0.983699296	0.303328045	0.285123923	0.304758917	0.170081252	0.07725134	0.225941368	0.00099765	0.001353627	0.009730112	0.007345361	0.000177956	0.0017102	0.001015879	0.077719149	0.002413969	0.013059107	0.012476444	0.086379457	0.200026201	0.015442856	0.007902278	0.006102101	0.006680551	0.000711105	0.012978289	0	0.004123191	0.080618166	0	0.011331208	0	0.028539453	0.046238826	0	0	0	0.014083066	0.003333366	0.003851988	0.004568766	0.003053267	0.002306545	0.000904581	0.010704856	0.007728617	0.002119658	0.001854148	0.002808965
SPON1	0	0.017567767	0.00731897	0.03765563	0.038178695	0.01677781	0.016836826	0.030699229	0.955792532	0.276861831	0.321980793	0.644992593	1.029014982	0.082515249	0.050427554	0.152675659	0.438887956	0.237687928	0.030862221	0.002786854	0.058311286	0.032927995	0.053325947	0.002067364	0.027177878	0	0.018725769	0.015854347	0.083802282	0.04641932	0.025896562	0	0.029572212	0.015465078	0.053180946	0.038569766	0.005160968	0.008199816	0.004759479	0.000766557	0.007378235	0.046870267	0.059882125	0.085035802	0.068565856	0.065228864	0.016741088	0	0.042350233	0.022862226	0.110883944	0.01547032	0.008055237	0.016377843	0.013303666	0.011153621	0.012341158	0.007502132	0.011093726	0.015003541	0.011099899
LUM	0	0.039705867	0.032400642	0.03219217	0.02020507	0.031245405	0.003361608	0.042829846	3.536043588	1.640325563	2.501129967	2.8213924	3.306722262	0.214046841	0.151630492	0.23219209	1.401194875	0.067352257	0	0.021304064	0.081711332	0.070626823	0.046505152	0.000679837	0.030511398	0	0.003260521	5.26E-05	0.030192649	0.00791184	0	0	0.09114206	0.010081969	0	0.009691992	0.013850352	0.001271721	0.005277007	0.014312298	0	0.054824807	0.031583064	0	0.029020816	0.043424932	0	0.006844212	0.092476165	0.059664255	0.025971765	0.039820557	0.024659574	0.027310174	0.027612659	0.026854672	0.00091736	0.065570426	0.037559368	0.017024505	0.019554318
VGLL3	0	0.015583578	0.003881397	0.006344683	0.013849729	0.010135772	0.004818228	0.005395218	0.198567408	0.185297795	0.169857952	0.566262214	0.891278804	0.249344038	0.123601595	0.199327357	0.164226402	0.382070605	0	0.001471248	0.019753867	0.004882895	0.023340658	0.001229124	0.066179873	0	0.010932865	0.004197173	0.046921841	0.019685094	0.010587464	0	0.008693124	0.041709745	0.001691215	0.012265837	0.001768042	0.002362564	0.004759479	0	0	0	0.005405158	0.004510951	0.007852905	0.014639326	0	0.097270283	0	0.001571046	0.007756264	0.010317318	0.102324244	0.009434398	0.121844604	0.086292654	0.007614533	0.008502492	0.004712124	0.003609111	0.005838355
HSD11B1	0.06258885	0.000398511	0.004928683	0.000100562	0.000518759	0.000831568	0.001626877	0.001664947	0.464297719	0.144306323	0.253749637	0.514823358	0.721613076	0.028767885	0.001236621	0.005891661	0.318593526	0.008520737	0	0	0.001653657	0	0.001795888	0.001034481	0.00216312	0.10389592	0.032288812	0.001589966	0.002227528	0.01084832	0	0	0.00695918	0.004346993	0	0.002033799	0.000711105	0.001607595	0.005277007	0	0	0	0.001242125	0	0.002517721	0.001944388	0	0	0	0.004486044	0.000343333	0.001590459	0.019453437	0.026143398	0.014117144	0.027854619	0.003235735	0.019159767	0.010530674	0.013993381	0.006810624
ANGPT1	0	0.065237765	0.014033317	0.017363895	0.008263955	0.013886178	0	0.007243578	0.336361427	0.374441163	0.028820595	0.232541121	1.071137309	0.2151514	0.392676085	0.463466628	0.438137504	0	0.006083339	0.040494003	0.005666124	0.002077843	0.019091779	0.014268781	0.046721271	0.003080256	0.011459383	0.00728544	0.033660265	0.017636043	0.025699971	0.036189878	0.011095811	0.006571042	0.000316452	0.045147568	0.014499412	0.066616453	0.025334423	0.052094702	0.011158732	0.337307943	0.020005417	0	0.026577153	0.01980136	0	0	0.009971134	0.025293585	0.01674633	0.004705575	0.006310913	0.015418851	0.009501548	0.000646023	0	0.009263177	0.018283105	0.0148146	0.018280022
SLC66A1L	0	0.001303783	0.003897618	0.003506257	0	0.001232429	0	0.014747954	0.127460035	0.028612859	0.01266367	0.14689964	0.364763683	0.001695841	0.000381383	0.002650408	0	0	0	0.004769149	0.031911839	0.020421767	0.038160944	0	0.006836019	0	0.007679104	0.002131649	0.013611583	0.00727621	0.000660878	0.004416749	0.012046724	0.001880995	0	0.002833033	0.0003674	0.007191624	0.007739291	0.01174603	0.015912657	0	0.01360404	0	0.000399389	0.001230883	0	0	0	8.01E-05	0.017388406	0.008138095	0.000984893	0.004548535	0.001251686	0.000417941	0.002172382	0.00249518	0.001145582	0.001144652	0.000607821
SVEP1	0	0.01495282	0.002507996	0.000769575	0.030219346	0.007159141	0.003361608	0.009263609	0.497466107	0.201278202	0.29052944	0.906571484	1.070097363	0.021037264	0.002803734	0.013208742	0.024067729	0.217531621	0.069090575	0	0.018257748	0.019638714	0.005669373	0.004034375	0.041918875	0.005552987	0.000508552	0.002567398	0.008377201	0.00487651	0.01551776	0	0.001989325	0.001568052	0	0.003534532	0.004361474	0.001450232	0.005277007	0.016156788	0	0	0.013560967	0	0.006908477	0.010036492	0	0	0.067538845	0.002763616	0.011892097	0.002808716	0.007466833	0.013143563	0.011042347	0.003257096	0.002684113	0.003152771	0.006919517	0.015638154	0.008592631
CCK	0	0.006514771	0.005600194	3.62E-05	0.000854679	0.000756107	0	9.78E-05	0	0.052880954	0	0.027408826	0.264380612	0	0	0.004194931	0	0	0	0.001157597	0.00817613	0	0.004519976	0.006487013	0.000701973	0.04350499	0.014849498	0.018035204	0.001237991	0.009842033	0.015896933	0	0.003545701	0.092546549	0	0.0094706	0.011863068	0.002869636	0	0.004623273	0	0	0.00189503	0	0.000685179	0.000581404	0	0	0	0.000734611	0.000272268	0.000396304	0	8.74E-05	0.000589891	0.000611464	0	0.000437246	0.000331606	0.000298771	0.002697995
BMP5	0	0.003195085	0.00305395	0	0.016108861	0.001494289	0	0.002909456	0.237526393	0.143906102	0.011638088	0.151415646	0.489165281	0	0.007894335	0.055464935	0.080506533	0	0.064263714	0.04922875	0.005158105	0.006978461	0.005224395	0	0.011336013	0	0	8.66E-05	0.008080532	0.011104832	0.008827365	0	0.002813202	0.000272254	0	0.001237176	0	0	0	0	0	0	0.006785733	0	0.006516686	0.006490075	0	0.006844212	0	0.002552287	0.00758916	0.000283575	0.000455325	0.004104688	0.004956427	0.000220094	0	0.005697661	0.005628334	0.002704222	0.003674791
SCN7A	0	0.005115223	0.003456496	0.005118285	0.002934858	0.002023324	0.045288947	0.002948638	1.562580605	0.900945245	0.383274563	0.771424875	1.795986734	0.110017231	0.369103428	0.394385298	0.706716563	0	0.060705351	0.00217336	0.011622703	0.00594634	0.005367313	0	0.010540801	0	0	6.17E-05	0.000904497	0.000590649	0.039044928	0.124738977	0.00539933	0.000162141	0	0.001654525	0	0.000340644	0	0.004162953	0	0	0.003946314	0	0.014622141	0.004157466	0	0	0	0.042925118	0.002130504	0.009892382	0.005229154	0.004127982	0.002794546	0.001561844	0.00091736	0.00603073	0.010932119	0.003536221	0.004998611
LRRN3	0	0.012361993	0.012955842	0.072290171	0.010763729	0.001280825	0	0.0058083	0.087346225	0.148368334	0.025261216	0.047806183	0.309786154	0	0.003388104	0.018578566	0.014893224	0	0	0.00100222	0.001186705	0	0.006406223	0.003947221	0.002897554	0	0	0.000502222	0.000741438	0.000963323	0	0	0	0.000987329	0.000837515	0.001607101	0	0	0	0	0	0	0.000311328	0	0.041218138	0.016492787	0.016741088	0	0	0.000452275	0.000319522	0	0.002073883	0.00047682	0.001055767	0.000170022	0	0.000641553	0.000295018	0.000840797	0.000457313
ADAMTS8	0	0.002579298	0.001587909	0.002648424	0.001046027	0.001991611	0	0.004700321	0.309953042	0.290751548	0.014822529	0.13941452	0.929389422	0.326759252	0.433260778	0.175041273	0.366956424	0	0	0	0.004760117	0	0.003734144	0.007576371	0.031697968	0.013843725	0.000492191	0.000639955	0.002538587	0.014542091	0.00109548	0	0.003784369	0.000202412	0.000316452	0.000105834	0.0003674	0	0	0.001080057	0	0	0.004278688	0.004510951	0.000717445	0.002183187	0	0.006844212	0.009971134	0.000346642	0.000606897	0.010756951	0.00019319	0.001550608	0.001613598	0.000319038	0	0.000641553	0.002107028	0.000871231	0.001188211
INMT	0	0.646280223	0.220221004	0.10720982	0.378753256	0.165550228	0.003361608	0.003088757	0.741174807	1.810575958	0.671467313	0.79588706	2.1109044	0.251145333	0.544835268	0.743361445	0.285700912	0.336384913	0.007152119	0.027774825	0.030500828	0.025331532	0.011903383	0.00442828	0.022998595	0	0	0.000930658	0.009334318	0.001727412	0.004323618	0	0.020375626	0.000939191	0	0.004376476	0	0.000965947	0.004616451	0	0	0	0.004663865	0	0.009133535	0.00857957	0.00939759	0	0.009971134	0.026525355	0.004570291	0.015625439	0.007853838	0.006874454	0.00931242	0.00630616	0.013129828	0.064231235	0.008122334	0.007973133	0.007734926
GPC3	0	0.004868574	0.033839006	0.026615995	0.0219489	0.00727742	0.003083496	0.036524083	1.292681396	0.518201244	0.608180693	0.675756439	1.8063535	0.046759972	0.104060204	0.128839235	0.072307738	0.323892754	0.004643834	0.102050336	0.053728673	0.035951549	0.050727861	0.00121427	0.330124177	0	0.056562392	0.002507294	0.31248403	0.119087146	0.006159678	0.008682749	0.09445944	0.049791997	0	0.003949513	0.015990977	0.005279584	0.010203014	0.00832899	0.013470035	0	0.041391895	0	0.029969124	0.025272616	0.032431133	0	0.033512424	0.043871184	0.019175082	0.014075797	0.020044885	0.028899691	0.022843862	0.024507524	0.006235317	0.007150695	0.018754233	0.032533406	0.021203006
TMEM119	0	0.002070197	0.00628333	0.000114176	0.011713356	0.00050829	0	0.000114945	0.544957135	0.050377594	0.043771193	0.184994807	0.635600719	0.022562438	0.003172739	0.054114102	0.066669969	0	0	0.019635166	0.001062959	0.005012364	0.001344981	0.003490253	0.004844064	0	0.000211502	0.000881495	0.001239993	0.00049342	0	0	0.000128373	0.000267848	0	0.002256582	0	0	0	0	0	0	0.00091228	0.007227136	0.003612755	0.005810316	0	0	0	0.015440958	0.002354187	0.00378067	0.002205567	0.006445872	0.001810924	0.002928093	0.00313584	0.019388844	0.00234064	0.003950315	0.002693405
CA3	0	0.005275386	0.016805404	0.006825175	0.016856235	0.002353779	0	0.006431024	0.001781195	0.126867628	0.074017881	0.189392268	0.998310904	0.011236451	0.063488968	0.022295688	0.001629196	0.015810237	0.008591364	0.02267241	0.061268432	0.01694716	0.119539725	0.008761318	0.087971321	0.006406131	0.004764942	0.014004445	0.026632945	0.006636051	0.029850606	0.007532967	0.067441747	0.018690846	0.012871162	0.00846444	0.004791645	0.028577171	0.012164476	0.022629921	0.015271941	0	0.019584995	0	0.003385205	0.003809271	0.018418701	0	0	0.01078923	0.002994557	0.00551266	0.004424247	0.004303056	0.008670021	0.00067482	0.001817381	0.019142394	0.005726124	0.001717719	0.007734385
VEGFD	0	0.019592256	0.079722547	0.027022729	0.021714951	0.004036233	0.01489961	0.022821545	0.021028166	0.235756688	0.025486207	0.27282635	0.863279681	0	0.005963999	0.027904639	0.00690922	0.011403809	0.01597513	0.000544825	0.008283649	0.003028245	0.019506652	0.001117522	0.017506569	0	0.002188544	0.001439601	0.002103695	0.004849577	0.008153921	0.029835808	0.009151275	0.001801939	0	0.002206561	0	0	0.005277007	0	0.001920521	0	0.004087996	0	0.00807861	0.003452135	0	0	0	0.008611489	0.003740797	0.014425324	0.006476923	0.015044106	0.011488259	0.014001186	0.001371611	0.00193901	0.011595504	0.004910935	0.008045705
WNT2	0	0.05534715	0.006299994	0.004714824	0.007873219	0.003631399	0.00145662	0.028453274	0.004646332	0.035512318	0.046502775	0.209673497	0.594485172	0	0.00250409	0.002416188	0.005978218	0.052441446	0	0.0015575	0.003306091	0.001880551	0.002652604	0	0.005642584	0	0	0	0.001923234	0.007086816	0	0	0.000294588	0	0	0.000423963	0	0	0	0	0	0	0.000286302	0	0.00276785	0.002518443	0	0	0	0.000279483	0.005683031	0	0.001234031	0.002667573	0.00157918	0.000350492	0	0.00051322	0.001700647	0.000302296	0.003039543
RSPO4	0	0.000161753	0.003148305	0.000764095	0	0.000424172	0	0.002533495	0	0.010890765	0	0.026516493	0.253176223	0.001230736	0	0.000909543	0	0	0	0	0.001276626	0.001051873	0.000585043	0.002153722	0.016067959	0	0.001792574	0.000705605	0.000275722	0.004018241	0	0	0.005116918	0.000722923	0	0.000554257	0	0	0	0.000379355	0	0	0.00144317	0.00467862	0.00098369	0.000456178	0	0	0	0	0.001978369	0.000552627	0	0.000614879	0.001913833	0	0	0.00208856	0.001099664	0	0.006451825
FGFR4	0	0.000676033	0.007710836	0.003719975	0.002318561	0.000868492	0.00145662	0.010602689	0.185377659	0.660669118	0.003924685	0.139642635	1.028814465	0	0.012544219	0.034890822	0.022587155	0	0	0.003780253	0.004589352	0.003313611	0.011363549	0.00433642	0.009596429	0	0.011392869	0.001954757	0.002257544	0.001409061	0.003527389	0	0.005119356	0.001705438	0.000316452	0.001136962	0	0	0	0	0.001151634	0	0.000642261	0	0.001250123	0.011073116	0	0	0	0.003476057	0.000799515	2.94E-05	0.002086403	0.001158547	0.001694886	0.000321938	0.002909855	0.006248192	0.001186229	0.000977102	0.004509776
MOGAT1	0	0.014435598	0.0064613	0.004643249	0.006677767	0.001302204	0	0.012071481	0	0	0.015428872	0.00935316	0.00123156	0.002927587	0	0.001056577	0.00036081	0.011403809	0	0	0.003670041	0	0.006927551	0.000502068	0.006802934	0	0	0.000386392	0	4.74E-05	0.000508149	0	0.000689457	0.000397313	0.000675413	9.77E-05	0	0.000473708	0	0.000234641	0.011093395	0	0.004368337	0	0.008575646	0.008488173	0.050849834	0	0.009971134	3.32E-05	0.00626198	0.004250634	0.313821594	0.067775244	0.244264426	0.088429478	0.007444753	0.006287236	0.02770878	0.022750181	0.018474775
NCF2	0	0.025705295	0.039917297	0.025569607	0.043807421	0.014093507	0	0.029142231	0.002703537	0.068272241	0.035156809	0.031455595	0.041556883	0.02952238	0.03927663	0.057764104	0.012921186	0.031439579	0.018635227	0.028093226	0.038948919	0.0142041	0.041944084	0.288240452	0.162489615	0.516537246	0.038789628	0.053243509	0.010134407	0.032935167	0.072739466	0.004416749	0.029829534	0.166810645	0.015878608	0.020846011	0.029340943	0.022596325	0.006320968	0.005753344	0.001721226	0.037079848	0.029384762	0.152376472	0.042061627	0.029272953	0.066656273	0.145263652	0.1542299	0.064476274	0.066399265	0.078117021	0.952811833	0.85213528	1.081176673	1.104250091	0.7005061	0.88467874	0.889269164	0.889708577	0.566958584
