UID	AF1	AF2	PMP	SCMF	VSMC	ASMC	Pericyte	VEC	LEC	AEC	CAP1	EPC	CAP2	Chondrocyte	Mesothelial	AT1	AT1/AT2	AT2	Sox9_Epi	Secretory	Basal	Ciliated	Deuterosomal	PNEC	CD4_T	CD8_T	Treg	ILC	NK	B	cDC1	cDC2	maDC	Neutrophil	Basophil	Mast	iMON	AM	IM	Megakaryocyte/Platelet
Ifng	0	0	0	0	0	0	0	0	0	0	0	0	0.004374816	0.182603333	0	0	0	0	0	0	0	0.002290626	0	0	0	0.004436368	0.006230792	0.004207517	0.155163564	0	0	0	0	0	0	0	0	0	0	0
Gzmk	0	0	0	0	0	0	0	0	0	0	0	0.004394464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034153578	0	0	0	0	0	0	0	0	0	0	0
Sh2d2a	0	0	0	0	0	0	0.002871916	0.002628999	0	0	0.009096418	0.00872209	0	0	0	0	0	0.003021932	0	0	0	0	0	0	0.364585241	0.488393047	0.253478263	0.68654222	0.711822741	0.030322395	0	0.004784274	0.059649207	0	0	0	0.002301755	0.002036417	0.003563678	0
Ms4a4b	0.056813702	0.09103221	0	0.0177222	0.049173862	0	0.057067372	0.017891994	0	0.067503907	0.018569741	0.088152324	0.036768133	0	0.173713607	0.041113945	0	0.015720945	0.007865725	0.097785992	0	0.03488045	0	0	4.011095702	4.021509597	2.765507408	0.150168196	3.405214105	0.038118546	0.056932927	0.066258675	0.028922517	0.16954229	0.226562557	0	0.149828325	0.026329832	0.067407234	0.205393658
Txk	0	0.010581027	0	0.004138662	0	0	0.006721936	0.010367186	0	0.002313805	0	0.010827556	0	0	0	0	0	0	0.023168654	0	0	0	0.003567543	0.081413695	0.36426592	0.33945347	0.182933167	0.210165813	0.541550488	0.005252506	0	0.007803765	0	0.0030119	0.007678729	0	0.004987228	0.002513274	0.004259116	0.091166145
Itgad	0	0	0	0	0	0	0	0	0	0	0	0.003544352	0	0	0	0	0	0	0	0	0	0	0.002805448	0	0	0.041560301	0	0	0.120997803	0	0	0	0	0	0	0	0	0.017334484	0	0
Cd7	0.000225854	0	0	0.000433378	0.003219728	0	0	0	0	0.004700758	0	0	0	0	0.004320865	0.002398652	0	0.000893961	0	0.004590432	0	0.144969229	0.170767534	0	0.306402064	1.432671234	0.19517513	0.59767805	1.523297132	0.007682249	0	0.034209091	0.023594677	0	0.863892948	0	0.006686097	0.020645299	0.003762685	0
Tmsb15a	0.000234077	0	0	0	0	0	0.011628746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045884727	0.170857084	0	0	0	0	0	0	0	0	0	0	0
Ccr5	0.002964755	0	0	0	0.002885648	0	0.008476357	0.007992139	0	0	0	0.002643586	0.002858539	0	0	0	0	0.005712272	0	0.003563357	0	0.003028319	0.003821993	0	0.00520638	0.113236068	0.129819613	0.026460641	0.598883018	0.002666314	0.211837422	0.402427158	0	0	0.016126411	0	0.10521079	0.111528237	0.335822802	0
Klra1	0.003670548	0.002860406	0	0.004145666	0	0	0.003200519	0	0	0	0.000385781	0	0	0	0	0	0	0	0	0.005165487	0	0	0	0	0.023675423	0.012119699	0	0	0.18418978	0	0	0.005501204	0	0	0	0	0.004863914	0	0	0
Klra8	0	0	0	0	0.005997505	0	0.016873005	0	0	0	0	0	0	0	0	0	0	0.003690621	0	0.005186251	0	0	0	0	0	0	0	0	0.258505273	0	0	0	0	0	0	0	0	0	0	0
Cd200r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213787269	0	0	0	0	0.004728799	0	0	0	0.036238142	0	0
Klra3	0	0	0	0	0.006503713	0	0.016873005	0	0	0	0	0	0	0	0	0	0	0.013012483	0	0.044971188	0	0.003434953	0	0	0	0.017977275	0	0	0.238697981	0	0	0	0	0	0	0	0	0	0	0
Baiap3	0.002860341	0	0	0	0.004172207	0	0.023619572	0	0	0.002593186	0	0	0	0	0	0	0.005632999	0.03784003	0	0.004473715	0	0.005676282	0	0	0.005812678	0.064561395	0	0.00452801	0.143804152	0.003374364	0	0	0	0	0.029776608	0	0	0	0	0
Qrfp	0.004007858	0	0	0	0	0	0	0	0	0.003271971	0	0	0.003262714	0	0.025788534	0	0	0	0	0	0	0	0	0	0.03771063	0.073126842	0.017002117	0.022456879	0.426726404	0.014015709	0	0	0	0	0.280956577	0	0	0.022345721	0	0.016524487
Klra4	0	0	0	0	0	0	0	0	0	0	0.003505797	0	0.003268431	0	0	0	0	0.004759709	0	0	0	0	0	0	0	0.021598783	0	0	0.311507063	0	0	0.004683318	0	0	0	0	0	0.016044159	0	0
Klra7	0	0	0	0.000422731	0.010744699	0	0	0.004750009	0	0	0	0	0.004310131	0	0	0	0	0	0	0	0	0	0	0	0.015136753	0.042961053	0	0	0.420266665	0	0	0	0	0.036233702	0	0	0	0	0	0
Klra9	0	0	0	0	0	0	0.008776919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004117035	0	0	0.269561397	0	0.0115513	0	0	0	0	0	0	0	0	0
Prf1	0	0	0	0	0	0	0.020634397	0	0.008607844	0	0	0	0	0	0	0	0	0.013499519	0	0.01058511	0	0.01870179	0	0	0.009724723	0.184881929	0	0	0.538954114	0	0	0.007231347	0	0	0	0	0.001086502	0	0	0.030357944
Eomes	0	0	0	0	0	0	0.018103757	0.00130448	0	0	0.004497434	0	0.003635572	0	0	0	0	0	0	0	0	0.002365073	0	0	0.015531381	0.255576221	0	0	0.538849777	0	0	0	0	0	0	0	0.009297738	0	0	0
Cxcr3	0	0	0	0	0.006178335	0	0.003693971	0	0	0	0	0	0.004405874	0	0	0	0	0	0	0	0	0.014954204	0	0	0.014057847	0.294232684	0.329859349	0.09810431	0.636644005	0	0.124214389	0.010633278	0	0	0	0	0.025085004	0	0.010948621	0
Cd160	0.003743024	0	0	0	0.003880361	0	0	0	0.003128947	0	0	0	0	0	0	0.00379181	0	0.005170004	0	0	0	0.001628372	0	0	0.038720808	0.537790597	0.275933788	0.276452076	1.364611847	0.003435621	0	0	0	0	0	0	0.003415584	0.00167955	0.003762685	0
Klrb1b	0	0	0	0.003555144	0.004691357	0	0	0	0	0	0	0	0	0	0	0	0	0.007608986	0	0	0	0.007374371	0	0	0.007059264	0	0.00711617	0.440195128	1.447317452	0.007123517	0.325387406	0.18449455	0	0	0.246425761	0	0	0.00765189	0.005841552	0
Ctsw	0.004520384	0.006061295	0	0	0.005229966	0.011159348	0.002087522	0.031546272	0	0.009423667	0.011007189	0.006656887	0.030409586	0	0	0	0	0.004882267	0	0.002890817	0	0.004987343	0	0	0.300710349	1.432225196	0.069423244	0.374269569	1.742650509	0.005119164	0	0.018712734	0	0	0.016819278	0	0.004893316	0.002253449	0.020782433	0
Samd3	0	0	0	0.000452637	0.011022638	0	0.008596801	0	0	0	0	0	0	0	0	0	0	0.012340376	0	0	0	0	0	0.028315469	0.005091339	0.236096297	0	0.011089003	0.613603262	0	0	0	0	0.036233702	0	0	0	0	0	0
AW112010	0.055311937	0.079015173	0	0.017851621	0.02270908	0.011437903	0.003367715	0.031398669	0	0.060908585	0.032074914	0.020857963	0.636996083	0	0.185795112	0.006994629	0	0.037562078	0	0.273198003	0	0.230306186	0.04210485	0	0.248994322	1.373539732	2.034573557	0.724596164	3.576633703	0.117453835	0.130748338	0.112713251	1.535723186	0.054540248	0.025371288	0.26485423	0.181187624	0.259875317	0.110064445	0
Klra5	0	0	0	0	0.002100814	0	0.003200519	0	0	0	0.004794077	0	0	0	0	0	0	0	0	0	0	0.001339474	0	0	0	0.119756156	0	0	0.811003217	0	0	0.008561992	0	0	0	0	0	0	0	0
Klrc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005284825	0	0	0	0.007592305	0	0	0.300739644	0	0.005591877	0.003880642	0	0	0	0	0.004916111	0	0	0
Fasl	0	0	0	0	0.007117321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024454245	0.003741033	0	0	0.329699503	0.004622128	0	0.003803879	0	0	0	0	0.005305374	0	0	0.019247043
Gzmb	0.048453465	0.004543964	0	0	0	0	0	0	0	0	0	0	0.003015573	0	0	0.00959255	0.015303725	0	0	0.008324155	0	0.006348123	0	0	0.008849404	0.038733061	0.361015749	0.006150326	1.439787523	0	0.015880441	0	0	0.003632846	0	0.041421317	0	0	0	0
Nkg7	0.008646518	0.005253273	0	0.005130079	0.005102695	0.021052801	0.007096728	0.007978904	0	0.003822135	0.006688048	0.001839474	0.01832782	0	0.011003433	0	0	0.003338309	0	0.008048369	0	0.001628372	0.005275134	0	0.07938588	2.298063513	0.707178476	0.330335573	3.622901113	0.003401269	0.031047321	0.019032677	0	0.043697999	0.437983622	0.313146937	0.008255702	0.018055255	0.32909644	0
Il2rb	0.000298644	0	0	0	0	0	0.019002687	0	0	0	0	0	0.003140354	0	0.013860358	0.002123056	0	0.008852328	0	0.005846936	0	0	0	0	0.073076558	0.212862722	0.484437984	0.210621819	1.116123972	0.001080554	0.009176135	0	0.029422951	0	0	0	0	0.019876513	0.009296089	0
Xcl1	0.005226121	0	0	0	0.001187724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002699877	0	0	0	0.062802769	0	0	0.762068673	0	0	0	0	0	0	0	0	0	0	0
Klrd1	0.005116803	0.005477002	0	0.000395184	0	0	0.010400341	0.005681798	0	0	0.002835905	0.002132039	0.004816697	0	0	0	0	0.015183723	0	0.026858835	0	0.018945566	0	0	0.20987891	1.887059127	0.106787898	0.155679238	3.194996541	0.006324861	0.035158337	0.487781383	0.083767764	0.036233702	0.007503754	0	0	0.020229095	0.008505364	0
Ncr1	0	0	0	0.002037643	0	0	0.002871916	0	0	0	0	0	0.000901644	0	0	0	0	0	0	0.040731834	0	0.014919229	0	0	0.005600752	0.003935827	0	0	1.311210787	0	0	0	0	0	0	0	0	0	0	0
Tbx21	0	0	0	0	0	0	0.017000993	0.002124796	0	0	0.000340023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010434109	0.078498662	0.033607004	0.033138204	0.612010963	0.004504133	0.006590942	0	0	0	0	0	0	0	0.007892309	0
Klri2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010268546	0.005162152	0	0.003191256	0	0	0.01522056	0.009276267	0	0	0.991586294	0	0.051078286	0.046769484	0.033467191	0	0	0	0.009262864	0	0.008649332	0
Klrc1	0	0	0	0.003404835	0	0	0	0	0	0	0	0	0.004354502	0	0	0	0	0	0	0	0	0	0	0	0	0.039654407	0	0.005098694	1.155966082	0.003297084	0	0	0	0	0	0	0	0.004282096	0	0
Klre1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004258308	0	0	0.005614429	0.046867482	0	0	1.433425111	0.007926364	0.006182401	0.018858187	0.022077518	0	0	0	0	0	0	0
Klrk1	0.00763274	0	0	0	0	0	0	0.006454428	0.011058227	0	0.002747735	0	0	0	0	0	0.014197049	0	0	0	0	0.001339474	0	0	0.025871658	0.108516015	0.013171623	0.058228827	1.938138356	0	0.122305275	0.184105662	0.120457984	0	0	0	0.035220929	0.0079362	0	0
Gzma	0.004998762	0.004025914	0.004559148	0	0.043993465	0.103417872	0.025394481	0	0	0.00928197	0	0.009510626	0.00382127	0.193142812	0	0.005159442	0	0.022230339	0.017998726	0.023273399	0	0.030489801	0.168486512	0	0.173786467	0.327558539	0.051484542	0.009387609	3.821180149	0.005144927	0	0.009298668	0	0.039599508	0.009426612	0	0.010716525	0.004053448	0.018770813	0
Klrb1c	0.0057456	0.006446981	0	0	0	0	0.008803321	0.004179154	0.016117572	0	0	0.002423155	0	0	0	0	0	0.007179491	0	0.004373231	0	0.001339474	0	0	0	0.027728007	0	0.008589459	1.926982943	0	0	0	0	0.036233702	0	0	0	0	0	0
Cxcr5	0.008820556	0.00415055	0	0.000485661	0.006620629	0.01197684	0	0.006053582	0.022306174	0	0.004598801	0.002278695	0.010593122	0	0	0.0037031	0	0.000406245	0	0.012096131	0	0.002242273	0.011991624	0	0.009974407	0.022675767	0.061928236	0.193762138	0	0.424697751	0	0	0.059649207	0	0	0	0.005502461	0	0.004200592	0
Igkv12-46	0	0	0	0	0	0	0	0.002258131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048011408	0	0	0	0	0	0	0	0	0	0
Igkv8-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009319622	0	0	0.045368467	0	0	0	0	0	0	0	0	0	0
Igkv1-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005025873	0	0	0	0	0	0	0	0	0	0.066260343	0	0	0	0	0	0	0	0	0	0
Igkj1	0	0	0	0	0.007078294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033492395	0	0	0	0	0	0	0	0	0	0
Igkv5-39	0	0	0	0	0.00555417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035673736	0	0	0	0	0	0	0	0	0	0
BC035044	0	0.003635026	0	0.003302929	0.001107803	0	0.009098315	0.004642724	0	0	0	0.002567354	0.007214755	0	0	0	0	0	0	0.006453985	0	0	0	0	0	0.045840472	0.013739893	0.029432222	0.106359002	0.447298566	0.169772682	0.129144027	0.020064408	0	0	0	0.119058214	0.030398768	0.053396674	0
Gm15987	0.016667808	0.002350651	0	0.003356997	0.00377311	0	0.007396141	0	0.015780711	0	0	0.002775529	0	0	0.014853517	0	0	0.004956114	0	0.008547646	0.021354034	0.001981825	0	0	0.016856146	0.008616347	0.008223513	0.003124264	0.006291529	0.534485693	0.055323325	0.189539297	0.221719215	0.002282734	0	0	0.203955328	0.021655501	0.020248807	0
Tnfrsf13b	0.017410926	0.003222061	0	0.007689794	0.029462611	0.012848048	0	0.063154159	0.028483619	0.118654276	0.071263663	0.078848816	0.045554916	0	0.027816987	0.010661873	0.011421668	0	0	0.026537019	0	0.023872587	0.013625308	0.065626002	0.343415012	0.225395078	0.372868157	0.115112576	0.062186083	1.028063218	0.214308061	0.368692665	0.053944492	0.018861407	0.017031415	0.303611273	0.449746634	0.118587292	0.453860593	0.042221368
Gm11690	0	0.006455184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002753051	0	0	0	0	0	0.002745154	0	0	0	0	0	0	0.008132901	0.055221266	0	0	0	0	0	0	0	0.00434229	0	0
Cd72	0	0.038823052	0	0.009841863	0.016630508	0.00847799	0.001901811	0.001900922	0.011681836	0.003626461	0.014995798	0.007196734	0.013675261	0	0	0.006799151	0	0.011963698	0	0.004144683	0	0.006240063	0.003639564	0	0.028891777	0.180363303	0.020644456	0.011530156	0.05932377	0.568898584	0.11581674	0.172925458	0.020750939	0	0.008419916	0.018054963	0.006266384	0.011358585	0.239208979	0
Cr2	0.000324847	0.003173052	0	0.009758862	0.002821852	0	0.001248255	0	0.004943644	0	0.000243525	0.001553962	0.006848386	0	0	0.006064439	0.011421668	0.003096445	0	0	0	0	0.00257012	0	0.010452345	0.009479803	0.009298209	0	0	0.101440033	0.007183273	0	0	0.003201638	0	0	0	0	0	0
Igkv6-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034651013	0	0	0	0	0	0	0	0	0	0
AF067061	0	0.003683261	0	0	0	0	0	0	0	0	0.000389853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010675812	0	0.052839597	0	0	0	0	0	0	0	0	0	0
Fcer2a	0.020270514	0.003204882	0	0.006816155	0.005472778	0	0.094886264	0	0	0	0	0	0	0	0	0	0.001326397	0.028914554	0	0.005169935	0	0.007955404	0	0	0.02929642	0.00890319	0.039874213	0.049083586	0.025951607	0.40298016	0	0.004374169	0	0	0	0	0.0146091	0.020614341	0.016920308	0
Igkv12-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035874454	0	0	0	0	0	0	0	0	0.003550892	0
Fcrl5	0	0	0	0	0.005341626	0	0	0	0	0	0	0.002394667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056359933	0	0	0	0	0	0	0	0	0.003563164	0
Gm20506	0	0	0	0	0	0	0	0	0	0	0.000321892	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008413592	0.002537729	0	0	0	0.071832552	0.005696033	0	0	0	0	0	0	0	0	0
Edaradd	0	0	0.005068887	0	0.005846711	0.012026351	0	0.021402815	0.011470951	0	0.003939144	0.011523409	0	0	0	0	0.003528466	0.008028597	0	0.032531944	0.026846125	0.007841551	0.01752086	0.007831375	0.008650059	0.059565347	0.016556755	0.093416013	0.033128069	0.226247621	0.006849476	0.01747871	0	0	0	0.028931715	0	0.01594044	0.009360026	0
Igkv10-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029468946	0	0	0	0	0	0	0	0	0	0
Igkv8-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003297913	0	0	0	0.035629114	0	0	0	0	0	0	0	0	0	0
Pou2f2	0	0	0	0	0.00297472	0	0.011815431	0.012230683	0.016003558	0.009150017	0	0.007486199	0.010007034	0	0.007187073	0.013646801	0.005714575	0.004433478	0	0.004513563	0	0	0.007201186	0	0.065519579	0.150637362	0.173684351	0.013571125	0	0.764928636	0.011758957	0.131672573	0.094623725	0.071905933	0.049196827	0	0.415065791	0.041814318	0.322287328	0
Igkv10-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002479866	0	0	0	0	0.008703459	0	0	0	0.002909333	0.136743307	0	0	0	0	0	0	0	0	0	0
Igkv2-109	0	0.003222061	0	0	0	0	0	0.001870979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055472167	0	0	0	0	0	0	0	0	0	0
Klhl14	0	0	0	0	0	0	0	0.001645376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006198513	0	0	0	0	0.096596103	0	0	0	0	0	0	0	0.011278025	0	0
Cd37	0.012369874	0.011101516	0	0.002834605	0.011958167	0	0.03581385	0.030904326	0.026697647	0.020850358	0.033228221	0.034447873	0.016282385	0	0.021174599	0.022584109	0.02297063	0.015009367	0	0.056706608	0	0.059909474	0.004685017	0	0.912928594	0.882507463	0.834064827	1.31775818	0.967817414	3.179750056	0.411354145	0.234739352	0.070992925	0.814391656	1.14313493	1.050368191	0.291063001	0.383604808	0.325692182	0.292761698
Igkj5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102267716	0	0	0	0	0	0	0	0	0	0
Ighj1	0	0	0	0	0	0	0	0	0	0.002403543	0	0	0	0	0	0	0	0	0	0.001993337	0	0	0	0	0	0	0	0	0	0.071911231	0	0.005066242	0	0	0	0	0	0	0	0
Vpreb3	0.020950271	0.015560407	0	0.004656001	0.013818345	0.009739468	0.011984869	0.01357421	0.008043585	0.00676929	0	0	0.008448339	0	0	0.004833964	0.002092206	0.032396075	0	0.179428837	0	1.01583003	0.550090225	0.065626002	0.013860723	0.123833157	0	0.009006363	0.020518815	1.716199507	0.008497935	0.010347225	0.053716094	0.00308913	0.030251045	0.046366336	0.025035002	0.011046338	0.042501835	0
Iglc2	0.011726219	0.014117109	0	0.006511799	0.023579831	0.021127452	0.022716338	0.06396049	0	0.014975151	0.020301683	0.002279602	0.020401531	0	0.011624503	0.070397286	0.015266286	0.084965558	0	0.250532739	0.016592013	0.10021952	0	0.086498943	0.083860992	0.058687944	0.078446496	0.010850399	0.039239671	2.041829249	0.030106222	0.064533431	0.082715444	0.556492511	0.0201325	0	0.050468619	0.017306014	0.036797388	0
Igkv14-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004081109	0	0	0	0	0.072005051	0	0	0	0	0	0	0	0	0	0
AC120404.1	0.010406871	0	0	0	0	0	0.003415849	0	0	0	0	0	0	0	0	0	0	0.003216443	0	0	0	0	0	0	0	0	0	0	0	0.091037344	0	0	0	0	0	0	0	0	0	0
Bcl11a	0.017803185	0.034380378	0.010146201	0.25281752	0.035231485	0.12136623	0.074360518	0.044233866	0.04199306	0.041639358	0.015657042	0.010583896	0.003481308	0	0.010241279	0.018471906	0.025842405	0.048276451	0.110284694	0.033229235	0.060863668	0.016152767	0.021927574	0.047993738	0.02141466	0.010203633	0.08307336	0	0.01400562	0.897597527	0.102385432	0.262066467	0.021192616	0.00868624	0	0.072119293	0.041145168	0.022633345	0.014453983	0.053783096
Chst3	0.092820989	0.057929708	0	0.004853026	0.085043087	0.009784992	0.092800319	0.008102145	0	0.018174079	0.017476942	0.014391352	0.003490211	0	0.029854274	0.009711094	0	0.021161802	0.007987825	0.005169935	0	0.012270625	0	0	0	0	0.078425568	0	0	0.465059281	0.008459601	0	0	0	0.007842938	0	0.006350393	0.003687745	0	0
Iglv3	0.003060228	0	0	0	0	0	0	0	0	0.003261076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005827616	0	0	0	0	0.10742006	0	0.007242509	0	0	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.000740951	0	0	0	0	0	0	0.002070956	0	0.002871178	0	0	0	0	0	0.003124264	0	0.151796211	0	0	0	0	0	0	0.003069548	0.012084954	0	0
Igkv1-117	0	0.002687159	0	0	0	0	0.007371157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074097291	0	0	0	0	0	0	0	0	0	0
Igkj2	0	0	0	0	0	0	0	0.004404248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214362469	0	0	0	0	0	0	0	0	0.01179254	0
Srpk3	0.02293653	0.009874004	0	0.005133436	0.067289326	0.052816726	0.007977723	0	0	0	0	0	0	0	0	0.025641387	0.007578722	0	0	0.006414909	0	0.01339374	0.002183356	0	0.005495995	0	0.012097387	0	0.004063322	0.385177067	0.027168011	0	0	0	0	0	0.008489664	0.023290508	0.030134572	0
Iglv1	0.003297979	0	0	0	0	0	0	0.004526501	0	0	0	0.003849402	0	0	0.014244769	0	0	0	0	0.005704239	0	0	0	0	0.006164151	0.006053071	0	0.009178114	0.006224738	0.284676997	0	0	0	0	0	0	0.002751606	0	0.009615994	0
Fam129c	0.014472284	0.019197102	0	0.005894779	0.036221043	0.046698529	0.009199017	0.063965088	0	0.008021207	0.011624699	0.001901082	0.015145091	0	0.011569274	0.017567442	0.004935645	0.019819195	0.01099464	0.033783329	0	0.032727592	0.019906294	0.076849973	0.029854665	0.018875477	0.040428497	0.130583256	0.006333711	1.161787729	0.02063641	0.017102269	0.201918997	0.00568405	0.105454541	0	0.017838016	0.038414812	0.011319351	0
Faim3	0.005012086	0.010247503	0	0.005630859	0.044279666	0	0.030690292	0.006042289	0	0.005027741	0.010644313	0.003070294	0.020991333	0	0	0.00204877	0.003125995	0.049398387	0	0.067411148	0	0.052065458	0	0.076849973	0.032080718	0.018940522	0.019455318	0.005781847	0.017123264	0.969495229	0	0.009799222	0.048035801	0.007151375	0	0	0.013895792	0.01594044	0	0
Cd19	0.000245581	0.012705418	0	0.007005287	0.000842882	0	0.009420537	0.004587336	0.015657063	0	0.010607466	0.055705433	0.008015125	0	0.023567498	0	0	0.000450307	0	0.015277694	0	0.007669932	0	0	0.022618949	0.004683666	0.040422718	0.009098499	0.032615673	2.073917207	0.017025694	0.025999522	0.028726036	0.315084072	0.017011987	0	0.019702482	0.014341035	0.003563164	0
Ighm	0.015339353	0.010450396	0	0.006774484	0.01090171	0	0.026073897	0.035633161	0	0.044305408	0.011633136	0.002779512	0.010418846	0	0.029175864	0.068438378	0.02507064	0.013055742	0	0.035052864	0	0.02680088	0.002057296	0.148408728	0.853526687	1.061537186	1.424279495	0.317049487	0.395813084	3.98799686	0.410752571	0.221140374	0.450285602	0.013890408	0.096180555	0.021168603	0.142832348	0.027347953	0.40210933	0.059677116
Ly6d	0.050905733	0.038733888	0	0.006874809	0.015117157	0	0.11023494	0.024586636	0	0.015367784	0.021087515	0.078228687	0.016895637	0.511029482	0	0.282111465	0.005714575	0.04289371	0	0.332198991	1.875057991	0.083872205	0	0.073457377	0.052095226	0.113559081	0.030825013	0.033148145	0.050705191	3.485267251	0.065516327	0.071148933	0.056943205	0.114917229	0.094870911	0	0.036779498	0.022606416	0.044893247	0
Siglecg	0.011760618	0.00854497	0	0.006311035	0.013268728	0	0.003508513	0.010525572	0.016322093	0	0	0	0.003038716	0	0	0.005511017	0	0.016710637	0	0.010179801	0	0.031016639	0.002796187	0	0	0.00534693	0.021497851	0	0.013074943	1.528641585	0.172152902	0.438755386	0.150186069	0	0.030387582	0.057538661	0.037372074	0.022999893	0.034651208	0
Bank1	0.003339677	0.002934088	0	0.012559338	0.002010392	0	0.006765338	0.001636272	0	0	0.006937448	0.00213014	0.009522916	0	0.011624503	0	0	0.016600747	0	0.022978632	0	0.023898433	0	0	0.017641796	0.026392109	0.005487493	0.148588909	0.011706904	1.691035995	0.016957536	0.04839327	0	0.041426372	0.003494262	0.028813712	0.066489593	0.074913518	0.382338737	0
Spib	0.010259985	0.002473211	0	0	0	0	0.013568669	0.036053367	0	0	0.007660322	0.013393289	0.017928131	0	0	0.00304624	0	0.007919031	0	0.004331119	0	0.005541891	0	0.065640049	0.038800994	0.00403095	0.057022838	0	0.011190705	1.280238866	0.015520589	0.023891065	0.210711157	0	0.038329161	0	0.00862698	0.003642928	0.012248242	0
Fcrla	0.005705397	0.003513803	0	0.003737516	0.013378065	0.010282436	0.020261303	0.001870979	0	0	0.01164102	0.06329425	0.013288645	0	0	0.004155017	0	0.009496141	0	0.014995689	0	0.011232442	0.002440699	0	0.028648545	0.010360716	0.05506351	0.020847548	0.0134292	1.346046418	0.363114682	0.027625398	0.020133559	0	0.014086625	0	0.014665259	0.030059625	0.015052694	0.022399054
Gm19980	0	0.003431848	0.00435194	0.003056899	0	0	0.001322957	0.00599872	0	0.016576522	0.012179428	0.016233668	0.002667892	0	0	0	0	0	0	0.006244096	0	0.019283775	0.039989615	0.076849973	0.016928634	0.007477639	0	0.006351008	0.003228766	0.947716022	0.007183273	0.007870733	0	0	0	0	0.016356626	0.034517453	0	0
Ms4a1	0.066308955	0.038512067	0	0.027628769	0.026391971	0.106408858	0.032115206	0.099560306	0.278462589	0.019390002	0.035693297	0.002278695	0.064184886	0	0.005165387	0.042133406	0.019986524	0.063931889	0	0.159356948	0	0.086594711	0	0.142475975	0.105752437	0.036415543	0.165308268	0.072409213	0.044896931	3.778588143	0.029366596	0.058222728	0.024124913	0.111139113	0.278559904	0	0.086530869	0.08687921	0.05607281	0.052256199
Pax5	0.004780616	0	0	0	0.007126997	0	0.026987362	0.006959356	0.004994692	0	0	0.01316364	0.004886151	0	0	0	0	0.015055623	0	0.045667161	0	0.00761506	0	0.076849973	0	0	0.010603617	0.074846472	0.004855155	1.615684026	0.006648366	0.004675378	0.059893081	0.104764195	0	0	0.021262986	0.024028608	0.013087885	0
Pou2af1	0	0.002201548	0	0	0.007546736	0.011159348	0.023207477	0.005424362	0	0.002483776	0	0.019227888	0.003214798	0	0	0.005673741	0.002243957	0.003071853	0	0.010847969	0	0.009375148	0.006719588	0.084681349	0.021818225	0.044904927	0.040261967	0.021913775	0	0.850694685	0.006641677	0	0	0.003235834	0	0	0.013253418	0	0.008383422	0
