uid	qHSC	aHSC	HSC-Ly	MPP5-IER	MPP5 Ly-I	MPP1-MKP	MPP1-G1	MPP2-G2	MPP2-M	MPP2-S	MPP3-IER	MPP3-S	MPP4-TCA	MPP4 Ly-I-a	MPP4 Ly-I-b	HSC-Mac-1	HSC-Mac-2	Mac-Nr1h3	ML-1a	ML-1b	ML-CC	ML-2	ML-MDP	ML-3	MEP	MkP-HSC	MkP-Kit	ErP-HSC	ErP-MEP	ErP-1	ErP-2	ErP-3	ErP-4	ErP-5	BMCP-G2	BMCP	pro-Mast	pre-Baso	Baso-Mature	MP	IG2-MP	IG2-proNeu1	EoP	proNeu-1a	proNeu-1b	proNeu-2	preNeu-1	preNeu-2	preNeu-3a	preNeu-3b	preNeu-3c	immNeu-1	immNeu-2	immNeu-3	MDP-1	MDP-2	cMoP-a	cMoP-b	D3-LM	pre-cDC1a	pre-cDC1b	pDC-CC	pDC	pre-cDC2	plasmaDC	CLP1-a	CLP1-b	CLP1-c	CLP2-Ly6d+	ALP-a	ALP-b	proB-cycling	preproB-1	pre-proB-2	preBcrII-G2M	preBcrII-S	preB-kappa	immB	matB	EILP	CHILP	ILCP-a	ILCP-b	ILC2	ILC1_3+NKP	pre-aceNKP	aceNKP
Pbx1	1.616004839	1.425198585	1.190716702	1.098233991	1.114207259	2.427110435	0.780792098	2.077820274	1.501788756	1.164961107	0.479460308	0.716280381	0.769796712	0.973948	0.814372626	1.558997416	1.832775787	0.128186776	0.249585038	0.473673004	0.45807393	0.160220172	0.196966924	0.768921053	0.446648424	3.128885913	3.184505855	0.18551708	0.861861632	0.023109488	0.052153669	0.005848423	0	0	0.380096148	0.601287718	0.847259602	0.256410264	0.268697594	0	0.02398402	0.052441063	0.258831359	0.048256976	0.05804482	0.108405232	0.192286954	0.772169181	0.542205334	1.022870638	1.188166586	1.595169961	1.673638512	1.142696511	0.0968443	0.063791924	0.024751851	0.016107512	0.117085697	0.916143509	0.480768536	0.052353778	0.059701331	0.142161135	0.341002818	0.6353896	0.355754747	0.616348075	0.15273378	0.179382678	0.267465535	0.048397558	0.390130049	0.336216867	0.024746244	0.031947591	0.56205785	0.056068101	0.081122488	0.093219475	0.476948445	0.377042977	0.217927385	0.226728105	0.027727446	0.069574791	0.062114315
Gchfr	0.084063905	0.049148815	0	0.056802127	0.027605794	0.0493824	0.057763583	0.00898542	0.008730314	0.093160191	0.022950852	0.051563716	0.035279767	0	0	0.006662217	0.015399793	0	0.027388711	0.043680257	0.004604389	0.066180168	0	0	0	0.093965781	0.366888615	0	0.025981457	0	0	0	0	0	0	0	0	0	0	0	0.012980669	0.017024699	0	0.010823677	0	0.033946009	0	0.015628967	0	0	0	0	0	0	0.008776609	0.045552938	0	0.01615292	0	0	0	0	0	0	0.023963712	0.0136363	0	0	0	0	0	0	0	0	0	0	0.091252565	0	0	0	0	0	0	0	0	0	0
Trpc6	0.268612113	0.09280325	0.160300659	0.060021194	0.05633945	0.069765312	0.08365819	0.135535126	0.040923264	0.073031993	0.021170999	0	0.040278666	0	0.035580065	0.081194519	0.042925228	0	0	0	0	0	0	0	0	0.194537461	0.402788512	0.017074607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006830796	0	0	0	0	0	0	0.011865848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4x1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017018624	0.059665886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba8	0	0	0	0.039897671	0.018958693	0.273139963	0.073791677	0.281985553	0.316582725	0.251347849	0	0.022688551	0	0	0.029853832	0.060125027	0.130936734	0	0.062195996	0.074022817	0.202872775	0.172890024	0.023690948	0.218118095	0.156984365	0.882906739	1.097493498	0.046914081	0.156444583	0.055212967	0	0	0	0	0.582484766	0.283679862	0.34583953	0.576828586	0.72011206	0.064076945	0.214235098	0.096330941	0.199072152	0.284867469	0.257510987	0.350958323	0.421624932	0.231206759	0.319697594	0.339239778	0.378922953	0.080062086	0.070732315	0.093072377	0.009959954	0.007979766	0	0.015366379	0	0.016789367	0	0.021362846	0.024602769	0.018474726	0	0.034693935	0	0.027333787	0.048980175	0	0.030173626	0	0	0	0	0	0	0.053598964	0	0.252412139	0.322348448	0.19699963	0.132991973	0.021838813	0.081185881	0.130369455	0.032089174
Pdcd4	0.825313222	0.912051482	0.766936929	0.869232865	0.742674986	2.215717619	0.708225169	1.975850532	1.505113515	1.141657801	1.095410172	1.155998525	1.105881424	0.977447454	1.067787632	1.179634572	1.128143944	0.129173461	0.661669219	1.065574866	1.49379564	1.198469496	1.266395878	1.525446777	1.223934741	3.003687067	3.483565588	1.115509494	1.629922594	0.877782182	1.008551005	0.939628796	0.338959374	1.143886237	1.130846926	1.681360259	1.167020099	0.486616784	0.432124157	1.766359593	1.810326383	2.006831866	1.014744967	2.061445992	1.728331416	1.007399105	0.545165575	0.390855643	0	0.016409544	0.12777771	0.038324258	0.071775566	0.136697238	1.717948823	1.669762772	1.268083151	1.500624795	0.591501466	0.333232677	0.364087769	0.294985604	0.420381953	0.253250831	0.471818262	1.192970783	0.676799722	0.956568964	0.404636942	0.912078312	0.291919902	0.343479884	0.727988243	1.026084541	0.095586168	0.039719345	0.893891125	0.674416698	0.833935919	0.521452116	0.645353586	0.87221718	0.460406134	0.849832339	1.39980579	0.586684034	1.653175372
Bmp2k	0.157875597	0.155800727	0.180283581	0.244474667	0.135196011	0.275692891	0.382111273	0.26861082	0.298549984	0.42200521	0.263924748	0.232487779	0.247301577	0.197843024	0.094418965	0.423056085	0.357202551	0.328036148	0.317875279	0.169027931	0.161409177	0.166208403	0.24177146	0.261068496	0.203059781	0.680095272	1.488611387	0.108939862	0.257081637	0.171022229	0.216797863	0.126901541	0.734129775	0.25346098	0.07869745	0.210778804	0.186461083	0.074041637	0.151956776	0.196402596	0.089151001	0.129604827	0.092598324	0.156004209	0.137815022	0.218525699	0.146642333	0.252204956	0.21645953	0.204986678	0.322970026	0.153839161	0.089977937	0.327042961	0.165075593	0.225005992	0.218656324	0.289735227	0.414791633	0.769472517	0.386372131	0.448998267	0.820305904	0.443593561	0.280850402	0.337280173	0.231623235	0.153319307	0.158458135	0.278309174	0.374279799	0.299265367	0.269139363	0.225012487	0.10120444	0.237125749	0.037178958	0.055600089	0.423601777	0.22984258	0.177819045	0.113512934	0.054117935	0.150229143	0.075790865	0.205951748	0.078544817
Pros1	0.095068399	0.056035636	0.031773646	0.048036858	0.040935863	0.015341292	0.036456499	0.016000882	0.009068845	0.020062237	0.022543062	0	0	0.03852652	0	0.116930317	0.097637744	0.019403064	0	0.018076257	0.004604389	0.012328077	0	0.016642984	0	0.11976616	0.368525788	0	0	0	0.011799173	0.006190449	0	0	0	0	0	0	0	0.026731132	0.024705712	0.01087818	0	0.011028831	0.01334221	0.008082353	0	0	0	0	0	0	0	0	0	0.032814855	0.049584357	0.079798033	0.322803007	0.017270375	0.019465588	0.037325469	0	0.011856205	0.033781747	0	0	0.023927809	0	0.017384024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endod1	0.065081865	0	0.083839262	0.044494988	0.088431806	0.260717017	0.152616667	0.118469089	0.144909117	0.17989818	0.045430574	0.118184586	0	0.051748288	0	0.108734902	0.050440301	0	0.155766651	0.10204719	0.137979187	0.179326578	0.14215432	0.175389628	0.095552964	0.337311608	1.026400064	0.352344922	0.145027876	0.177292932	0.414908598	0.565075282	0.762791209	0.643441314	0.034755504	0.071414631	0.150463469	0.124477541	0.049212321	0.140603722	0.188157901	0.147334583	0.00763904	0.176967652	0.22744723	0.110423857	0.035313014	0.047453115	0	0	0.066894115	0	0	0	0.088444859	0.223191913	0.160275159	0.160632265	0.066741147	0.164935147	0.124656744	0.191789626	0.109612706	0.183205494	0.026045188	0.117321832	0.245931967	0.046563106	0.267996076	0.096605057	0.244647524	0.180833662	0.098442793	0.153143147	0.339324432	0.296205303	0.358158788	0.087084233	0.039568873	0.040720278	0.016714705	0	0.033014859	0.039706041	0.101225039	0.047437871	0.195132071
Serpina3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114025223	0	0	0	0	0	0	0	0	0.016926152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clu	0.095349384	0	0	0	0	0.02672667	0.019132044	0.009823665	0	0.008804136	0	0	0	0.012421849	0	0	0	0	0.030373962	0	0	0.033422196	0.006642038	0	0	0.059252732	0.446418926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035028694	0.069005719	0	0.075092486	0.022910223	0.044988398	0	0	0	0	0.006538636	0	0	0	0.031877454	0	0	0	0.329205459	0	0	0.072472421	0.051419563	0.059228709	0.014819568	0.03503612	0.107904384	0	0.115938322	0.127177586	0.129757432	0.012960509	0.076615147	0.125189729	0	0	0	0	0	0.05278373	0.031843165	0	0.022739374	0	0	0.016763283	0
Kalrn	0.07043707	0.059372091	0.023495098	0.048373674	0.052063794	0.05105139	0.050732584	0.055432743	0.027808532	0.008126346	0.01431294	0.022469209	0.034570476	0.021231278	0.070893988	0.024166336	0.072920399	0	0.045841722	0.018697776	0.018961527	0	0.033914406	0	0.019491536	0.133683268	0.369559366	0	0	0	0	0	0	0	0	0.023219616	0	0	0	0.019400501	0.008495186	0.011715273	0	0	0	0.009465223	0.015786724	0	0	0.011757248	0.011865848	0	0	0	0	0	0.01052187	0.009515302	0.145879671	0	0	0	0	0	0.034723085	0.039251814	0	0	0	0	0	0.040054186	0	0.013284063	0.026954644	0.087001772	0.036949939	0.060276894	0.010982517	0.021864845	0	0.032805925	0	0	0	0	0
Med12l	0.399647894	0.20340014	0.153801363	0.225090689	0.216687326	0.433605365	0.224404784	0.355260621	0.149801896	0.190503154	0.129550153	0.057731017	0.138592751	0.173973893	0.107867498	0.178368801	0.27933682	0	0.022090626	0	0.032102	0.025447048	0.016321832	0.128481067	0.037968059	0.622710927	0.809900956	0	0.134883784	0	0	0	0	0	0.023566947	0.016926152	0	0.054222949	0	0	0.008495186	0.017750174	0.045036676	0.058162835	0.03535443	0	0	0.00876962	0	0	0.013398977	0	0.036939113	0	0.010535466	0	0	0	0	0	0.014924793	0.033869595	0.052058646	0.072384249	0.007913615	0.075854138	0.019332884	0.099015997	0	0.021783492	0.009222002	0.045965885	0.064122503	0.035083797	0	0.011492855	0.091359618	0	0	0.304117627	0.044125824	0.304608595	0.324635192	0.219765493	0	0.131949711	0
Gp1ba	0.026046681	0.030172213	0	0.010758756	0	0.067510907	0.042254489	0.010495941	0.043393941	0.008126346	0	0.007937352	0.024809574	0	0.090305021	0.064818517	0.01006456	0	0	0.01756403	0	0	0	0.059932737	0.092491355	0.15569382	0.320311878	0.007536096	0.051138992	0.019581444	0.040500543	0.005690683	0.012984827	0	0.022990677	0	0.059267337	0.037149118	0	0	0	0	0	0	0	0	0	0.017160348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc119	0.324120042	0.396305616	0.274815166	0.461155695	0.245569497	1.124033196	0.603135103	0.866613102	0.570917377	0.465305746	0.363712195	0.305468365	0.17729817	0.190541832	0.127276584	0.489029539	0.388386969	0.349422778	0.284198899	0.403950343	0.294485358	0.238222179	0.248453657	0.649559282	0.834895064	1.516010654	2.01311319	0.621331142	0.834033335	0.286045275	0.535221134	0.330933514	0.008972745	0.232389098	0.464963894	0.55759464	0.563853047	0.646654818	0.807747461	0.286544143	0.325936097	0.505882552	0.29057191	0.764180257	0.711205397	1.053116091	1.086409912	0.528686861	0.605600216	0.747703227	0.676916149	1.018619705	0.864307011	0.969468261	0.378977555	0.089229815	0.278201981	0.187573836	0.547288461	1.542124116	1.28415071	0.184183583	0.214278315	0.194527667	0.104295014	0.217284878	0.241991628	0.250378624	0.120058802	0.150921385	0.084594105	0.078041672	0.124371457	0.105749157	0.026954644	0.075494292	0.055957496	0	0.358565036	0.495129287	0.501825381	0.84746806	0.81111117	0.506371164	0.331089997	0.240615384	0.537059401
Gm38250	0	0	0	0	0	0.01733237	0	0.007086181	0	0	0	0	0	0	0	0	0.007333755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012758912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007855161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014950888	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc150	0	0.02086385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005610536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007630911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024957924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009340643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh7	0.098542792	0.029838414	0.082295024	0.192612005	0.076099568	0.345111757	0.215204966	0.290432567	0.300960458	0.277048312	0.121678035	0.22288522	0.105836008	0	0	0.111745866	0.098215399	0	0.011647546	0.115565886	0.129037852	0.06276544	0	0.350072521	0.224426624	0.280315555	0.252299805	0.180735694	0.372754022	0.105547261	0.094110537	0.032878827	0.023170834	0.019354688	0.080697618	0.265032939	0.101280845	0.06703769	0	0.013655366	0.040898528	0.081161783	0.016511812	0.035556849	0.065552662	0.030112411	0	0.010546369	0.015541854	0	0.02690321	0	0	0	0.054309693	0	0	0	0	0	0	0	0	0	0.022268791	0.068915169	0.020785383	0	0.01946968	0	0	0	0	0	0	0	0	0.044541791	0	0.013000893	0	0	0	0	0.039911501	0.014041471	0
Gm2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021221479	0	0	0	0	0	0	0	0	0	0	0	0.025164133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15261	0.029915617	0.03867381	0.216917806	0.069194623	0.140439346	0.058601996	0.066253636	0.112326112	0.093049289	0.058925047	0.205489764	0.059650786	0.008583263	0.120889489	0.114924756	0	0	0	0.044872317	0.112351787	0.045014265	0.071510627	0.027485068	0.135886777	0.018478399	0.146707228	0.308332026	0.026828464	0.051460805	0.022404284	0.005291161	0.022884987	0	0.009392789	0.047199231	0.091150647	0.163875668	0.035804336	0.057110388	0	0	0	0	0	0	0	0	0	0	0	0.013398977	0	0	0	0.014701708	0	0	0	0.031210948	0	0	0	0	0.040714933	0	0.105954786	0.07280906	0.025775554	0.015891926	0.038070238	0	0	0	0.035566102	0	0	0	0	0	0.059572734	0.09642841	0	0	0	0	0	0
Asph	0.344893698	0.343767768	0.241716787	0.262024792	0.213227932	0.528328218	0.421244093	0.370104539	0.409291646	0.415262796	0.228004265	0.223398582	0.332123143	0.261456249	0.102891077	0.624181858	0.455441693	0.550063897	0.165284953	0.151466916	0.226737651	0.126854397	0.051296055	0.440587958	0.622991347	0.526107933	0.404846118	0.750748877	0.785512761	0.4184632	0.747216743	0.629381802	0.492031493	0.589487444	0.568645718	0.525579009	1.178228753	0.649291399	0.350350756	0.114363122	0.100310483	0.05383926	0.309892851	0.04488502	0.055899342	0.062275999	0.014133449	0.0602544	0	0.020539895	0.13780693	0	0	0	0.094532233	0.090229168	0.05987545	0.08607477	0.273605732	0.0517603	0.060210395	0.149030296	0.061146248	0.118289613	0.038767683	0.140046693	0.145081584	0.023146908	0.13203449	0.219901207	0.1013033	0.059885778	0.145111017	0.059137111	0	0	0	0.066937187	0	0.200856908	0	0.171971275	0.100617271	0.08567509	0.022410492	0.050937619	0.033065442
Gramd1c	0.023529512	0.029222308	0.011122655	0.020747937	0.028678823	0.016353183	0.028961272	0.077282294	0.028243832	0.022683857	0	0.089996463	0.110386659	0.047907246	0.043568587	0.09146274	0.055845556	0	0.014698647	0.015251643	0.011463707	0	0	0.016357944	0.022904777	0	0.004284407	0	0.071173037	0	0.064014437	0.041422339	0.023097807	0	0.05365171	0	0.057115271	0	0	0	0	0.008841384	0.033087347	0	0.034111227	0	0	0	0	0	0	0	0	0	0	0.004202759	0.010193487	0.02512207	0	0	0	0	0	0.028491481	0.012451529	0.022977819	0	0.020241029	0.051316064	0.020267689	0.026828587	0	0	0.011880961	0	0	0	0	0	0.013000893	0	0.037968356	0	0	0.022410492	0.045170826	0.039414924
Gm11455	0	0	0.011122655	0	0.020826109	0	0	0.006846103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011457711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01379104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kit	1.914589627	2.163242798	1.799380659	1.927733486	1.770612951	1.653671659	1.63816164	1.955960096	1.910503343	1.765418912	1.884938422	1.873359862	1.731878974	1.387502294	1.342407057	1.535762653	1.365828847	0.149729229	1.194383978	1.65095433	1.389804736	1.106518044	0.727810897	1.527177487	1.322662212	0.967583577	0.610812516	1.50237096	1.966479904	0.935493212	1.149221245	0.713389525	0	0.052309381	0.73806305	1.391383917	1.930882361	0.625800511	0.182861834	0.829734834	0.904269058	0.782216485	0.677932948	0.933296074	0.936284247	0.802346824	0.463760464	0.41265206	0.228563818	0.232416638	0.269538171	0.11904873	0.102733132	0.157008801	0.918602529	0.736404525	0.325147993	0.548104639	0.306335934	0.783299723	0.857724207	0.248439426	0.292590516	0.250728565	0.454773666	1.209941754	1.187117049	1.473985495	0.41382802	0.434447217	0.711775569	0.319476281	0.263056618	0.6934892	0.202724018	0.230017473	0.193598456	0.091614148	0.088684493	0.678807048	1.154822917	0.904513151	1.227869484	0.303316889	0.556301702	0.396631538	0.640770814
Itga2b	0.112064971	0.30919586	0.030419308	0.321400626	0.068244717	1.428554597	0.680076953	0.92064499	0.651223161	0.709553946	0.143708722	0.301177101	0.135954593	0.074709643	0.083096185	0.619688166	0.758312678	0	0.097436731	0.391447067	0.35613508	0.149903996	0.046135886	0.704604602	0.625154846	2.133725651	3.053609516	0.187829725	0.55004138	0.037205878	0.043035594	0	0	0	1.012637319	0.982521882	0.575025072	1.324617132	1.734049709	0	0.069090243	0.089691316	0.768670868	0.06061367	0.008246764	0	0.010286396	0.063542562	0	0	0.155300879	0	0	0.021021053	0.106200417	0.022227063	0	0	0	0.02089225	0	0	0	0.017460468	0.115794892	0.051721638	0.037684293	0	0	0.025616715	0.013561222	0	0	0	0	0	0	0	0	0.228161818	0.146415028	0.186763289	0.16247089	0.058822227	0.043196517	0.053009208	0
Tnik	0.175761022	0.325085642	0.212597585	0.367402363	0.330138462	0.410016879	0.236809104	0.456483597	0.405534872	0.457182751	0.19856833	0.329707261	0.362587319	0.309915426	0.390260621	0.36157069	0.302817125	0.109187483	0.147407152	0.354788702	0.217879467	0.121721797	0.046018501	0.682692079	0.679854865	0.459509867	0.853990473	0.647871501	0.926597367	0.150532189	0.24975107	0.074441474	0.008969933	0.022668062	0.45917159	0.352167363	0.644336136	0.266444549	0.521216555	0.012799848	0.022467788	0.098001961	0.09355916	0.034629759	0.007966906	0.012149449	0	0.019677987	0	0	0.006538636	0	0	0.021021053	0.080949377	0.040826511	0	0	0	0.016789367	0	0.028958501	0	0.030837724	0.015396052	0.09845177	0.102702428	0.159579774	0.090738891	0.088204471	0.017606586	0.023608865	0.212649512	0.058395267	0.02401638	0.019091346	0.05799946	0	0	0.080610613	0.560776272	0.417088643	0.276855617	1.01046147	0.546425621	0.141932363	0.709966331
Rdh13	0.035525071	0.095504853	0.041148824	0.107494554	0.047450769	0.120602273	0.064498662	0.053110549	0.072149993	0.080563184	0.065029336	0.097737096	0.066219146	0.04167357	0.033072722	0.082918045	0.14039411	0	0.115553339	0.086779256	0.055697703	0.054430861	0.065450662	0.045524369	0	0.181980333	0.122792211	0.098509939	0.06408229	0.055168315	0.143035699	0.068805413	0.014565987	0.016495605	0.062670546	0.037430026	0.047562509	0.014402644	0	0.066275018	0.073526941	0.056138089	0	0.039231132	0.036059078	0.060467795	0.004615608	0.025843018	0	0	0	0	0	0.02384618	0.084850535	0.064262688	0.056116652	0.039027209	0	0.017270375	0.022162707	0	0.017444689	0	0.013922965	0.063729494	0.11677605	0.119103328	0.102489679	0.07631649	0.028629587	0.081679466	0.04055927	0.023377992	0.016305729	0.033304989	0.048573794	0.02615786	0.060021638	0.022086116	0.050890988	0.054761523	0.106347002	0	0	0.037728786	0.090859752
Macrod2os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gssos2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trbv12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapln3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slurp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspn	0	0	0	0	0	0	0.014702473	0	0	0	0	0	0	0	0	0	0	0	0	0.013697637	0.052646402	0.01388984	0	0	0	0	0	0	0	0	0	0	0.008969933	0	0.011200031	0.02276582	0	0	0	0	0.023600701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015720597	0	0.015840038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26625	0	0	0	0	0	0.04602325	0.086761725	0.092992448	0.097384609	0.068196534	0.021405973	0.024308003	0	0.036261846	0.042219806	0.022879551	0.008111298	0	0.091901377	0.058030352	0.054840424	0.054468319	0.09727609	0.027996015	0.089030856	0.025093103	0.089473032	0.047573781	0.059727707	0	0.007677272	0.057325476	0.102615569	0.05187452	0.079071817	0.030237139	0.020963603	0.035364649	0	0.039490393	0	0.027751572	0	0.030463132	0.035263706	0	0.01381999	0	0	0.014961194	0.012758912	0	0	0	0.147182111	0.09451405	0.045049538	0.099401418	0	0	0.015081971	0.145347691	0.191748522	0.033757181	0	0	0.0880497	0	0	0.056749932	0.066720109	0.106952663	0	0.060292532	0.107817124	0.095255145	0.152970671	0.063460137	0	0.037028079	0	0	0.023000987	0	0	0.041994548	0
Hrct1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016979574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
