uid	qHSC	aHSC	HSC-Ly	MPP5-IER	MPP5 Ly-I	MPP1-MKP	MPP1-G1	MPP2-G2	MPP2-M	MPP2-S	MPP3-IER	MPP3-S	MPP4-TCA	MPP4 Ly-I-a	MPP4 Ly-I-b	HSC-Mac-1	HSC-Mac-2	Mac-Nr1h3	ML-1a	ML-1b	ML-CC	ML-2	ML-MDP	ML-3	MEP	MkP-HSC	MkP-Kit	ErP-HSC	ErP-MEP	ErP-1	ErP-2	ErP-3	ErP-4	ErP-5	BMCP-G2	BMCP	pro-Mast	pre-Baso	Baso-Mature	MP	IG2-MP	IG2-proNeu1	EoP	proNeu-1a	proNeu-1b	proNeu-2	preNeu-1	preNeu-2	preNeu-3a	preNeu-3b	preNeu-3c	immNeu-1	immNeu-2	immNeu-3	MDP-1	MDP-2	cMoP-a	cMoP-b	D3-LM	pre-cDC1a	pre-cDC1b	pDC-CC	pDC	pre-cDC2	plasmaDC	CLP1-a	CLP1-b	CLP1-c	CLP2-Ly6d+	ALP-a	ALP-b	proB-cycling	preproB-1	pre-proB-2	preBcrII-G2M	preBcrII-S	preB-kappa	immB	matB	EILP	CHILP	ILCP-a	ILCP-b	ILC2	ILC1_3+NKP	pre-aceNKP	aceNKP
Guca2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014438701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010261626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009513086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00884193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009513086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013729516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011505858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930556N13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011726726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009338813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011652791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011740756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930471C06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005072895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1galt1c1	0.133069507	0.115878995	0.075726691	0.168157155	0.128781464	0.081474748	0.056187876	0.136092317	0.127751388	0.147954251	0.094647936	0.066690709	0.119948751	0.138725599	0.085513238	0.161606271	0.2270094	0.063385645	0.145497488	0.132306994	0.103242622	0.15874029	0.253007881	0.151964754	0.049632227	0.090424623	0.066766828	0.097917575	0.066275247	0.042897506	0.045134938	0.10113205	0.066554937	0.089200276	0.08392355	0.155613589	0.147943215	0.085743699	0.109701794	0.576023459	0.130897548	0.112811755	0.246288577	0.141812671	0.10441201	0.229268034	0.122182064	0.197391553	0.077502992	0.050747392	0.049060553	0.023107805	0	0.102840012	0.192029253	0.58451891	0.955595754	1.055932445	0.486735675	0.266591632	0.18323296	0.099434825	0.100286454	0.055567001	0.104422939	0.105682552	0.071884306	0.044179788	0.016346522	0.062837382	0.071263805	0.134477555	0.103667103	0.076154892	0.048919559	0.120318459	0	0.09234915	0.050159609	0.118355449	0.21010559	0.106808493	0.161891677	0	0.070761545	0.077406809	0.292659168
Mefv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041318349	0.042361669	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024069431	0.019465588	0	0.29344664	0.082090096	0.211442867	0	0.113716393	0.236399193	0.259172267	0.266711713	0.098537999	0.27887769	0.396697328	0.303060028	0.058481238	0.061801208	0	0.057653764	0.190311121	0.447007215	0.535608664	0.251233232	0.072104373	0.066646709	0	0	0	0	0	0	0	0	0	0	0	0	0.013284063	0	0	0	0	0.050159609	0	0	0	0	0	0	0	0
Apba1	0	0	0	0	0.016554648	0	0	0	0	0	0	0	0	0	0	0	0.01804344	0.017250166	0	0	0	0.011385796	0.076311214	0	0	0.007482638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168226186	0.008783339	0.060403853	0	0.025032038	0.031941322	0	0	0.013908165	0	0	0	0	0	0	0.021013912	0.174842604	0.300700187	0.352715572	0.119572912	0.278332304	0.186612385	0.088909652	0.138106788	0.111097383	0.009133982	0.020201175	0	0	0.019344993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf1r	0	0	0	0	0	0	0.045829702	0	0	0	0.021845748	0	0	0.027474001	0	1.108919979	0.913618243	1.697364562	0.074883811	0.08704902	0.06297782	0.125389951	0.487420647	0.045180811	0	0.014663538	0.014487002	0	0.022739374	0	0	0	0	0	0	0.020085497	0	0.057042753	0	0.50177939	0.13443875	0.056980401	0.053154304	0.067295758	0.059557544	0.058533848	0.074571099	0.126064091	0	0	0.188388743	0.032014278	0.098875278	0.167471765	0.22049342	0.69630803	1.072397594	1.113521533	2.071892331	0.013103588	0.243198808	0.111820626	0.028239279	0.271618415	0.068437249	0.047973254	0.134611139	0.139356743	0.078851458	0	0.08306594	0	0.057352772	0.033548415	0	0	0	0	0	0.019550525	0.028004221	0	0	0	0	0	0
Ly86	0	0	0	0.023418556	0.021394344	0	0	0	0	0	0.042186678	0	0.02836402	0	0.086028658	0.785144078	0.597974029	1.853114767	0.074848478	0.039717231	0.048546651	0.275571826	0.811715147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877603385	0.299185739	0.125733394	0.044121797	0.044967318	0.079833834	0	0.095884778	0.217695222	0	0	0.015899111	0	0	0	0.401897229	1.150012055	1.63891706	1.731796511	1.667896068	1.69011425	1.816088897	1.462317002	1.603323729	1.422092952	0.248163823	0.115302182	0.129535198	0.130116476	0.536168019	0.718350952	0.278556805	0.782542221	1.053554709	0.631061502	0.293176875	0.269826699	0.16137186	0.487488461	1.43884876	0.173378676	0.650714749	0.077250633	0.071556249	0	0.078599176	0.107332472	0.062950907
Tctex1d1	0	0	0	0	0	0	0	0	0	0.010543252	0	0	0	0	0	0	0	0	0	0	0	0	0.033046629	0	0	0	0	0	0	0	0	0.016016798	0	0	0	0	0	0	0.048044369	0.10824936	0.027460826	0.060086574	0	0.038754009	0.050001105	0	0.057884679	0.023195186	0	0	0	0	0	0	0.059480906	0.121892965	0.219445888	0.203174642	0	0	0	0	0	0.009550581	0	0.018774634	0	0	0	0	0.022948928	0	0	0.008400035	0	0	0	0	0	0	0	0	0	0.042896026	0	0.012574713	0
Irf8	0.11450079	0.033970389	0	0.073515055	0.055123466	0	0.059460089	0	0.067314142	0.024323216	0.251404517	0.174825969	0	0.201841033	0.351799199	1.276407949	0.928396818	2.178474744	0.734671184	0.225481018	0.446220159	0.873585354	2.332230958	0.032618649	0.10063725	0	0.137101925	0	0.094050988	0	0	0	0	0	0.100144801	0.059563713	0.100976087	0.011030965	0.111663199	2.365888118	0.606898272	0.197277038	0.448909846	0.167595727	0.128974042	0	0.29374867	0.508703391	0	0	0.155797587	0	0	0	0.832287949	2.584080297	3.227289309	3.237898018	1.320580277	4.378610378	3.748716542	4.503684173	4.984298238	4.115151534	0.553382153	1.138288987	1.084347155	0.849771675	2.111082756	1.917874833	1.329582844	0.850090412	1.603120167	1.36155712	0.898820447	1.030534446	0.689562135	0.876911688	1.696855406	0.776487321	0.451812522	0.074713972	0.016251976	0.112457905	0.278656046	0.215962862	0.435161998
Hpse	0.018801246	0.029821033	0.011224297	0.012777289	0.015782298	0.024710097	0.052284311	0.038927384	0	0.016169699	0.078818123	0.02089541	0	0	0	0	0	0.050350039	0.113854108	0.031449439	0.054813446	0.060110988	0.190855603	0.017954652	0	0.011668076	0.037129659	0	0	0	0	0	0	0	0	0.010273441	0	0.032575839	0	0.206760303	0.019684524	0.03307344	0.051188519	0.019620457	0.068402007	0.086051649	0.094031104	0.060059627	0.035889249	0.029341147	0.084700487	0	0	0	0.138526319	0.259268473	0.552947189	0.470717915	0.252402533	0.062415183	0.083101906	0.143631078	0.276272203	0.130561434	0.030691422	0.13382503	0.10082653	0.033463365	0.101427674	0.041690564	0.093879313	0.211267293	0.188929507	0.081406704	0.024923522	0	0	0.089799747	0.075697309	0.015468458	0	0	0	0	0	0	0
0610040J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097643249	0.034220002	0.02935119	0	0	0	0.02984376	0.032860114	0	0	0	0	0	0	0	0	0	0	0	0.01031166	0.01431149	0	0	0	0.07996415	0.010385942	0.01151889	0	0.022098569	0.058280187	0.034338343	0.029447117	0.008409404	0	0	0	0	0	0	0.03330795	0.05716827	0.067683054	0.147273014	0	0.024450047	0.040328296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glipr1	0.479605239	0.770749256	0.604698109	0.70076684	0.503708156	0.518510889	0.614906996	0.831842992	0.94556605	0.657245613	0.982274785	0.881673202	0.491663543	0.739768909	0.577223283	0.689401024	0.984497025	0.671057381	0.815267121	0.981595091	1.125275377	1.242678932	1.364409929	0.318191964	0.30971538	0.296442055	0.622233241	0.071783985	0.258292389	0.012474163	0	0	0	0	0.774408289	0.862923406	0.854700252	0.9822063	0.885889988	1.615730081	0.852614948	0.924115522	1.027491868	0.771026014	0.630213342	0.657876972	0.347285058	0.453007944	0.128477446	0.062180542	0.158086084	0.272757333	0.524358785	1.197940103	1.032109725	1.758632951	2.159951737	1.998580248	1.082646982	1.156464525	1.24117619	0.580255836	0.468072061	0.776140319	0.416671903	1.229235071	1.234293314	0.976757259	0.756076654	0.856110005	0.83811988	0.225595909	0.465460373	0.954137737	0.035815646	0.068252976	0.085172935	0	0.252248169	0.451182197	0.464462378	0.766619671	1.219388494	0.302154206	0.43085858	0.44566272	0.544262325
Rassf4	0.349140279	0.096004954	0.151315359	0.178744285	0.174069993	0.086141003	0.135390551	0.109145866	0.113071683	0.183535688	0.114001401	0.159833564	0.107396661	0.049092299	0.044079039	0.838859444	0.615916814	1.167478918	0.092813778	0.203846035	0.135104034	0.086841394	0.300718675	0.186379837	0.12601896	0	0.022832714	0.048962036	0.130947645	0.015015737	0	0.027896191	0	0	0.392997736	0.193814091	0.23124534	0.31200118	0.11241069	0.825972271	0.16620499	0.182485132	0.242599744	0.150531132	0.110687085	0.212832974	0.106863728	0.154209338	0.018291812	0	0.060207578	0	0	0	0.274980251	0.698727783	1.25501085	1.084888985	1.546591162	1.248278041	1.274323797	0.229342274	0.679383036	0.362780182	0.216785035	0.190686648	0.074595547	0.086313967	0.091698184	0.021467661	0.075931215	0.042234839	0.071471831	0.148198408	0	0.018376139	0.081442883	0.112712414	0.256925778	0.072640079	0.226672035	0.073698881	0.063543525	0	0	0.023253184	0.033306091
Gabra2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005307068	0	0	0.004842134	0	0	0	0	0	0	0	0	0	0	0.018397669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamp1	1.069857395	0.8098907	0.724980394	0.699312203	0.873484884	0.934058866	0.858554961	0.709898491	0.701235049	0.871725497	0.799383927	0.52383457	0.687426501	0.501305737	0.838882215	2.958387861	2.614976398	4.303466623	0.755429351	0.782948497	0.832387803	0.963141489	0.964466872	0.727122542	0.620717725	1.078640814	1.273135353	0.707462704	0.694557207	0.998785029	0.970263036	1.144277026	0.784897022	1.118319453	1.058396865	0.933721995	1.000570511	1.080028588	1.233664904	1.889344491	1.017618218	1.241227437	1.418941858	1.357423282	1.260748472	1.48299638	1.403149221	1.131582976	1.27207308	0.83898726	1.431590962	0.693148469	0.319873586	0.48770373	1.153301127	1.729686334	2.510676247	2.52959067	2.325277509	1.043453837	0.933228857	1.072121256	0.982636754	0.982343168	0.690023165	0.593189084	0.830790362	0.64728726	0.826463883	0.841026843	0.808547565	0.465311735	0.494244595	0.840307941	0.553593658	0.542652724	0.381375588	0.520014065	0.437959375	0.695159012	0.699921876	0.800926961	0.836208136	0.589659674	0.362793429	0.762350847	0.652584254
Unc93b1	0.36999683	0.357833125	0.508359316	0.466076211	0.45983433	0.131964747	0.287367236	0.106183464	0.177018476	0.075207911	0.440760414	0.352091768	0.224848396	0.496673894	0.745511168	1.274868998	1.444970085	2.340374568	0.425943761	0.16643424	0.18705971	0.345546841	1.028513184	0.084188554	0.02885141	0.089672248	0.064611093	0.012500006	0.037433518	0	0	0	0	0	0.04962983	0.116905881	0.11525504	0.020298885	0	1.335581621	0.571484506	0.47089128	0.43243412	0.761353098	0.643691214	0.852285477	0.708350619	0.957178457	0.551619703	0.397023909	0.938927447	0.470296565	0.520687154	0.577865038	0.67802052	1.222706403	1.630582193	1.972759921	1.789212594	1.843603031	1.632844959	1.686047325	2.144039567	1.531033121	1.082949806	0.537376405	0.433711796	0.52902859	0.786259012	0.714623759	0.480186667	0.851820496	0.919677687	0.67048478	1.177429693	0.540464179	1.698992424	1.973499247	1.458951934	0.200643586	0.450869522	0.105551057	0.127639667	0.082475757	0.026275181	0.076686444	0.213566166
Ctsh	0.320041075	0.173715523	0.327463332	0.129318456	0.22476616	0.017117367	0.014482361	0	0.026502784	0.010543252	0.084571162	0	0.132053458	0.21010359	0.161859095	0.731691547	0.492323732	1.589894759	0.033438392	0.097883332	0.022772569	0.019528532	0.20733172	0	0	0	0.004357991	0.016185527	0	0.009291189	0	0	0	0	0.03750301	0	0.084796573	0.097415837	0.05404079	0.926904897	0.139339332	0.203946342	1.166378554	0.16827915	0.198368736	0.141441367	0.552315644	0.71094651	0.733986732	0.685227635	0.635919212	0.966371817	0.504962561	0.518647631	0.219271786	0.591961495	1.627060844	1.45394981	2.160107448	2.257919677	2.134482861	1.094314683	1.655364906	0.652383895	0.23375439	0.048492911	0.04533231	0.104618204	0.156657101	0.115103133	0.030442886	0	0.052372111	0.047258062	0	0	0.037612954	0.096122851	1.069526785	0.030614278	0.357896773	0.021955598	0.033325252	0.037047697	0	0.024746244	0.073620591
Gm15987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016668149	0.091383093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075813173	0.007125048	0	0	0	0	0	0.01399113	0.022895051	0	0	0	0	0	0	0	0.051273965	0.193115639	0.314239299	0.304153685	0.338198115	0.273747441	0	0	0.062426351	0.019449615	0.024898358	0	0	0	0	0	0	0	0	0	0	0	0	0.32292192	0	0	0	0	0	0	0	0.019781771
Ccr2	0	0	0	0	0	0	0	0	0.022988431	0	0.021924094	0	0	0	0	0.053612138	0.118464182	0.047105517	0.025420828	0.025805164	0.112187545	0.210846728	0.485372513	0	0	0	0.014536756	0	0	0	0	0	0	0	0.022421458	0	0.035692481	0.029364106	0.197092755	0.789731086	0.0868676	0.03718068	0.142362939	0.022067516	0.047469803	0.036776363	0.066203494	0.084988104	0	0.016625239	0.151384536	0	0	0	0.520607989	0.940040418	1.519735937	1.349907219	2.499475791	3.127847841	2.60121313	0	0.063285924	0.150289733	0.036837547	0	0.090204468	0.025225059	0.016346522	0.032485756	0.019658479	0	0	0.051262646	0	0	0	0.053930811	0	0.230472898	1.290517423	0.987328855	0.752391262	0.474662866	0.111623106	0.104768704	1.57521587
Plppr3	0.231586596	0.350159326	0.458569187	0.350213773	0.310728449	0.096082839	0.395285902	0.179001635	0.130555288	0.19670107	0.388275645	0.516640219	0.58767412	0.287697333	0.230824542	0.265482115	0.210721246	0.033171377	0.585277574	0.580216012	0.476541609	0.811942611	0.776784765	0.094185739	0.098489197	0.044653244	0.008143315	0	0.022739374	0	0	0	0	0	0.242056275	0.374461542	0.121866465	0.07175452	0	0.734250391	0.404995124	0.558399278	0.117276032	0.523089877	0.505888566	0.429583476	0.322125435	0.165822141	0.014159556	0	0.039696267	0.026345857	0	0.044867233	0.687851809	0.961577238	0.642944729	0.965188428	0.057578967	0.02089225	0.068087489	0.126234633	0.050637524	0.150537304	0.040033547	0.523600428	0.60266729	0.436219229	0.20231755	0.165547837	0.23755215	0.015150839	0.158903303	0.193828677	0	0	0.058145315	0.050530916	0	0.152177252	0.043338554	0.020500326	0.026234246	0.064757617	0	0.025748526	0
Tm7sf3	0.313958306	0.290935595	0.173140975	0.338183928	0.276539963	0.475480115	0.238496081	0.426993997	0.222136845	0.165996973	0.25399744	0.357052411	0.310472574	0.25529076	0.311708114	0.381110462	0.331497143	0.268427754	0.195436449	0.241982702	0.434121924	0.511287868	0.35271261	0.300726666	0.494531167	0.614312958	0.781211821	0.494119563	0.379929789	0.457234256	0.658199856	0.794324082	0.404119458	0.5182838	0.379652084	0.516155459	0.315143037	0.229289187	0.117602657	0.8459787	0.813430176	0.920479518	0.852718349	1.196989976	0.97831868	1.006112291	0.800499218	0.432638014	0.501597773	0.255520049	0.456179745	0.020598014	0.039302341	0.030564462	0.752204214	0.745549191	0.835162753	1.251921391	0.26874974	0.121215547	0.196586325	0.408657145	0.404319773	0.380021445	0.045271536	0.082166225	0.203432773	0.164083022	0.218489197	0.190377248	0.156581973	0.208181304	0.092405207	0.161859763	0.022935472	0.190940913	0.158001549	0.051953279	0.142423675	0.311082463	0.097343389	0.210964786	0.137662084	0.177540871	0.171316708	0.180936749	0.254819688
Zeb2os	0.037582275	0.065198197	0	0.038174882	0.04052244	0.073259818	0.02559846	0.019937633	0.049251446	0.044840313	0.052754213	0.038334928	0.047589176	0	0.070553343	0.090003241	0.046500349	0.131281378	0.082039676	0.123755222	0.102700037	0.169562875	0.259969267	0.028411414	0.056884867	0.124168504	0.116529364	0.031729871	0.038946802	0.045143375	0.116753853	0.050803511	0.047898268	0.062320385	0.063670971	0.030470833	0	0.046981666	0	0.207340534	0.113918926	0.074926948	0.053017056	0.034897515	0.133926494	0.016637278	0.045544264	0.09403001	0	0	0	0	0	0	0.191388948	0.213088458	0.546702448	0.457855981	0.421756681	0.032063749	0.016128374	0.286051932	0.115281185	0.234250681	0.049289076	0.044864131	0.050035197	0.039507222	0.10606797	0.015848066	0.050511998	0	0	0.068502949	0.104915112	0.191385478	0.048573794	0.251097282	0	0.037403269	0	0.034999329	0	0.042896026	0	0	0
Plcb1	0.142313825	0.011550198	0.009746941	0.014960401	0	0.0704686	0.035643799	0.004114274	0	0.023076145	0	0	0	0	0	0.017958883	0.01923484	0	0	0	0	0.018156129	0.032620366	0	0	0.075849265	0.125106702	0	0	0	0	0	0	0.01122641	0.007508485	0	0	0.015610772	0	0.107781909	0.037975897	0.018454857	0	0.029123955	0	0.022412932	0.016056394	0.035995355	0	0.024356143	0.024217147	0	0	0	0.032166109	0.112018918	0.160381344	0.230180465	0.247599898	0	0	0	0	0	0	0	0.013344094	0	0	0	0	0	0	0	0	0	0	0	0	0.033814277	0	0	0	0.139138112	0	0	0.019781771
Ctsc	0.26572937	0.412860974	0.242238853	0.396132604	0.219744066	0.255990236	0.327529134	0.296511389	0.311809709	0.297578253	0.290666851	0.266577329	0.196345678	0.209963878	0.163191379	2.104207942	1.87609414	3.103548828	0.265922679	0.201882992	0.277378307	0.418836534	0.308838134	0.219435299	0.31196158	0.299190901	0.271263929	0.24645702	0.110449364	0.116462039	0.073856201	0.014092798	0	0	0.399429897	0.418315679	0.522494144	0.295092678	0.398882747	0.942482243	0.368129078	0.403955826	0.145491409	0.232982789	0.325658738	0.18999797	0.132075554	0.159173747	0	0	0.197858177	0	0	0.145606158	0.359234341	0.583446899	1.066717154	1.37317779	1.824490664	0.438796813	0.781434737	0.31039436	0.29171371	0.270823321	0.3385517	0.323620048	0.329793366	0.199409346	0.195735386	0.167378643	0.335236543	0.38690834	0.138182337	0.272718296	0.397241544	0.393318508	0.175196148	0.127457866	0.640702451	0.148597555	0.177600409	0.573705337	0.387612204	0.156230149	0.445042159	0.394788333	0.37657693
Trem2	0	0	0.020896991	0	0	0	0	0	0	0	0	0	0	0	0	0.322723544	0.326270857	0.590428214	0	0	0	0	0.011976502	0	0	0.026413465	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105087511	0	0	0	0	0	0	0.025481202	0.009634909	0	0	0.02413342	0	0	0	0.006560734	0.133887187	0.541252295	0.337117055	0.543223588	0.015605581	0.020613366	0	0	0	0.033802513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexa	0.477888269	0.556799171	0.503736904	0.527212976	0.592283268	0.552032328	0.517568814	0.439670248	0.36913016	0.53430239	0.546021559	0.36966447	0.576055232	0.382603067	0.318432124	1.866465072	1.737899368	2.458627253	0.505063137	0.586384866	0.780442419	0.854108761	1.225050568	0.381615867	0.199102962	0.556359782	0.451229903	0.162352602	0.24154855	0.183691412	0.118903915	0.061602574	0	0.018898636	0.710368325	0.810762959	0.271583614	0.66075512	0.684553269	1.613241388	1.048488294	1.150068092	0.593422505	1.282369418	1.329992623	1.413926638	1.299412822	0.814072222	0.81251455	0.501603791	0.885911266	0.707154465	0.43928267	0.873834403	1.002870334	1.416841193	1.768663236	1.723720474	1.094364855	0.925647068	1.227981075	0.614630759	0.522794497	0.792286104	0.379498205	0.47552341	0.447622359	0.177120805	0.564587308	0.268591388	0.426725784	0.361667619	0.22350949	0.494176932	0.163318139	0.205840286	0.128755758	0.061501176	0.383809391	0.499960848	0.499456055	0.165395607	0.30412419	0.245071861	0.10713113	0.219074891	0.307932923
Nrg2	0	0.046433563	0.025260351	0.018115539	0.026432504	0.016353183	0.016056119	0.021334769	0.015482059	0.029226436	0	0	0.024204226	0.025741165	0	0.006662217	0.021479892	0.017250166	0	0	0.05903524	0.04738058	0.107730394	0.035849059	0	0.011189476	0.019496995	0	0	0	0	0	0	0	0	0.025247015	0.030671428	0.017325936	0	0.242021232	0.173033709	0.1174371	0.05674961	0.237647418	0.260865379	0.383529465	0.162636837	0.098187955	0	0	0.037592021	0	0	0.070405745	0.097593943	0.315835667	0.330614107	0.365120368	0.087082009	0.041162979	0.062686355	0	0	0.057444231	0.072669844	0	0	0.044257247	0.016986655	0.022205699	0	0	0.025206279	0	0.019802947	0	0	0.05095546	0.045135923	0.101613137	0.329034491	0.027173052	0.059017076	0	0	0.014568992	0.036538255
Acer3	0.176038667	0.27998927	0.139079271	0.242293622	0.321106631	0.100067416	0.198834143	0.132941992	0.067341514	0.191971785	0.065144598	0.131322941	0.157082365	0.128518001	0.15111945	0.732924752	0.74218154	0.879715517	0.211386468	0.092632625	0.199476093	0.260124404	0.24397229	0.121353852	0.146366428	0.209864136	0.169562575	0.197891712	0.142294772	0.141680832	0.279942807	0.470274599	0.554418919	0.480896281	0.165318544	0.203542657	0.255975517	0.19904672	0.123880485	0.611746457	0.212996777	0.313753817	0.234075486	0.408089954	0.41483744	0.36720846	0.397051412	0.334438831	0.208667945	0.151466431	0.451542413	0.178785036	0	0.021021053	0.340555832	0.180918173	0.693286273	0.87467069	0.601420363	0.510091447	0.356772534	0.209803117	0.146940825	0.171095413	0.064320826	0.236849081	0.298601664	0.058275538	0.200704039	0.082742988	0.16332044	0.098050102	0.093395924	0.086607879	0	0.01375152	0.039585198	0	0.083739143	0.10122733	0.165591207	0.071306987	0.098809904	0.042880749	0.04056682	0.037537699	0.13433765
Lgals1	0.102899594	0.48212231	0.381214463	0.575023434	0.692077821	0.483431229	0.973885703	0.502456164	0.998900619	0.726182885	1.073960189	1.385230046	0.559353149	0.424611191	0.528307071	1.167631877	0.778921215	2.44867821	1.388033706	2.061503427	2.57412154	2.838656008	3.225955672	2.93012317	3.030304517	0.12149592	0.132766661	2.794461529	2.789580932	0.542547131	0.048796581	0.098610379	0	0.02702288	4.089341084	3.863375153	4.786979469	3.775932446	4.168159883	3.53804002	3.160755901	2.76456992	2.248235615	2.1454268	1.829781774	1.126985677	0.913090848	0.840603248	0	0	0.226280063	0	0	0	3.371558813	4.058863055	4.387867702	4.048788556	1.642222627	4.192143028	2.892315809	4.597595487	4.620556342	3.890728469	0.752175353	1.210811926	1.09570876	0.9496745	1.382303949	0.788769514	1.241711472	1.31179994	0.30390796	1.260640718	2.225770927	2.173678241	1.633888078	1.644545775	0.823555098	0.861001872	1.850233554	1.678736054	1.132213767	0.621067003	2.352694419	2.844743568	2.906231074
