UID	MyoFB - Activated	Adventitial FB	PLIN2+ FB	Alveolar FB	Mesothelial	aCap	gCap	Inflamed	Venule	Systemic venous	Arteriole	Lymphatic	AT1	KRT5-/KRT17+	Transitional AT2	AT2	Proliferating - Epi	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	Basal	NK	CD4	CD8/NKT	Mast	pDC	PNEC	B cells	Plasma	cDC1	Monocyte	cDC2	Inflammatory monocyte	moDC	Proliferating - Imm	Alveolar macrophage	Monocyte-derived macrophage	Interstitial macrophage	Pericyte	SMC	MyoFB	Ciliated	Differentiating ciliated
JAM3	0.348492979	0.309972853	0.272531125	0.304466984	0.058690318	0.57090292	0.485928157	0.375665272	0.185096446	0.152676914	0.217296397	0.007289772	0.001707367	0.019110097	0	0.002751794	0.012193735	0.003498651	0.00394029	0.002237141	0.146296522	0.006450201	0.003352849	0.014233623	0.001026124	0	0.403651669	0.022243771	0.000960378	0.00453773	0.001358724	0.000735484	0.000724581	0.001021437	0.001560044	0.000230533	0.000539908	0.000608102	0.242981165	0.280970922	0.376248041	0.036423262	0.048268499
B3GALNT1	0.112801935	0.155375814	0.100255767	0.117927816	0.117027991	0.395786176	0.311000638	0.122525585	0.066359051	0.072279875	0.177928172	0.020948753	0.208045036	0.052466032	0.044349537	0.025516237	0.054020391	0.031141203	0.008618801	0.025979517	0.074432762	0.019995067	0.001446627	0.000578466	0.037170958	0.021841967	0.022743074	0.031130668	0.008917765	0.011377867	0.006383273	0.045402822	0.027008444	0.050602989	0.055108608	0.045547386	0.03596039	0.031513805	0.172291098	0.089842303	0.0716223	0.020233125	0.03204364
SASH1	0.174254242	0.388811823	0.308849457	0.188543802	0.376388381	1.075710347	1.003537312	1.047226967	0.616877608	0.590681862	0.684785977	0.631697655	0.200975452	0.118260466	0.132424487	0.137750791	0.194663123	0.218512905	0.123505372	0.107090317	0.090101971	0.018047714	0.006374669	0.006889504	0.041606412	0.011266771	0.010199992	0.017359664	0.005656343	0.00587408	0.12326731	0.011418646	0.235560644	0.095215824	0.077961533	0.180884995	0.161270874	0.141678893	0.66403856	0.244604432	0.155695715	0.123883275	0.117048095
THSD1	0.005185027	0.047979646	0.033721188	0.053458821	0.0064044	0.402784763	0.385853263	0.172901557	0.202399794	0.14060002	0.272694498	0.335819413	0.003607502	0.019251653	0.004548062	0.006539953	0.0250369	0.004342262	0.006766846	0.005615864	0.024305344	0.002676099	0.00728825	0.001694689	0.007839821	0.022214026	0	0	0.00301506	0	0.001730245	0.006435973	0.000864611	0.004419861	0.002428392	0.001359032	0.00228107	0.001047048	0.002030685	0	0	0.004732459	0.004468991
LINC01082	0	0	0	0.011237687	0	0.127291839	0.099718725	0	0.043663574	0.001629537	0.067182679	0	0.00050026	0	0	0.000134698	0	0	0	0	0	0.00025176	0.000900882	0	0	0	0	0	0	0	0.000724568	0	5.99E-05	0.000212543	0	0	5.06E-05	0	0.00083826	0	0	0.000675226	0
HTR3C	0	0	0	0	0	0.037443853	0.014300396	0	0.000984692	0.000541173	0	0.004497327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDNRB	0.035662073	0.163231836	0.10864445	0.143986765	0.007174559	0.937136289	0.15796462	0.509821461	0.045235168	0.109983255	0.038057439	0.790879726	0.017083931	0.005746817	0.051297403	0.407720686	0.143232492	0.00639037	0.023886133	0.020266342	0.000466427	0.000794248	0.000429359	0.003409252	0.060617617	0.02205427	0	0.004218916	0.003148704	0	0.067210604	0.001974393	0.064177637	0.028392843	0.013742633	0.001629631	0.025625138	0.018252972	0.809926605	0.83488619	0.14422542	0.001031958	0.016214742
SEMA6A	0.040599761	0.083857292	0.217075972	0.132179053	0.139944562	0.741505817	0.748641158	0.556729732	0.438681865	0.381820101	0.152514321	0.751988391	0.003883153	0.002405259	0	0.002141345	0.001417423	0.002979756	0.00477033	0.003058024	0.023092928	0.005158436	0.000763428	0.001595846	0.012666347	0	0	0.000654486	0	0.010794946	0.006553189	0.001244408	0.001730044	0.002390775	0.001741943	0.000174966	0.001038973	0.000128566	0.044057369	0.042404872	0.027889886	0.000716197	0
SLC14A1	0	0	0	0	0	0.215862694	0.180220982	0	0.033475229	0.002057432	0.107802616	0	0.001131892	0	0	0	0	9.27E-05	0	0	0.000692781	0.095402321	0.019899952	0.062988484	0.007209024	0.017650654	0	0.027023066	0.003178908	0.01592861	0.000216048	0.002174112	0.000475218	0	0.010219828	0	0.000128141	0.000550533	0.011007329	0.002028414	0.064890287	0.000100404	0
TMEM204	0.38941177	0.289337967	0.0832698	0.407010804	0.000235233	1.012142047	0.882368299	0.412506893	0.61338796	0.509790377	0.562979969	0.553140125	0	0.003375743	0.001087093	0.001509415	0.008010215	0.001036099	0.000261995	0.000751157	0.00270832	0.104240892	0.123347558	0.175549857	0.00301782	0.001902321	0	0.008327011	0.005586603	0.006926595	0.00293546	0.025395123	0.0074337	0.014141845	0.035359989	0.000339989	0.005242611	0.004750915	0.631826528	0.185456475	0.441521869	0.003293817	0
GCOM1	0.000873869	0.003154411	0.006719961	0.00087597	0.000727513	0.236661789	0.259349806	0.251508743	0.025237912	0.003841648	0.056385975	0.126350639	0.035436886	0.020355394	0.003928398	0.002506708	0.004611486	0.002350572	0.002625397	0.007106128	0.005285771	0	0	0.002444214	0.000346757	0	0	0	0.000259873	0.00183793	0.000234296	0.001002981	0.00266381	0.006244249	0.002598754	0.006987372	0.004515113	0.001036495	0	0.005509114	0	0.003413203	0.004961608
HSPA12B	0.145300591	0.131559037	0.120819618	0.02036182	0.000369586	0.559389844	0.533725986	0.198047614	0.36155377	0.214682837	0.409115547	0.287426674	0	0	0	3.22E-05	0.005182311	0	0	0	0.002757439	0	0	0.00332974	0.000285748	0	0	0	0	0	0.000408331	0.000545644	0.000407149	0.000646413	0.001371526	0.000376175	0.001211755	0.000281419	0.004102405	0.000776815	0.020643354	0	0
PCDH1	0.000625865	0.000153389	0	0.001354101	0	0.591033986	0.471716824	0.470840696	0.268340538	0.21053352	0.371561581	0	0.070916753	0.168420693	0.093537042	0.093025309	0.159025336	0.183258635	0.144011454	0.135761263	0.055641542	0.044933298	0	0.019914294	0.000223879	0	0.073358816	0	0.009390649	0.00106344	0.000701241	0.000154444	0.000386144	0.001797471	0.000887925	0	0.00067674	0.001322544	0.235124168	0.279621751	0	0.144890315	0.183752968
NES	0.197404453	0.087935435	0.132085032	0.173409023	0.009643633	0.901902777	0.805662076	0.668113614	0.383020804	0.464274502	0.657824912	0.062300704	0	0.021481911	0.007224941	0.00090232	0.035238455	0	0.010271609	0.000953813	0.00044288	0.000254065	0.000347479	0.001150858	0.000811344	0	0	0.002549403	0.003644155	0.067333329	0.001128088	0.001812067	0.002978715	0.004225369	0.006106647	0.000676627	0.001743277	0.020075785	0.537495173	0.494588351	0.308614323	0.00141186	0
PODXL	0.001262998	0.061654708	0.030406516	0.008050365	0.593513647	1.481379945	1.453261818	1.783702323	0.792156387	0.593382499	1.21115645	0.845819582	0.051321275	0.257244933	0.080143051	0.043797084	0.126973379	0.559819868	0.150731108	0.116411946	0.060148955	0.003507072	0.006742949	0.013129451	0.002601019	0.002127119	0.058304194	0.015092144	0.002061161	0.013531745	0.005422392	0.007023576	0.007682981	0.013253222	0.007396824	0.007453758	0.005147839	0.004660772	0.004338122	0.001185061	0	0.03355072	0.158004672
CDH5	0	0.009213596	0.004204881	0.019916179	0.00293095	1.829787747	1.694526356	1.983436707	1.098083565	0.98733715	1.529126859	0.827607053	0.001071232	0.025948355	0.000737153	0.000883871	0.021944479	0.006602046	0.009354122	0.014988336	0.011573183	0.004642984	0.002566811	0.002029648	0.004807476	0.024289723	0	0.00507291	0.002563944	0.00404863	0.003943397	0.000938876	0.004725983	0.004288183	0.004279216	0.00049292	0.003120353	0.002136003	0.01969845	0.000362373	0	0.000827291	0.002546866
CASKIN2	0.037846905	0.026900376	0.0117247	0.036677164	0.024597778	0.698180595	0.682723099	1.09561659	0.364404407	0.300776799	0.410185862	0.23004472	0.068647948	0.065389876	0.075724155	0.039156849	0.065694947	0.03875581	0.050476696	0.05578779	0.063184212	0	0.000322738	0.000613891	0.0053	0.005840373	0	0	0.001484634	0	0.001491944	0.001306147	0.00364937	0.011092093	0.015209755	0.004707935	0.006069464	0.003902444	0.031830794	0.091992503	0.079396859	0.02425027	0.054752108
ESAM	0.011488256	0.006485764	0.020627508	0.001160407	0.005039155	1.961564507	1.833375674	2.075122209	0.966741797	1.197459092	1.361349197	0.195529348	0.232982429	0.050432023	0.323430491	0.589500302	0.165844441	0.006414021	0.018761372	0.093375407	0.002816701	0.008612894	0.008006599	0.006312827	0.007238239	0.002160234	0	0.000742179	0.00744949	0.022797645	0.005197049	0.012149105	0.005420415	0.020678475	0.004523379	0.002504795	0.004665705	0.005309852	0.872263832	0.907167257	0.081836905	0.005435837	0.007682062
HPGD	0.047679642	0.025319101	0.032688196	0.03968928	0.006568625	1.86835988	1.032295407	0.698674935	0.045781277	0.012705913	0.033313589	0.012717504	0.026911338	0.112383475	0.077277593	0.073621844	0.063314615	0.055160349	0.097886543	0.098274925	0.056012442	0.078421186	0.222352305	0.071584218	1.816173412	0.03650191	0	0.042447083	0.084963686	0.078819166	0.113545327	0.087969739	0.102240169	0.084758557	0.340259433	1.002097625	0.363460749	0.55258472	0.058405935	0.022472197	0.007493089	0.02250884	0.035147028
CYP3A5	0.020077617	0.068050453	0.01366255	0.062872354	0.094686532	0.295927166	0.089564247	0	0.006047223	0.004101985	0.00243664	0.004444736	0.007291372	0.055211058	0.031950775	0.032590163	0.009090114	0.019906167	0.008716223	0.004113758	0.031776286	0.008096743	0.002311687	0.003167978	0.01059584	0	0.179438875	0.019303155	0.006340212	0	0.001481713	0.003897459	0.004430705	0.004306076	0.00303202	0.006380731	0.00774175	0.001400177	0.041835229	0.008211662	0.036762722	0.011358905	0.003773879
S100A3	0.069311845	0.063836236	0.097280599	0.043373534	0.081204847	0.305098512	0.050510955	0.274069857	0.028603479	0.036661443	0.027295205	0.015398962	0.000512766	0.017149587	0.002251816	0.00138515	0.006352034	0.004569383	0.000896334	0.004412014	0.021708506	0.00133337	0.000343218	0	0.000949265	0.001492637	0	0	0	0.004955886	0.001621222	0.003459627	0.003448292	0.003306911	0.014591285	0.002725887	0.00486871	0.02221444	0.07181408	0.056206067	0.035425885	6.53E-05	0
JCAD	0.251596983	0.112020215	0.113915749	0.185354403	0.029551252	1.139216449	1.01388312	1.704554351	0.490696357	0.408455693	0.865915041	0.339439105	0	0.088030298	0.034026448	0.009212999	0.012238774	0.013093618	0.002555584	0.011385684	0.062896268	0.018550951	0.001216445	0.010368934	0.020233848	0.002496519	0	0	0.001181446	0	0.006618634	0.002474425	0.002662025	0.001374757	0.00191431	0.000138009	0.001170408	0.004624965	0.010129145	0.019817674	0.305440842	0.051578231	0.048977704
MYZAP	0	0.001689827	0	0.002357446	0	0.258046903	0.120959867	0.10453735	0.012424707	0.0050552	0.096309364	0.092882288	0.017744003	0.003011981	0.027007621	0.009567527	0.005274195	0.007192191	0.007591068	0.015820853	0.00117963	0.000284884	0.000151675	0	0	0.017650654	0.032095579	0	0	0	0.000234724	0	0.001901708	0.00935401	0.006019312	0.010071165	0.00528051	0.003100503	0	0	0	0.00285836	0.00539679
COLEC10	0	0	0	0	0.000652327	0.082348987	0	0	0.000760942	0	0.001369015	0	0.000805389	0	0	0	0	0.000102168	0	0.000188988	0	0	0	0	0.000226477	0	0	0	0	0	0	0	0	9.82E-05	0.000174074	0	3.81E-05	0.000562162	0.006781907	0	0	0.000768102	0
KCNN2	0	0	0	0	0.008377868	0.161994716	0.03387129	0	0.008834289	0.014493177	0.020727834	0.009986972	0	0.008269095	0.000693518	0.005612145	0.006148158	0.001183016	0.013123858	0.003677508	0.001507323	0	0	0	0	0	0	0	0.000584019	0.009212525	0	0	0.000109258	0	0.000273712	8.04E-05	3.93E-05	0	0.000434959	0	0	0.002354062	0.016788144
APLN	0.008444496	0.009143096	0.060915971	0	0.077987342	0.327270342	0.010706207	0.181361129	0.017115798	0.027867056	0.017913112	0.004150507	0	0	0	0.000584447	0.010155957	0.000839089	0	0.000558512	0	0.018355055	0.000221984	0	0.000176357	0.002615295	0	0	0	0.002664437	0.000578265	0.000275913	0.000727022	0.000371216	0.000736684	9.09E-05	0.0008123	0.00193672	0.003798445	0.001921856	0.007401541	0.000372648	0.001127443
PCDH12	0.002699078	0.000206265	0.000162735	0.000904547	0.000555627	0.543995871	0.333171137	0.326732586	0.072432763	0.063188597	0.09087629	0.282311838	0	0	0	0.000561367	0.003816078	0.000307478	0.001236793	0.00774375	0.001941937	0.002214312	0	0.002746894	0.000985018	0	0	0.004795878	0.006905736	0	0.002865555	0.003612664	0.010113418	0.028772803	0.005740019	0.001071281	0.003578139	0.007077437	0.007073533	0	0	0.000103742	0.0005445
SOSTDC1	0	0.038553058	0.000710359	0.023879858	0.023353489	0.527857253	0	0	0.006157744	0.000448546	0.003487473	0	0.002514752	0	0	0.004912651	0.013043339	0.010466013	0.000496416	0.003290156	0.136180033	0	0.000642502	0	0.00043414	0	0	0	0	0.004428607	0.000391523	0.000609811	0.001199591	0.000869883	0.00033537	0	0.000240459	0	0	0.000658276	0.030582467	0.000573378	0
GFRA1	0.061472699	0.439021226	0.375720841	0.232023709	0.141517488	0	0	0	0	0.000639286	0	0.002795291	0	0.000881864	0	7.04E-05	0	0	0.000258681	0.000207673	0.000677023	0.001139833	0.003708738	0	0.000463859	0	0	0.00062128	0	0	0.011450408	0.002444408	0.000142202	0.000493749	0.000100843	0	1.56E-05	0.000368577	0.053154449	0.252539303	0.352870453	0	0
FBLN5	0.591240766	1.323243642	0.967097335	1.101351735	0.144175733	0.016603606	0.008947265	0.1011683	0.036372082	0.02258574	0.677040439	0.108603504	0.488824657	0.333373713	0.240904777	0.103554956	0.135566208	0.137758345	0.098836519	0.208578756	0.0911256	0.019071906	0.080405205	0.068322502	0.002312574	0	0.058599589	0.007434076	0.00198735	0.000802959	0.001808507	0.000997802	0.005359788	0.011313137	0.025017957	0.001697323	0.012539261	0.033321813	0.038802164	0.122768682	0.933265203	0.106713119	0.154322591
ANGPTL1	0.220559248	0.60092281	0.429608266	0.486797672	0.185228545	0.075533711	0.042676387	0	0.088895388	0.001896523	0.038042479	0	0	0	0	0.000563751	0.001623821	0	0.000422599	0.000787182	0.000491074	0	0	0.000117768	0.001137033	0.002632404	0.017808611	0	0	0	0.000576239	0.000153588	0.000834008	6.51E-05	0.002408274	0.005612321	0.001906962	0.001151657	0.052295267	0.258685196	0.469667313	0.000732623	0
GLP2R	0.000648538	0.098952144	0.021389226	0.000825511	0.018684156	0	0	0	0	0	0.001012603	0	0	0.002295647	0	0.000126094	0	0	0	0.001180727	0	0	0	0	0	0	0	0	0	0.003832624	0	0	2.48E-05	0.000813076	0.000115837	0.000257961	0.000173857	0.000248851	0	0	0	0	0
ADAM33	0.233815721	0.459289316	0.379680088	0.214644961	0.107167418	0	0	0	0	0	0	0.029669461	0	0	0	0	0	0	0	0.001113391	0	0	0	0	0.000901962	0.018534292	0	0	0	0	0	0	7.34E-05	0.004115072	0.000209714	0	9.12E-05	0	0.122690405	0.197328056	0.246070259	0	0
FAM198A	0.234265731	0.25168805	0.100527979	0.13937996	0.036340289	0	0	0	0.007375213	0.019141119	0.013921481	0	0.001263403	0	0	0.001858381	0.002526662	0.003175948	0	0.001473379	0.002698428	0	0	0	0	0	0	0	0	0.01390842	0.00042285	0.014611525	0.008203433	0.024640938	0.017213149	0.000769696	0.00398234	0.000956326	0.005395533	0.006995197	0.074841427	0.002577555	0
DCLK1	0.25203441	0.575121876	0.40509674	0.418850211	0.15715749	0	0	0	0.001602723	0.001807422	0.008696693	0.036294104	0.128830823	0.294689238	0.172540675	0.019718968	0.042638995	0.102008076	0.100228789	0.069422109	0.035649344	0	0.007849227	0	0.001748308	0	0.090265937	0.000485765	0.023634015	0	0.000965196	0.000233487	9.25E-05	0.001454858	0.001190595	0.000635928	0.000826449	0.002928394	0.085663739	0.027436583	0.078077017	0.007027947	0.07375584
OGN	1.006646498	1.295109404	0.874872627	0.710916445	1.43251436	0	0	0	0.00970084	0.00189827	0.0019886	0.00024554	0	0	0.007885411	0.000840033	0.005805682	0.000472571	0.00063541	0.003375701	0.00160558	0.002631792	0.006816869	0.018496266	0.003083518	0.002897594	0	0.01128968	0.006885671	0.006787305	0.002883781	0.00283258	0.001751494	0.002603245	0.005620203	0.000112246	0.001537266	0.002063846	0.002051882	0.062822466	0.645330667	0.000569468	0
ANGPTL5	0.003696188	0.173886833	0.047541053	0.078524806	0.000219597	0	0	0	0	0	0	0	0.001876012	0	0	0.000340884	0	0.001026495	0	0	0	0	0	0	0	0	0	0	0	0.00830123	0	0	7.55E-05	6.39E-05	0	0	0	0	0.010630653	0.005538368	0.01642514	0.00802148	0.001564109
FIBIN	0.543788165	0.592414743	0.321061128	0.365818254	0.097695579	0	0	0	0	0.000311286	0	0	0	0	0.011854597	0.003427814	0	0.002758319	0.000528831	0.000370174	0.002163263	0	0	0	0.000295228	0	0	0	0	0	0.012107851	0	0.000257828	0.000807478	0	0.000278311	0.000147838	0.000840283	0.010088681	0.035277796	0.315618397	0.000104335	0
TNXB	0.286915647	1.695799831	1.167618425	1.391872427	0.979070376	0.453631114	0.283061919	0.227123234	0.494855013	0.392390258	0.222625982	1.041035126	0.002008563	0.004207548	0.038572951	0.00138187	0.018016661	0.010186427	0.014068733	0.067779584	0.014548432	0.001039097	0.003915873	0.001434907	0.00077424	0	0	0	0.003849048	0.00106344	0.001784417	0.003920224	0.002015779	0.000478626	0.010153375	0.00048162	0.001220076	0.001323096	0.170242554	0.136139154	0.841001531	0.014670126	0.01316484
OSR2	0.230497272	0.285766618	0.046957962	0.125234688	0.003692496	7.37E-05	0	0	0	0.000252447	0	0.001082016	0.009769384	0.007480092	0.003358069	0.000600998	0.003972545	0.010606875	0.001478996	0.005170025	0.001142437	0	0.000128258	0.000559777	0.002009029	0	0	0.005023534	0.052409755	0	0.003180144	0.000366112	0.006015785	0.002762959	0.001304218	0.002919718	0.00202775	0.000754385	0.029639129	0.009102609	0.13539586	0.005362986	0.004564146
FAM180B	0.004569168	0.080837427	0.039336796	0.000367047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150512	0.0004085	0	0	0	0	0.000572656	0	0	0	0	0	0	0.000596814	0.000311625	0.000444068	0.001055887	0.000674289	0.000825074	0.000982898	0	0	0	0.000235024	0
AC245595.1	0.334207574	0.911568742	0.692226479	0.262786315	0.272413927	0.245644919	0.168510338	0.227062936	0.057623431	0.056379739	0.132527222	0.605514527	0.041364164	0.219090892	0.124635439	0.080534102	0.077118112	0.079032482	0.047740981	0.08272161	0.101337085	0.016769004	0.009941962	0.004149708	0.013327383	0.051526566	0.179148926	0.00088317	0.019561695	0.04225422	0.026921655	0.018988292	0.020736093	0.03690897	0.02650005	0.031743097	0.027275043	0.035097661	0.156584662	0.074844152	0.26189775	0.056518752	0.078571416
OAF	0.453998468	0.913527625	0.768997134	0.37714725	0.114622837	0.021570985	0.033982236	0	0.037050851	0.097117988	0.052140792	0.668138234	0.009970393	0.061696728	0.011702163	0.01932093	0.055076706	0.06469521	0.05714127	0.055187476	0.137115048	0.006350771	0.010580232	0.027688396	0.061140529	0.001666272	0	0.001570466	0.059064793	0.046215674	0.134016626	0.026469151	0.078755417	0.047952228	0.06143241	0.005595641	0.074713453	0.119933154	0.300227368	0.056541597	0.091369815	0.005471897	0.03151315
SPOCK1	0.28712421	0.45768117	0.259337776	0.095426057	0.040288455	0	0	0	0.003219297	0.003530023	0.002933199	0	0.000611964	0.015770678	0	0.000496971	0	0.000991438	0	0	0	0	0.001184512	0	0.001369366	0	0.070043152	0	0	0	0.007422924	0.000348246	0.006093376	0.00133398	0.000611506	7.97E-05	0.00098537	0.001086214	0.001480819	0	0.117365344	0.014003934	0.008884066
LVRN	0	0.074961316	0.003319874	0	0.001294202	0	0	0	0.001285046	0	0.001550465	0	0	0	0	7.48E-05	0	0	0	0	0.000401395	0	0	0	0.001702441	0	0	0	0	0	0	0	2.01E-05	0	0	0	5.79E-05	0	0	0	0	7.00E-05	0
FBN1	1.397671612	1.712106807	1.150435493	1.52698986	0.206739216	0.042326184	0.030166509	0	0.307202524	0.287423049	0.31665825	0.31272824	0.00515528	0.194266913	0.010516838	0.001376114	0.035024367	0.072537391	0.156636214	0.014793876	0.065835552	0.00141295	0.003920979	0.000389756	0.003874938	0	0.009057248	0.006045013	0.001405935	0.032841036	0.003463288	0.001892169	0.002718787	0.002442527	0.009423501	0.025333978	0.005000581	0.000649242	0.497374056	0.228309582	0.774402465	0.016751559	0.07616844
ADH1B	0.239445306	2.21529159	1.803219679	1.892496713	1.343448407	0.004551324	0.008123839	0	0.002639084	0.003058252	0.003622057	0.002235406	0.014712868	0.000574489	0	0.005362523	0.010133692	0.010688267	0.01085551	0.005184956	0.011893331	0.001819707	0.002757966	0.010300374	0.011108025	0.023172895	0	0.014355256	0.003945728	0.005613648	0.011024613	0.003013452	0.009344435	0.031899982	0.00876772	0.005307071	0.008877932	0.002006208	0.403542165	0.669348243	0.820623692	0.006697107	0.004942353
DIO3OS	0.170565772	0.565037984	0.301337741	0.326239064	0.05896419	0.039038496	0.074537047	0	0.007713173	0.001025832	0.072284597	0.000372339	0	0.005045599	0.016888465	0.000329039	0	0.002050969	0	0.002065911	0.019641146	0.001365163	0	0	0	0	0	0	0.000752072	0	3.59E-05	0.00053926	0.000295907	0.000332151	0.000504942	0	0.000294147	0.000166349	0.031918809	0.039418009	0.330141707	0	0.00168221
CHRDL1	0.172039061	1.269453537	0.954769904	0.824734636	0.649013402	0.002040445	0	0	0	0.000451734	0.002148587	0.613648496	0.000544894	0	0	0.000313975	0	0	0.000198113	0.000834455	0.000412591	0	0	0.00010999	0.00119467	0	0	0.000675974	0.012776864	0	0.000644467	0.001629176	0.000256853	0.000634108	0	0.007797317	0.000829976	0.000386905	0.066608093	0.005246241	0.366556175	0.000700081	0.00061962
WNT10B	0.015545013	0.15563378	0.001169436	0.003309796	0.000619629	0	0	0	0.000192225	0	0	0.001220283	0	0	0	0	0	0.000236631	0	0	0.000161373	0.001889813	0.025492387	0.004817801	0	0	0	0.004316997	0	0	0.000385431	0.007062941	0.000448112	0.003143013	0.003730756	0	0.00036332	0.003763478	0.000994739	0	0	0	0
NEGR1	0.210193065	0.565668194	0.294367744	0.319393516	0.005936075	0.000273083	0	0	7.88E-05	0.000314515	0.000191574	0	0	0.025464255	0	0.009652849	0.019571107	0.043006038	0.044415243	0.030469546	0.004556314	0.003094646	0	0	0.00043838	0.074920755	0.175915776	0	0	0.013295237	0.00525135	0.021122529	0.003571773	0.03831294	0.009143389	2.65E-05	0.001035117	0.004174261	0.078708237	0.011074801	0.12195507	0.079481048	0.095460443
ABCA8	0.196810833	1.418717987	1.063467251	0.896489715	0.661711742	0.000764807	0.005327629	0	0.006795293	0.001643984	0.001327485	0.003726389	0.719716003	0.011498232	0.007353943	0.012468983	0.024552115	0.004734347	0.006655571	0.027589596	0.038682093	0.001773362	0.000159919	0	0.00130162	0	0	0	0	0.00106344	0.001278386	0.000872143	0.00074915	0.000866434	0	0.00163229	0.000365577	0.000359252	0.080903014	0.032386115	0.155118221	0.002920492	0.021580395
LINC01028	0.008270911	0.206943021	0.061135777	0	0.028124316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136973	0	0	0	0	0	0
MYOC	0.004688478	0.352802139	0.229630353	0.015960588	0.000261172	0	0	0	0.000202718	9.82E-05	0.000626537	0	0	0	0	8.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000875326	0.001658227	0.000602275	0	0.000251948	3.95E-05	0	0	0.002331929	0.030604067	6.44E-05	0
GSTM5	0.219169554	0.681628093	0.407574443	0.391322197	0.010996549	0.000144262	0	0	0	0.001333509	0.001375262	0.006084801	0.009635769	0	0.001721153	0.000581111	0	0.001091283	0.005000863	0	0.001802351	0.001284805	0	0	0.076629501	0.024631266	0	0	0	0.001316918	0.000237647	0.001115489	0.001290325	0.002132461	0.00113321	0.001377429	0.000759357	0.002679273	0.064233663	0.131988586	0.273818091	7.35E-05	0.002250844
