UID	MyoFB - Activated	Adventitial FB	PLIN2+ FB	Alveolar FB	Mesothelial	aCap	gCap	Inflamed	Venule	Systemic venous	Arteriole	Lymphatic	AT1	KRT5-/KRT17+	Transitional AT2	AT2	Proliferating - Epi	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	Basal	NK	CD4	CD8/NKT	Mast	pDC	PNEC	B cells	Plasma	cDC1	Monocyte	cDC2	Inflammatory monocyte	moDC	Proliferating - Imm	Alveolar macrophage	Monocyte-derived macrophage	Interstitial macrophage	Pericyte	SMC	MyoFB	Ciliated	Differentiating ciliated
GRHL1	0.018449582	0.020553155	0.02120557	0.025640319	0.009001875	0.063679238	0.026613859	0.180552453	0.024070955	0.027118692	0.00506384	0.00299942	0	0.127390215	0.107485092	0.063510081	0.202132424	0.317600772	0.640005597	0.365290096	0.132739195	0.004746262	0.001007768	0.001963995	0.026711021	0.02205427	0.036339493	0.000342789	0.017415562	0.013772186	0.001894447	0.010143191	0.00798357	0.003746995	0.006383159	0.038753332	0.008152727	0.007014979	0.007700818	0.001670725	0	0.088149778	0.336588156
LRRC55	0	0	0	0	0	0.003592256	0	0	0.000456352	0.001455349	0.001177791	0	0	0.00546544	0.010710429	0.016464339	0	0.015400234	0.010093183	0.042108646	0.001918035	0	0	0	0	0	0	0	0	0	0.000205218	0	0	9.39E-05	0	0	0.000275288	0	0	0	0	0	0.006494965
ERBB2	0.161098605	0.185339575	0.138304028	0.162678716	0.246564526	0.068148749	0.035115503	0	0.098635734	0.052904619	0.13594831	0.009072862	0.808921401	0.686060767	0.560703798	0.378526459	0.561480215	0.726561847	0.959856405	0.855007253	0.396576078	0.138839562	0.030451811	0.01889173	0.008458773	0.028703541	0.070877048	0.01377698	0.014449971	0.003675096	0.013773605	0.009585398	0.005753931	0.011749926	0.015877895	0.005931225	0.006341578	0.009134821	0.0812341	0.200142704	0.156270139	0.550039722	0.716839709
SUSD2	0.070891001	0.101867469	0.096937987	0.114553245	0.025304797	0.000684939	0	0	0.004787821	0.003648827	0.006780152	0.014251017	1.816561594	0.206722853	1.033504201	1.328841176	0.831340275	0.493729948	1.06945654	1.206869951	0.191014477	0.014338152	0.01410105	0.007926151	0.003694531	0.002290866	0	0.035195914	0.001308825	0	0.002468588	0.003765509	0.006378651	0.004231115	0.004600745	0.002084194	0.004214285	0.001702596	0.249499158	0.436178314	0.126822978	0.019464763	0.491480746
TMEM125	0.000625865	0.011979408	0.015853841	0.006917362	0.010464926	0.109981181	0.176424471	0.28112902	0.028361984	0.008616086	0.078404834	0.011604668	1.053856702	0.391095394	0.738010746	1.08700908	0.656960688	0.631032918	0.566890218	0.929800559	0.238603779	0.03397813	0.008550974	0.003038657	0.012596123	0	0.020886331	0.012699658	0.031249015	0.004963612	0.012307666	0.008697406	0.003720793	0.004933041	0.002357474	0.003184308	0.004154942	0.003427273	0.004203903	0.005379482	0	0.476230249	0.711407262
MFSD4A	0	0.004385188	0.000325061	0.004501572	0.006415713	0.212741446	0.139313641	0.296065328	0.02007096	0.033471736	0.099346525	0.055978638	0.0235842	0.171547494	0.177594933	0.064695881	0.120872768	0.29608384	0.372932199	0.335189294	0.127080983	0.00527336	0.007801976	0	0.012727294	0	0	0.004044549	0.004513406	0	0.000543765	0.004542968	0.000850827	0.000993161	0.004714688	0.003474467	0.00106825	0.007383859	0	0.003839005	0	0.03417284	0.271950439
MRPS25	0.321148745	0.266818053	0.350912462	0.323988338	0.428673475	0.127969616	0.143579084	0.122525585	0.188719598	0.261649408	0.172982066	0.237012264	0.621868273	0.583570988	0.65044097	0.611760237	0.683298472	0.529547625	1.083739455	0.977557773	0.579140968	0.1728733	0.269501228	0.175447543	0.231859501	0.240518482	0.164714018	0.428848035	0.380929862	0.289140081	0.215203144	0.243296677	0.263974105	0.326007813	0.398670675	0.419112966	0.393232036	0.516840792	0.287610563	0.256687293	0.306578644	0.399880752	0.714378229
HOPX	0.57851447	0.077808583	0.085117525	0.092439059	0.144445917	0.142588469	0.142125221	0.180552453	0.068791433	0.076008991	0.047179659	0.045173744	2.399340578	1.603597115	2.008510059	2.07816517	1.473196867	0.811179156	1.639889967	2.018175313	0.873666294	1.569424673	0.282699978	1.116853241	0.052986484	0.068818535	0.24158874	0.559737666	0.073280951	0.345884856	0.118992872	0.047072428	0.06756567	0.067402422	0.185369129	0.045152615	0.057336905	0.064432141	0.934101288	0.183127947	0.15572426	0.233812657	0.994543192
MUC1	0.104996665	0.03061479	0.033028034	0.029576567	0.191865068	0.022111234	0.068009012	0	0.017968557	0.027795505	0.028354211	0.015874862	1.344055327	1.02553222	1.868930997	2.207239007	1.74776183	1.899018984	1.759447019	2.011262565	0.739905163	0.012663614	0.033703138	0.014864424	0.020709777	0	0.856308977	0.00585931	0.0161924	0.036245985	0.019837253	0.007665473	0.019664515	0.021520347	0.012083332	0.021463614	0.019657771	0.013673088	0.045375949	0.051253173	0.012813996	1.005984051	1.643267195
DTX4	0.031066908	0.036902301	0.005734606	0.081512067	0.041920894	0.002112088	0	0	0.009846966	0.01025879	0.001909788	0.055330587	0.26282355	0.187781904	0.140990205	0.09779421	0.180138697	0.432429371	0.365645297	0.375151533	0.103611366	0.00777982	0	0.001921573	0.003261549	0.044896307	0	0.000595444	0.002325293	0.01730859	0.006508886	0.001892354	0.006939534	0.0067304	0.029685996	0.169062316	0.048113065	0.101831292	0.01394645	0.006033611	0.01535961	0.055438225	0.247790973
PIGR	0.022655434	0.040933864	0.063055707	0.043265413	0.036541822	0.024742296	0.032524553	0	0.031020628	0.014972117	0.026431099	0.025669436	0.128832055	0.237637787	0.804924546	1.835186293	1.471480776	2.597171178	2.455427635	2.027787619	0.383717602	0.091259236	0.050078152	0.092863601	0.038036014	0.004612911	0.072646343	0.035287304	0.048514933	0.046742375	0.028393401	0.07167255	0.032146825	0.037189212	0.054075777	0.015031432	0.024726592	0.033890429	0.084884881	0.05512189	0.024732454	1.000595989	1.95847139
SFTPB	0.40195102	0.396240572	0.367634477	0.373007406	0.316350501	0.40651414	0.598324457	0.906287023	0.379185573	0.253768007	0.371440689	0.306789653	2.534075007	1.908188628	2.813319863	3.122037686	2.38501128	2.340411754	3.107701194	2.980985069	1.415222348	0.430124248	0.34629104	0.471051839	0.418129578	0.413469276	0.766159428	0.465370354	0.43661484	0.349488582	0.377884806	0.28039526	0.369039301	0.380768244	0.29153717	0.255469367	0.324323538	0.265098484	0.320999107	0.410473008	0.34130509	0.407467008	2.257705468
ERP27	0.003181588	0.013495717	0.00627184	0.005915327	0	9.43E-05	0.004783069	0	0.004942044	0.003812913	0.003260746	0.004031502	0.125425534	0.066006118	0.172733097	0.12079663	0.273299458	0.222778861	0.564683535	0.419685821	0.052598595	0.023318301	0.004247183	0.008587931	0.011748071	0.010844329	0	0.033081014	0	0.007678617	0.010598227	0.007147252	0.013907558	0.010263903	0.018875823	0.002453541	0.008288286	0.004245641	0.011239608	0.005834008	0.045828531	0.169780448	0.411429342
CYP2B6	0	0	0	0.004626158	0	0	0	0	0	0.000188208	0.001367045	0	0.291716651	0.070053864	0.263419695	0.227490788	0.173069278	0.372191748	0.572361965	0.483455347	0.162946191	0.001683287	0.000634097	0.000281592	0.000156984	0.001378768	0	0	0	0.002344202	0.001327842	0.00072561	0.001286956	6.61E-05	0.000543596	0.000122583	0.001296893	0.000899753	0	0.002554344	0	0.079056901	0.256764063
ERBB3	0.012995042	0.01224417	0.003165214	0.004604287	0.111283651	0.005402825	0	0	0.002794287	0.001333548	0.020914131	0	0.948030676	0.769195824	0.711899458	0.667948949	0.608762281	0.861843861	0.900940322	0.933386324	0.327209733	0.00269131	0.001229703	0.01085412	0.003371109	0.029870283	0.196117998	0.000873953	0	0.006267351	0.000844651	0.004451812	0.001945595	0.002478156	0.001775006	0.006538346	0.002331565	0.00222462	0.004697613	0.001455604	0	0.436944346	0.678259448
CLIC6	0.062915818	0.068563038	0.029078221	0.091355823	0.000652327	0.001923602	0.007343377	0	0.000694261	0.002319667	0.002294937	0	0.080179069	0.610288222	0.438917578	0.197356113	0.383736372	0.651161808	0.872811217	0.824083908	0.237527719	0.010582957	0.002670679	0.003787829	0.009040058	0.005678148	0.382242338	0.002826865	0.002075829	0	0.00436266	0.003420042	0.002828844	0.005123825	0.004362973	0.001148605	0.002312494	0.010601749	0.015331929	0.001050729	0.004618878	0.821607655	0.978845935
CXCL17	0.066387253	0.036075424	0.022537079	0.023383303	0.01387248	0.025114191	0.098408273	0	0.023798228	0.017460351	0.022861396	0.019843802	0.140501729	0.995365297	1.549122113	1.961917442	1.724331456	2.389912603	2.260405549	2.097061491	1.119001086	0.016397336	0.034923998	0.037681394	0.04423172	0.10513807	0.203840272	0.022960996	0.063557643	0.05426883	0.023104611	0.039068153	0.029497964	0.029052636	0.028552225	0.024252941	0.029883083	0.043611569	0.018089338	0.036686359	0.025416012	0.726029527	1.874289609
MBIP	0.17949681	0.218762831	0.189683747	0.23724399	0.269526263	0.071134268	0.05181309	0.181361129	0.084172489	0.115789564	0.11038765	0.111743591	0.899900456	0.596754328	1.010390032	1.218340519	0.751430912	0.321560938	0.933587256	1.05076501	0.707810922	0.078644638	0.195992397	0.12033406	0.092927158	0.107861312	0.429380143	0.190412384	0.173959484	0.082395764	0.053896692	0.139274873	0.084539718	0.151443455	0.205659353	0.195959166	0.116963266	0.088170641	0.237610305	0.205708982	0.170877453	0.188407587	0.514767494
SDC1	0.388590375	0.001134996	0.003224753	0.032566575	0.007452919	0.002027799	0	0	0.004631285	0.015816678	0.009604973	0.007807015	1.263889659	1.37723246	1.144047834	0.869185201	1.008859202	0.805054901	1.033499413	1.309127564	1.165606064	0.002918548	0.004367715	0.00336181	0.002626588	0	0.240501319	0.05555323	1.146537096	0	0.004866177	0.005010857	0.006526456	0.004857837	0.008430895	0.00918532	0.0064818	0.020739119	0.000434959	0.007216072	0.048132973	0.072247458	0.594809912
SFTPA2	0.146216016	0.207977773	0.198539234	0.127932803	0.130097286	0.160617329	0.20940062	0.122525585	0.151763444	0.123959982	0.15271115	0.15939507	0.393039083	0.172164241	1.383713068	2.765712114	1.433105651	0.607742558	1.323511173	1.782424283	0.194065554	0.190505358	0.140633495	0.17708334	0.163366191	0.172411817	0.16775466	0.126176984	0.172021819	0.125600005	0.158223002	0.122995475	0.151204694	0.142094047	0.10650474	0.087987815	0.115321029	0.086951451	0.154182868	0.174557655	0.158825961	0.153700819	0.688505332
SLC34A2	0.045655342	0.094654796	0.061183503	0.074961409	0.108528811	0.096906648	0.085678351	0.274519828	0.065163739	0.04059596	0.0481886	0.042466438	1.768093155	1.554326685	2.259711497	2.586401372	1.662694566	1.494264627	1.622763547	2.264370684	1.157363402	0.066125078	0.065309195	0.069629942	0.077976513	0.030468587	0	0.026305631	0.100025993	0.051981946	0.066004559	0.053431983	0.067087475	0.055138553	0.036107117	0.045541062	0.050381041	0.044763905	0.031890231	0.075425582	0.042238033	1.477634967	1.581013751
GOLGA7B	0	0	0	0	0	0	0	0	0.000142558	0.000117507	0.000642515	0	0.002401838	0.06219998	0.025484696	0.024226629	0.00947112	0.006941831	0.043185484	0.075543239	0.004872153	0.001938416	0.003333278	0.009063	0.002266012	0	0	0	0	0	0.000241097	0.00019596	0.000421866	0.000153742	0.002563531	0.00128282	0.008804477	0.022814427	0.001946921	0	0	0.002902452	0.027876919
AL928596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015826144	0.000996096	0.000951916	0.00225818	0.005403945	0.020908084	0.000779032	0	0	0	0.000436968	0.004695043	0	0	0	0	0	0.000248835	7.04E-05	0.000412077	0	0	2.47E-05	0.000522098	0	0	0	0	0.000425556
C8orf34-AS1	0	0	0	0.000596473	0	0.000349733	0	0	0	0.001552508	0.000982679	0	0.041187337	0.046971586	0.220240274	0.302078813	0.154718004	0.009120737	0.074281096	0.259325795	0.03751399	0.014056809	0.003498954	0.001107633	0.002740623	0	0	0	0	0	0.001048084	0.000344528	0.001839542	0.000921873	0.000361149	0.000470633	0.001869253	0.000139333	0.010177846	0.002687276	0.028151633	0.135446057	0.115950743
MET	0.007913429	0.017439202	0.010368542	0.00935564	0.622975553	0.067370611	0.005181849	0	0.425441567	0.450325043	0.370984904	0.077052777	0.107002169	1.273257741	0.840666386	0.969419329	0.782513085	1.289313699	1.586298912	1.358098565	0.910018151	0.006140306	0.011723701	0.018360964	0.010764806	0.002116129	0.31278826	0.005230268	0.021225453	0.011620648	0.009787019	0.004545541	0.009983801	0.007429019	0.00401573	0.002166572	0.008746893	0.010281965	0.033831336	0.002515403	0.148948825	0.258951314	0.940317586
ESRP2	0.000831229	0.004141983	0	0.001018928	0.066355869	0.002385784	0	0	0.000841152	0.00058032	0	0.000114807	0.355439715	0.184133796	0.35202843	0.250132425	0.213759432	0.258347929	0.254745359	0.386332759	0.171069589	0.00132123	0.000144519	0.000230121	0	0	0.146522642	0	0	0	0.003431105	0.000457622	0.001655485	0.001344853	0.001848813	0.001950845	0.0007397	0.000676124	0.000732292	0	0	0.131305915	0.170276401
BNIPL	0	0.00013306	0	0.003274711	0	0	0	0	0.00046409	0.001816133	0.003241825	0.00022094	0.1118216	0.082337506	0.110818312	0.195070654	0.110850439	0.13403236	0.29827856	0.289227141	0.09790363	0	0.003901606	0.00033784	0.000235465	0	0	0.007364752	0	0.013985688	0.000604244	0.006248942	0.004288423	0.004604406	0.006385418	0	0.001502278	0.003830663	0	0.002345495	0	0.137856152	0.217577381
MMP7	0.062324774	0.013934298	0.04958997	0.023813706	0.017432675	0.011555915	0.039209494	0	0.009485381	0.009870714	0.009222639	0.029415343	0.109644599	1.856487268	0.972471079	0.238863253	1.017937962	1.322917501	0.778178194	1.309221159	0.791160418	0.026618543	0.035240406	0.034322152	0.042246389	0.041193609	0	0.018872396	0.002743699	0.078891769	0.021425291	0.02324624	0.017711306	0.022310934	0.050778283	0.009642348	0.029998176	0.543519573	0.023874186	0.036663871	0.011041247	0.047482809	0.72137723
C1orf116	0.010746727	0.000245092	0	0.005131812	0.001025939	0.002867026	0	0	0.004062759	0.000621569	0.000575586	0	1.039098481	0.473408427	0.760525531	0.586571082	0.498635778	0.431889455	0.572259524	0.817854288	0.400877131	0.000248624	0.004597304	0.001855101	0.000652476	0.004552961	0.154274884	0.00089169	0.001165234	0.00904246	0.002927396	0.003034657	0.002264692	0.00598065	0.005988546	0.00078112	0.002777897	0.001448027	0.019637115	0.00628033	0	0.236715158	0.456895958
NKX2-1	0.020245547	0.01411299	0.023669903	0.00306999	0.008293725	0.005462209	0.018130913	0	0.019119093	0.017302328	0.013241145	0.017772205	1.537287155	1.165811765	1.450313569	1.555470391	1.157956022	0.547144126	1.329166358	1.571346438	1.087109209	0.009480922	0.003790411	0.005646958	0.017451584	0.04658568	0.647829927	0.013614541	0.002335315	0.014858525	0.009626036	0.023048841	0.010363989	0.009461275	0.007974237	0.005671821	0.008511195	0.006344157	0.027226415	0.017889125	0	0.474563008	0.950519236
DEFB4A	0	0	0	0.000460515	0	0	0	0	0	0.000660711	0	0	0	0.02415731	0.040469611	0.0092012	0.046243116	0.017370495	0.019542421	0.085214934	0.003668036	0	0	0.002285392	0.000210322	0	0.013789788	0	0	0	0.000153148	0.000369351	0	0.000905676	0.000206261	0.000218795	0.000453325	0.000823679	0	0.000351367	0.016920886	0.000534903	0.025200034
AC008268.1	0	0.004612843	0	0.000777492	0	0	0	0	0.001348247	0	0	0	0.390042253	0.00382616	0.019896473	0.196997836	0.071936812	0.007931858	0.084419072	0.281883743	0.012764842	0	0.001354816	0	0.000929862	0	0	0.002549403	0	0	0.001329335	0.002604135	0.000920556	0.000728015	0.000359873	0.000232594	0.000856749	0	0.000864603	0	0	0.001463867	0.055379424
PRSS8	0.002884248	0.005558496	0	0	0.006558175	0.000169449	0	0	0.005176617	0.001552406	0.000634945	0.008428345	1.159147933	0.999048891	0.861738732	0.726130756	0.443640219	0.478617894	0.635647778	0.922669892	0.511851457	0.010515281	0.000897195	0.011451171	0.001428219	0.009891061	0.120848409	0.010046283	0	0	0.0008685	0.003034372	0.002670184	0.002077925	0.004182411	0.001532471	0.002713294	0.0045124	0.00849928	0.0005905	0	0.015695425	0.345443654
C16orf89	0.148387302	0.639143222	0.634855702	0.316330034	0.005521687	0.010264008	0.028502106	0	0.00792275	0.009677276	0.014426519	0.017166522	0.220661512	0.176943062	0.931556542	1.653465857	1.03313842	1.449202166	1.678126869	1.595980289	0.447941057	0.011363549	0.007763716	0.03833899	0.025945462	0.005692341	0.145329585	0.017132225	0.006979359	0.009881989	0.010250958	0.014747152	0.014028566	0.018344754	0.005399212	0.011361577	0.014414762	0.013104328	0.024496693	0.042000949	0.306576479	0.231046897	1.136986656
LINC01579	0.017827728	7.43E-05	0	0	0	0	0	0	0	0.000107036	0	0	0	0.016244314	0.014632068	0.006593957	0.039974225	0.018507351	0.03031634	0.084765348	0.014221334	0	0	0	0	0	0	0	0	0	0.00049109	0.002742607	0.000150938	0.000327552	0.000347451	0	0.000345851	0.000405296	0	0	0	0.000504498	0.02627613
CIT	0.010662341	0.009203726	0.023661272	0.002550656	0	0.000916666	0	0	0.006605233	0.035436957	0.040005886	0.007930734	0.21849539	0.254994984	0.340583507	0.247242247	0.258687696	0.066907419	0.366263462	0.446548666	0.137417194	0.005995462	0.010464517	0.003860804	0.018883711	0	0.11373255	0.008998893	0.023984569	0.026233916	0.001662146	0.0042237	0.003753138	0.005171815	0.370411697	0.005605085	0.004374538	0.004527585	0.001388107	0	0	0.064987815	0.199738399
AC025154.2	0	0.001634885	0.003253563	0.002035047	0	0	0	0	0.000541908	0.00029535	0	0	0.046477512	0.02423845	0.096863063	0.010364173	0.115957837	0.270678649	0.130032667	0.238033261	0.130846252	0.001354932	0.006042597	0.002330662	0.001747092	0	0.045122054	0	0	0	0.000373364	0.001006186	0.001249007	0.000434767	0.001080922	0.000978171	0.002225952	0.019991802	0.000812799	0.00046247	0	0.02440385	0.122346162
ACSL5	0.011758844	0.071046851	0.149835896	0.010289347	0.262697572	0.22492893	0.313553533	0.112099444	0.155417151	0.216494742	0.205283276	0.205746348	0.213050573	0.644865492	0.563949037	0.617089497	0.499732715	0.361783854	0.507275077	0.776630399	0.409163623	0.253331017	0.17002742	0.259952892	0.094553736	0.179757191	0.05928134	0.13757146	0.125169366	0.113528047	0.194991459	0.218643771	0.216190348	0.229193416	0.231211403	0.195388745	0.226833636	0.274881666	0.02410709	0.001934297	0	0.100099657	0.364260326
SLC4A5	0.009832987	0.005087	0.006567149	0.007022965	0.0017128	0.016310842	0	0	0.007512486	0.013816179	0.004343899	0.000256783	0.010730656	0.012854072	0.06262842	0.117518696	0.087158603	0.088870284	0.362135418	0.274632179	0.022614078	0.014703259	0.005128768	0.000129171	0.004529195	0.06805053	0	0.000722179	0.015250186	0.009830234	0.000564444	0.002473805	0.002175706	0.001135245	0.002102821	0.001156241	0.001624794	0.001269191	0.002476954	0.011580769	0	0.036678252	0.096887534
S100A14	0.023438743	0.019966635	0.005772947	0.010516441	0.069687144	0.022488541	0.022437321	0.064647819	0.013463222	0.015261631	0.021304756	0.025955973	0.771530581	0.652922633	1.128111081	1.521832792	1.113853262	1.140241869	1.157610118	1.489698867	1.217291433	0.024980188	0.017669523	0.005044478	0.008682828	0.006094759	0.121331092	0.026115702	0.016160813	0.055013314	0.011453755	0.016809852	0.015802388	0.017203256	0.024667325	0.011407744	0.014849538	0.014932274	0.036282093	0.017710085	0.032689202	0.043353807	0.707256121
SFTA3	0.023622876	0.013585023	0.000125105	0.006162676	0.006905881	0.007813482	0	0	0.005793766	0.014228079	0.005219738	0.004338366	1.404202201	0.79959595	1.298903871	1.699031698	1.127813354	0.3431041	1.179983695	1.531156751	0.807839912	0.014929474	0.009493295	0.013698269	0.01417587	0.010689748	0.280585235	0.026440932	0.014210054	0.012106041	0.010336626	0.01685629	0.013310432	0.025038087	0.005468736	0.011908362	0.010223689	0.010992823	0.002260126	0.011376794	0.044673662	0.329325196	0.813906792
AQP4	0.005913975	0.006195227	0.000133806	0.005702265	0.000564561	0.004262393	0	0	0.005907456	0.008280024	0.004229069	0.004517268	1.942463975	0.394158702	1.166513787	1.013582546	0.804407061	0.254012751	0.907343577	1.267720864	0.151281175	0.003647589	0.007415802	0.00645798	0.003256629	0.006720883	0.121637232	0.002549403	0	0.005149777	0.006031852	0.012651802	0.006911099	0.005229972	0.004971216	0.005046506	0.008023879	0.005348669	0.004436569	0.007318381	0	0.11743054	0.489017215
MAGI3	0.120078173	0.115285738	0.096116882	0.065979986	0.132559045	0.095710525	0.046846661	0	0.062265539	0.046622222	0.080870419	0.042554579	0.881494898	0.28243927	0.533874916	0.460689685	0.385266258	0.330753161	0.587283386	0.728453311	0.175632934	0.002832198	0.029357019	0.00545233	0.031068831	0.002975469	0.027857009	0.006733218	0.055987386	0.023024192	0.006871292	0.009587021	0.004080329	0.015932862	0.010584506	0.004700893	0.005476238	0.004744526	0.086235052	0.069122812	0.155679021	0.151790829	0.363916314
SLC22A3	0.032692075	0.029106804	0.118948812	0.016441055	0.002406944	0	0	0	0.000742085	0.001012298	0.000902622	0	0.098144084	0.305833248	0.340202066	0.544115612	0.198814636	0.047470217	0.287795862	0.47183084	0.073046088	0.002241915	0.00175557	0.001473875	0.000450653	0	0.076021704	0	0	0	0.000907055	0.000417209	0.002007717	0.001554407	0.002573759	0.000591809	0.001095318	0.000715409	0.027513184	0.037432195	0.09172052	0.006162561	0.119315541
SCNN1B	0.0016161	0.00116037	0.007550019	0.007544771	0.004069066	0.091317898	0.099410595	0.362311933	0.02236823	0.023877933	0.028630316	0.306762475	0.882733936	0.231789878	0.408334674	0.3107626	0.564851822	1.048268757	1.257581704	1.136600635	0.378027775	0.000515317	0.007839418	0.006146397	0.00832738	0	0.601276213	0.000988879	0.43472417	0.006852123	0.002176066	0.003127454	0.002490637	0.00242552	0.001558108	0.00146277	0.002456122	0.00386242	0.001381506	0.010983605	0.036882881	0.011631339	0.647376121
AP002856.3	0	0	0	0	0	0	0	0	0	0	0	0	0.00064421	0	0	0	0	0.000146182	0	0.006925775	0	0	0	0	0	0	0	0	0	0.000944605	0	0	0	7.04E-05	0	0	0	0	0	0	0	0	0
CEACAM5	0	0	0	0	0	0	0	0	0.000530199	0.000159166	0.00023591	0.002112112	0.18174153	0.018159458	0.151982572	0.028033865	0.073300651	0.135224292	0.078532734	0.249109036	0.031382055	0.000591402	0.002795664	0.000587906	0	0	0.065524068	0	0	0	0.000747644	0.000670606	0.000395976	5.87E-05	0.001212809	0.000522238	0.000625636	0.000512744	0	0	0	0.000747431	0.054185997
CEACAM6	0.03821373	0.027968286	0.057231429	0.016535715	0.021705257	0.029186978	0.007018324	0	0.015194717	0.013061836	0.008289459	0.01575976	2.194934102	1.536518503	1.720852958	0.541550971	1.071865951	1.859890461	1.677193586	2.078455891	0.479498949	0.048770381	0.019704024	0.023448448	0.025237067	0.009170779	0.013215025	0.013311351	0.039218268	0.034593486	0.023970069	0.020835694	0.018036337	0.025788106	0.028195079	0.016036877	0.01931152	0.015178524	0.073141918	0.030734636	0.043121233	0.124428513	1.152147744
IVL	0	0	0	0	0	0	0	0	0	0.000159166	0	0	0	0.021933923	0.014305039	0.003683022	0.010587541	0.026359424	0.081819234	0.098234219	0.015184561	0.005093389	0.001232774	9.85E-05	0	0	0	0	0	0	0.000176238	0	2.34E-05	0	0.000601442	0	8.49E-05	0.000155093	0	0	0	6.58E-05	0.042685744
SCGB3A2	0.292724517	0.283228008	0.280197827	0.272650295	0.239189861	0.236778221	0.329833031	0.122525585	0.226354212	0.201585207	0.190470423	0.146881918	0.397030072	0.53318756	1.344376158	1.326184636	1.610145855	1.325238355	3.150207035	2.549026041	0.648545633	0.332439333	0.420320472	0.427558191	0.313850008	0.322958123	0.73024401	0.306515262	0.273394316	0.383882325	0.247212407	0.254940889	0.273936363	0.263676254	0.216145064	0.166039936	0.234431782	0.270769332	0.279698407	0.351740382	0.438407892	0.366745356	1.979755368
PTCHD1	0.002109892	0	0.0001516	0	0	0.001051521	0	0	0	5.45E-05	0	0	0.000818377	0.016353363	0.041530503	0.051673333	0.023052639	0.004246241	0.036747323	0.119560456	0.006939146	0	0.005989357	0	0	0	0.085538717	0.000527373	0	0	0	0	0	0.000220804	0.000197397	0	0.000141616	0.000303152	0	0.003127307	0	0.000496539	0.017552423
AQP5	0.008822927	0.018290352	0.023988841	0.018777172	0.019167727	0.002964395	0	0	0.01067635	0.009405693	0.001700841	0.002758557	0.500512848	0.066167531	0.482268305	0.124320208	0.550579933	1.440672482	0.674045842	1.262009282	0.700353435	0.002387649	0.005795648	0.002861968	0.007721691	0.009981368	0.045310604	0.009249763	0.008292985	0.005383412	0.004633198	0.006954003	0.00427197	0.009363959	0.003996993	0.002630974	0.006164225	0.006942497	0.001813754	0.019336094	0.031278467	0.0446323	0.641634623
MUC21	0	0	0	0	0	0	0	0	0	6.78E-05	0	0	0.001062417	0.029272127	0.100178594	0.082301887	0.048608408	0.048592374	0.154538239	0.228118671	0.014747376	0	0	0	0.000453636	0	0	0	0	0	0	0.000557475	0	0.000607487	0	0.000224958	0.000215547	0.000521457	0	0	0	0.001117879	0.088027881
LINC02560	0	0	0.000135647	0	0	0	0	0	0	0	0	0	0.000465515	0.004411352	0.003320521	0.004690078	0.004049082	0.001445205	0.00258895	0.027769924	0.001755229	0	0	0	0.000144858	0	0	0	0	0	0.000187884	0	0	0	0	0	3.98E-05	0	0	0	0	0.000446249	0.001819564
SPTB	0	0	0	0	0.009685693	0	0	0	0.000162363	7.11E-05	0	0.004457058	0.007482904	0.010148415	0.016350434	0.0027771	0.020315311	0.000643799	0.003483323	0.017897756	0.00049118	0.001388923	0.000174206	9.58E-05	0.071580495	0	0.047601676	0	0	0.013357289	0	0	0.000249195	0	0.003512608	0.000417185	0.00021249	0.000147833	0.051949034	0.21111807	0	0.000699027	0.003326349
ADAMTS9-AS1	0.034699476	0.008211961	0.000743236	0.056337816	0.040522592	0.002088714	0	0	0.006643208	0.011258962	0.000650418	0.004455028	0	0	0.00721469	0.000113002	0.00635992	0	0	0.000426395	0	0	0	0	0	0	0	0	0.005460888	0	0	0.000100022	0	0	0.000185622	0	5.27E-05	0	0.031794522	0.226867067	0.078654025	0	0
C14orf180	0	0.005643936	0	0	0	0	0	0	0	0	0	0	0.000486301	0	0	0	0	0	0.000339584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000722558	0.069140035	0	0	0
EGFL6	0.260382004	0.088889775	0.290069134	0.428178556	0.353134568	0.002026618	0	0	0.00577616	0.005003124	0.021817415	0.003270526	0	0.001951447	0	0.000734299	0.019897631	0.016098121	0.002373993	0.001844614	0.044457138	0	0.012031968	0.0053623	0.000226477	0	0	0	0.006820321	0	0.001458757	0.000127768	0.0008646	0.001776051	0.000302116	0.001287125	0.000853708	0.000951237	1.635292149	1.625135841	0.317119036	0.03238782	0.016341844
NTF3	0.028015753	0.010571381	0	0.020873878	0	0.001523039	0.009006784	0	0.027061756	0.002409114	0	0.006973212	0	0	0	0	0.011222096	0.006845695	0.00231402	0.000447333	0.11985483	0	0	0	0	0	0	0	0.001117988	0	0	0	0	0.000252692	0	7.75E-05	0.000103997	0	0.036649427	0.258219098	0.032811674	0	0.001795888
ACTN2	0.014135114	0.016786935	0.032715866	0.062903549	0.044249197	0	0	0	0	0.000226747	0	0.001593403	0.00132989	0.00382616	0	0.002943075	0.00063369	0.001278074	0.007567567	0.002119755	0.000524088	0	0.010534294	0.002513132	0.002675991	0.002571173	0	0	0.000543152	0.006347364	0.002247081	0.014476744	0.002833653	0.014146073	0.013215477	0.000341994	0.002818905	0.011642437	0.018807305	0.241211904	0.081498369	0.001794799	0
